date,whereracecourse,weather,race_round,race_title,race_id,total_horse_number,frame_number,horse_number,odds,popular,rank,rider_id,horse_wight,distance,groud_status,goal_time,goal_time_dif,half_way_rank,pace,last_time,horse_weight,runner-up-horse-id,prize,horse_id,race_type,surface
2022-03-05,2中山3,晴,11,夕刊フジオーシャンS(G3),202206020311,15,3,4,118.8,12,8,01075,56,1200,良,68.5,0.6,11-10,33.4-34.5,34.2,528(-8),2015110013, ,2014102625,G3,芝
2022-02-13,2小倉2,曇,11,北九州短距離S(OP),202210020211,18,7,15,39.5,13,15,01144,58,1200,稍,69.5,0.8,12-14,33.6-35.1,35.1,536(+4),2017105421, ,2014102625,OP,芝
2022-01-15,1中山5,晴,11,カーバンクルS(OP),202206010511,16,8,16,30.9,9,8,01179,57,1200,良,69.4,0.7,2-2,33.1-35.6,36.2,532(+4),2017106720, ,2014102625,OP,芝
2021-12-25,6阪神7,曇,11,阪神C(G2),202109060711,18,7,14,346.1,18,10,01144,57,1400,良,81.2,0.9,4-3,34.3-35.0,35.5,528(-2),2018104934, ,2014102625,G2,芝
2021-12-05,5中山2,晴,11,ラピスラズリS(L),202106050211,16,4,8,15.1,7,10,01181,58,1200,良,68.4,0.5,11-10,33.5-34.4,34.1,530(+10),2017104058, ,2014102625,L,芝
2021-10-31,5新潟8,晴,11,ルミエールオータムD(L),202104050811,18,6,12,22.2,7,5,01168,57,1000,良,55.4,0.3,10,32.6-33.1,32.7,520(-10),2016110152,250.0,2014102625,L,芝
2021-10-09,4阪神1,晴,11,夕刊フジ杯オパールS(L),202109040111,16,3,6,25.6,10,16,01138,57,1200,良,69.6,1.4,2-2,34.2-34.0,35.2,530(-2),2016105136, ,2014102625,L,芝
2021-03-28,2中京6,雨,11,高松宮記念(G1),202107020611,18,3,5,164.2,18,11,01144,57,1200,重,69.8,0.6,15-15,34.1-35.1,34.6,532(+10),2015102377, ,2014102625,G1,芝
2021-03-06,2中山3,晴,11,夕刊フジオーシャンS(G3),202106020311,16,8,15,22.4,8,6,01075,56,1200,稍,68.8,0.4,5-4,33.7-34.7,34.5,522(-2),2016104880, ,2014102625,G3,芝
2021-01-31,1東京2,晴,11,根岸S(G3),202105010211,16,2,4,151.1,16,14,01009,56,1400,稍,84.0,1.7,6-7,34.4-36.0,37.1,524(0),2016105188, ,2014102625,G3,ダ
2021-01-16,1中山5,晴,11,カーバンクルS(OP),202106010511,16,5,9,16.8,6,2,01075,57,1200,良,69.3,0.1,6-5,34.5-34.7,34.1,524(+6),2017101765,930.4,2014102625,OP,芝
2020-12-27,6阪神8,晴,11,ギャラクシーS(OP),202009060811,16,2,3,9.1,6,16,01154,57,1400,良,86.4,2.9,7-8,34.8-36.6,38.7,518(+12),2014102226, ,2014102625,OP,ダ
2020-12-13,5中山4,曇,11,カペラS(G3),202006050411,16,4,7,94.9,13,4,01140,56,1200,良,70.2,0.4,11-10,33.2-36.6,35.5,506(0),2016102781,540.0,2014102625,G3,ダ
2020-10-04,4中山9,曇,11,スプリンターズS(G1),202006040911,16,4,8,156.2,13,14,01144,57,1200,良,69.7,1.4,11-11,32.8-35.5,35.4,506(-14),2016104532, ,2014102625,G1,芝
2020-08-30,2札幌6,小雨,11,キーンランドC(G3),202001020611,16,5,9,21.4,6,7,01144,56,1200,重,71.9,1.3,8-5,34.8-35.8,36.5,520(-14),2016103143, ,2014102625,G3,芝
2020-06-21,1函館4,晴,11,函館スプリントS(G3),202002010411,16,8,16,34.4,10,2,01144,56,1200,良,67.8,0.3,1-1,33.4-34.1,34.4,534(+2),2015103057,"1,616.2",2014102625,G3,芝
2020-05-17,3京都8,晴,11,栗東S(L),202008030811,16,2,4,8.3,4,14,01019,57,1400,重,83.2,1.3,2-2,33.8-36.7,38.0,532(+2),2014100377, ,2014102625,L,ダ
2020-04-25,2東京1,晴,11,オアシスS(L),202005020111,16,4,7,7.0,3,9,01043,58,1600,良,96.8,0.9,1-1,35.1-36.4,37.3,530(+2),2016102633, ,2014102625,L,ダ
2020-03-28,1中京7,曇,11,名鉄杯(OP),202007010711,14,1,1,28.9,10,1,01144,58,1400,稍,83.1,0.5,1-1,35.8-35.5,35.5,528(-2),2015106500,"2,231.5",2014102625,OP,ダ
2020-02-23,2京都8,晴,11,大和S(OP),202008020811,16,7,14,38.0,8,10,01130,56,1200,重,70.7,0.9,8-9,33.7-36.1,36.0,530(+18),2014104410, ,2014102625,OP,ダ
2019-11-24,5京都8,曇,12,京阪杯(G3),201908050812,18,4,8,17.8,8,16,01032,56,1200,良,70.6,1.8,6-3,34.2-34.6,35.8,512(+4),2015101599, ,2014102625,G3,芝
2019-11-10,5東京4,晴,11,オーロC(L),201905050411,18,7,13,35.6,11,7,01029,56,1400,良,80.4,0.3,6-8,34.4-34.5,34.2,508(-16),2015105073, ,2014102625,L,芝
2019-08-25,2札幌4,晴,11,キーンランドC(G3),201901020411,16,6,12,55.9,12,14,05321,56,1200,稍,71.0,1.8,4-5,33.2-36.0,37.4,524(0),2015102377, ,2014102625,G3,芝
2019-08-04,1札幌4,晴,11,UHB賞(OP),201901010411,16,1,1,10.2,5,3,01085,56,1200,良,68.1,0.2,4-4,33.4-34.5,34.2,524(+10),2014106168,584.9,2014102625,OP,芝
2019-06-16,1函館2,小雨,11,函館スプリントS(G3),201902010211,7,5,7,7.4,4,4,01085,56,1200,稍,68.7,0.3,3-3,34.4-34.0,33.8,514(+6),2015105850,590.0,2014102625,G3,芝
2019-05-11,2東京7,晴,11,京王杯スプリングC(G2),201905020711,15,8,15,152.2,14,10,01085,56,1400,良,79.8,0.4,2-2,34.2-33.9,34.1,508(-6),2015101621, ,2014102625,G2,芝
2019-05-05,3京都6,晴,11,鞍馬S(OP),201908030611,17,5,10,7.8,2,7,01034,57,1200,良,68.1,0.5,6-6,33.9-33.7,33.7,514(-14),2014106006, ,2014102625,OP,芝
2019-03-24,2中京6,晴,11,高松宮記念(G1),201907020611,18,8,17,129.8,14,11,01127,57,1200,良,68.1,0.8,9-12,33.2-34.1,33.9,528(+10),2015110096, ,2014102625,G1,芝
2019-03-02,2中山3,晴,11,夕刊フジオーシャンS(G3),201906020311,16,3,6,15.6,7,3,01085,56,1200,良,67.7,0.6,6-7,32.3-34.8,34.4,518(-4),2015110017,"1,008.1",2014102625,G3,芝
2019-02-24,1阪神2,晴,11,阪急杯(G3),201909010211,18,5,9,18.6,8,17,01018,56,1400,良,81.8,1.5,7-6,34.4-34.6,35.6,522(-4),2013101522, ,2014102625,G3,芝
2019-01-14,1京都5,晴,11,淀短距離S(L),201908010511,12,2,2,2.9,1,7,01088,57,1200,良,69.3,0.2,4-4,34.0-35.1,34.9,526(+2),2011103412, ,2014102625,L,芝
2018-12-22,5阪神7,曇,11,阪神C(G2),201809050711,16,1,1,37.9,10,4,01034,57,1400,稍,81.7,0.6,7-5,34.8-34.9,34.9,524(+16),2013103292,"1,000.0",2014102625,G2,芝
2018-12-02,5中山2,曇,11,ラピスラズリS(OP),201806050211,11,4,4,8.0,4,1,01043,56,1200,良,68.1,0.0,5-5,34.0-34.1,33.6,508(-10),2015110017,"2,324.5",2014102625,OP,芝
2018-11-25,5京都8,晴,12,京阪杯(G3),201808050812,18,6,11,21.1,9,13,01019,56,1200,良,68.7,0.7,7-12,34.1-33.9,33.8,518(+4),2015102377, ,2014102625,G3,芝
2018-07-22,3中京8,晴,11,トヨタ賞中京記念(G3),201807030811,16,5,9,26.3,11,11,01034,56,1600,良,93.8,1.5,7-7-9,33.8-35.3,35.9,514(+6),2012101402, ,2014102625,G3,芝
2018-07-01,3中京2,晴,11,CBC賞(G3),201807030211,18,6,12,3.7,1,11,05212,56,1200,良,67.6,0.6,14-14,32.7-34.3,33.3,508(-4),2012102017, ,2014102625,G3,芝
2018-05-27,3京都12,晴,10,安土城S(OP),201808031210,17,1,2,11.4,3,1,01034,55,1400,良,80.7,0.0,10-10,35.6-33.7,33.0,512(0),2014110031,"2,337.1",2014102625,OP,芝
