race_id,race_round,race_title,ground_status,where_racecourse,total_horse_number,ground_type,is_left_right_straight,distance,is_obstacle,weather_rain,weather_snow,datetime
202307020611,11,高松宮記念,2,7,18,0,2,1200,0,1,0,2023-03-26 15:40:00
