date,whereracecourse,weather,race_round,race_title,race_id,total_horse_number,frame_number,horse_number,odds,popular,rank,rider_id,horse_wight,distance,groud_status,goal_time,goal_time_dif,half_way_rank,pace,last_time,horse_weight,runner-up-horse-id,prize,horse_id,race_type,surface
2013-02-24,1阪神2,晴,11,阪急杯(G3),201309010211,16,1,1,8.8,3,4,00733,57,1400,良,81.2,0.2,10-10,34.4-35.4,34.2,516(+10),2008103552,570.0,2006102822,G3,芝
2012-12-24,5阪神9,晴,11,阪神C(G2),201209050911,18,7,13,7.9,3,1,00733,57,1400,良,81.0,-0.2,14-13,34.3-35.5,34.4,506(+8),2007101163,"6,633.0",2006102822,G2,芝
2012-11-18,5京都6,晴,11,マイルチャンピオンS(G1),201208050611,18,1,2,74.1,17,7,00733,57,1600,稍,93.4,0.5,11-10,35.0-34.7,34.4,498(+2),2008102652, ,2006102822,G1,芝
2012-10-27,4京都8,晴,11,毎日放送賞スワンS(G2),201208040811,16,5,10,9.1,4,8,00733,57,1400,良,80.9,0.4,12-13,35.2-33.8,33.4,496(-4),2008103388, ,2006102822,G2,芝
2012-09-30,4中山9,晴,11,スプリンターズS(G1),201206040911,16,2,4,36.2,11,6,00733,57,1200,良,67.0,0.3,13-13,32.7-34.0,33.3,500(+4),2008103552, ,2006102822,G1,芝
2012-09-09,4阪神2,晴,11,セントウルS(G2),201209040211,16,1,2,19.4,7,14,00733,57,1200,良,68.2,0.9,8-9,33.2-34.1,33.9,496(-2),2009106383, ,2006102822,G2,芝
2012-05-12,2東京7,晴,11,京王杯スプリングC(G2),201205020711,15,2,2,4.0,1,10,00733,57,1400,良,80.8,0.7,4-4,34.2-34.2,34.5,498(-6),2008102652, ,2006102822,G2,芝
2012-03-25,1中京8,晴,11,高松宮記念(G1),201207010811,18,8,17,6.5,3,2,00733,57,1200,良,70.3,0.0,10-12,34.5-35.8,34.7,504(-6),2007102807,"3,911.6",2006102822,G1,芝
2012-02-26,1阪神2,曇,11,阪急杯(G3),201209010211,16,8,16,2.9,1,3,00733,57,1400,良,82.3,0.3,10-11,33.7-36.2,35.7,510(+10),2007104807,958.7,2006102822,G3,芝
2011-12-17,6阪神5,晴,11,阪神C(G2),201109060511,18,7,13,9.8,4,1,00733,57,1400,良,80.5,0.0,10-9,34.0-35.1,34.4,500(+8),2008103388,"7,149.8",2006102822,G2,芝
2011-10-29,5京都7,晴,11,毎日放送賞スワンS(G2),201108050711,18,7,15,8.9,5,4,00733,57,1400,良,80.0,0.6,15-15,34.4-34.1,33.3,492(-10),2007104749,870.0,2006102822,G2,芝
2011-10-02,4中山8,曇,11,スプリンターズS(G1),201106040811,15,3,6,16.6,5,7,00733,57,1200,良,68.0,0.6,12-12,33.0-34.4,33.9,502(+8),2007102807, ,2006102822,G1,芝
2011-09-11,5阪神2,晴,11,セントウルS(G2),201109050211,15,4,7,10.9,4,4,00733,57,1200,良,68.7,0.2,13-12,34.1-34.4,33.5,494(-6),2007101300,870.0,2006102822,G2,芝
2011-06-05,3東京6,曇,11,安田記念(G1),201105030611,18,3,5,33.9,11,13,00660,58,1600,良,93.1,1.1,14-11,33.9-35.0,34.9,500(-4),2008103244, ,2006102822,G1,芝
2011-05-14,2東京7,晴,11,京王杯スプリングC(G2),201105020711,17,3,6,3.8,1,9,00733,57,1400,良,80.8,0.6,15-15,35.0-33.8,33.2,504(+10),2006102934, ,2006102822,G2,芝
2011-03-27,2阪神2,晴,11,高松宮記念(G1),201109020211,16,4,8,10.5,4,2,00733,57,1200,良,68.1,0.2,11-10,33.6-34.3,33.3,494(-2),2003110212,"3,897.2",2006102822,G1,芝
2011-02-27,1阪神2,晴,11,阪急杯(G3),201109010211,16,8,15,8.4,4,1,00733,57,1400,良,80.1,-0.2,8-7,33.2-35.3,34.7,496(+2),2007101163,"4,067.2",2006102822,G3,芝
2010-12-18,5阪神5,晴,11,阪神C(G2),201009050511,17,6,12,20.2,7,6,00733,57,1400,良,80.7,0.4,12-13,34.6-34.5,33.7,494(0),2003110212, ,2006102822,G2,芝
