race_id,rank,frame_number,horse_number,horse_id,age,burden_weight,rider_id,popular,tamer_id,owner_id,is_senba,is_mesu,is_osu,race_round,weather,ground_status,where_racecourse,total_horse_number,is_left_right_straight
201805010206,1,5,8,2012104539,6,57.0,1096,5.0,1067,514008,0,0,1,6,天候 : 曇,ダート : 重,東京,15,左
201805010206,2,7,12,2013105545,5,57.0,1077,7.0,1070,859007,1,0,0,6,天候 : 曇,ダート : 重,東京,15,左
201805010206,3,1,1,2013105952,5,57.0,5386,1.0,1055,866006,1,0,0,6,天候 : 曇,ダート : 重,東京,15,左
201805010206,4,3,5,2012103932,6,57.0,422,4.0,1102,172002,1,0,0,6,天候 : 曇,ダート : 重,東京,15,左
201805010206,5,8,14,2013100258,5,57.0,1049,12.0,405,605009,0,0,1,6,天候 : 曇,ダート : 重,東京,15,左
201805010206,6,8,15,2014103191,4,53.0,1158,3.0,405,693033,0,0,1,6,天候 : 曇,ダート : 重,東京,15,左
201805010206,7,6,11,2012104872,6,57.0,1075,6.0,423,398002,0,0,1,6,天候 : 曇,ダート : 重,東京,15,左
201805010206,8,7,13,2012105342,6,57.0,726,14.0,383,244008,0,0,1,6,天候 : 曇,ダート : 重,東京,15,左
201805010206,9,6,10,2012105278,6,52.0,1169,11.0,423,102800,0,1,0,6,天候 : 曇,ダート : 重,東京,15,左
201805010206,10,2,3,2014106044,4,56.0,5339,2.0,420,226800,0,0,1,6,天候 : 曇,ダート : 重,東京,15,左
201805010206,11,4,7,2013100528,5,57.0,1051,13.0,408,965800,0,0,1,6,天候 : 曇,ダート : 重,東京,15,左
201805010206,12,5,9,2014104262,4,56.0,689,10.0,1133,54006,0,0,1,6,天候 : 曇,ダート : 重,東京,15,左
201805010206,13,2,2,2013105343,5,57.0,1043,8.0,1116,525030,0,0,1,6,天候 : 曇,ダート : 重,東京,15,左
201805010206,14,3,4,2013100941,5,57.0,1091,15.0,1077,141030,0,0,1,6,天候 : 曇,ダート : 重,東京,15,左
201805010206,15,4,6,2014104103,4,56.0,1095,9.0,1088,980033,0,0,1,6,天候 : 曇,ダート : 重,東京,15,左
201805010207,1,8,16,2013105570,5,55.0,5386,2.0,1059,63803,0,1,0,7,天候 : 曇,ダート : 重,東京,16,左
201805010207,2,4,8,2014103937,4,54.0,1075,3.0,349,966007,0,1,0,7,天候 : 曇,ダート : 重,東京,16,左
201805010207,3,5,9,2013105305,5,55.0,1096,5.0,1103,808800,0,1,0,7,天候 : 曇,ダート : 重,東京,16,左
201805010207,4,6,11,2013103678,5,55.0,684,6.0,1014,656033,0,1,0,7,天候 : 曇,ダート : 重,東京,16,左
201805010207,5,3,5,2013105250,5,54.0,1153,7.0,1079,808800,0,1,0,7,天候 : 曇,ダート : 重,東京,16,左
201805010207,6,1,1,2014102147,4,54.0,422,11.0,1118,3060,0,1,0,7,天候 : 曇,ダート : 重,東京,16,左
201805010207,7,6,12,2012109120,6,55.0,1029,13.0,1096,59803,0,1,0,7,天候 : 曇,ダート : 重,東京,16,左
201805010207,8,7,14,2014103600,4,54.0,1009,4.0,1106,851009,0,1,0,7,天候 : 曇,ダート : 重,東京,16,左
201805010207,9,3,6,2014101707,4,54.0,1140,15.0,417,270006,0,1,0,7,天候 : 曇,ダート : 重,東京,16,左
201805010207,10,5,10,2014104165,4,54.0,5203,9.0,1008,64803,0,1,0,7,天候 : 曇,ダート : 重,東京,16,左
201805010207,11,8,15,2013100387,5,55.0,1092,12.0,1112,338007,0,1,0,7,天候 : 曇,ダート : 重,東京,16,左
201805010207,12,2,3,2013105819,5,55.0,5339,1.0,1118,486800,0,1,0,7,天候 : 曇,ダート : 重,東京,16,左
201805010207,13,7,13,2014101371,4,54.0,1043,16.0,1008,178033,0,1,0,7,天候 : 曇,ダート : 重,東京,16,左
201805010207,14,2,4,2013101771,5,52.0,1169,14.0,1096,425800,0,1,0,7,天候 : 曇,ダート : 重,東京,16,左
201805010207,15,4,7,2014100206,4,54.0,1085,10.0,1100,494800,0,1,0,7,天候 : 曇,ダート : 重,東京,16,左
201805010207,16,1,2,2014103883,4,54.0,1109,8.0,1143,137030,0,1,0,7,天候 : 曇,ダート : 重,東京,16,左
201805010208,1,4,7,2014102200,4,56.0,1075,2.0,1023,3060,1,0,0,8,天候 : 晴,ダート : 重,東京,16,左
201805010208,2,6,11,2014104021,4,56.0,1043,5.0,1142,184033,0,0,1,8,天候 : 晴,ダート : 重,東京,16,左
201805010208,3,8,16,2014106115,4,56.0,5386,1.0,1103,506800,0,0,1,8,天候 : 晴,ダート : 重,東京,16,左
201805010208,4,4,8,2014102484,4,56.0,1095,10.0,1076,905033,0,0,1,8,天候 : 晴,ダート : 重,東京,16,左
201805010208,5,2,4,2012104165,6,52.0,1169,8.0,1115,415800,0,1,0,8,天候 : 晴,ダート : 重,東京,16,左
201805010208,6,1,2,2013109095,5,57.0,1029,7.0,1005,981002,0,0,1,8,天候 : 晴,ダート : 重,東京,16,左
201805010208,7,3,5,2012101232,6,57.0,1140,13.0,1008,159033,0,0,1,8,天候 : 晴,ダート : 重,東京,16,左
201805010208,7,6,12,2011103511,7,56.0,1160,6.0,1157,415800,0,0,1,8,天候 : 晴,ダート : 重,東京,16,左
201805010208,9,7,13,2013101259,5,57.0,1085,3.0,412,32800,0,0,1,8,天候 : 晴,ダート : 重,東京,16,左
201805010208,10,7,14,2012103295,6,57.0,641,16.0,1093,313033,0,0,1,8,天候 : 晴,ダート : 重,東京,16,左
201805010208,11,8,15,2011103400,7,57.0,1092,14.0,1026,716800,0,0,1,8,天候 : 晴,ダート : 重,東京,16,左
201805010208,12,5,10,2014106109,4,54.0,1014,4.0,1054,790005,0,1,0,8,天候 : 晴,ダート : 重,東京,16,左
201805010208,13,5,9,2014104248,4,54.0,422,9.0,1052,51803,0,1,0,8,天候 : 晴,ダート : 重,東京,16,左
201805010208,14,1,1,2014103611,4,56.0,726,12.0,437,629800,0,0,1,8,天候 : 晴,ダート : 重,東京,16,左
201805010208,15,3,6,2014100618,4,56.0,1096,11.0,1039,944030,0,0,1,8,天候 : 晴,ダート : 重,東京,16,左
