race_id,race_round,race_title,race_course,weather,ground_status,time,date,where_racecourse,total_horse_number,frame_number_first,horse_number_first,frame_number_second,horse_number_second,frame_number_third,horse_number_third,tansyo,hukusyo_first,hukusyo_second,hukusyo_third,wakuren,umaren,wide_1_2,wide_1_3,wide_2_3,umatan,renhuku3,rentan3
202005010101,1 R,3歳未勝利,ダ左1300m,天候 : 晴,ダート : 稍重,発走 : 10:10,2020年2月1日,1回東京1日目,15,2,2,1,1,5,9,940,290,280,390,"1,120","2,660",960,"1,680","1,570","5,120","12,160","73,390"
202005010102,2 R,3歳新馬,ダ左1400m,天候 : 晴,ダート : 稍重,発走 : 10:40,2020年2月1日,1回東京1日目,16,8,16,3,6,1,1,800,330,320,210,"3,380","3,850","1,030",620,690,"8,180","4,460","31,670"
202005010103,3 R,3歳未勝利,ダ左1600m,天候 : 晴,ダート : 稍重,発走 : 11:10,2020年2月1日,1回東京1日目,16,6,12,4,8,8,16,310,150,190,"1,450","1,010",940,390,"5,090","5,920","1,680","27,570","111,030"
202005010104,4 R,3歳1勝クラス,ダ左1600m,天候 : 晴,ダート : 稍重,発走 : 11:40,2020年2月1日,1回東京1日目,11,7,9,8,10,2,2,270,150,400,380,"1,200","2,090",710,560,"2,670","2,740","6,040","23,260"
202005010107,7 R,4歳以上1勝クラス,ダ左1400m,天候 : 晴,ダート : 稍重,発走 : 13:30,2020年2月1日,1回東京1日目,16,1,2,5,10,2,3,330,150,170,580,640,720,280,"1,380","1,350","1,430","4,380","15,040"
202005010108,8 R,4歳以上2勝クラス,ダ左2100m,天候 : 晴,ダート : 稍重,発走 : 14:01,2020年2月1日,1回東京1日目,16,8,15,4,7,4,8,230,110,140,140,250,580,270,210,470,960,870,"2,840"
202005010109,9 R,銀蹄ステークス ,ダ左1400m,天候 : 晴,ダート : 稍重,"発走 : 14:35

過去の銀蹄ステークス",2020年2月1日,1回東京1日目,16,4,8,8,15,4,7,"1,010",350,900,"2,260","12,710","15,350","4,280","10,660","20,960","22,090","220,110","876,440"
202005010201,1 R,3歳未勝利,ダ左1400m,天候 : 晴,ダート : 良,発走 : 10:10,2020年2月2日,1回東京2日目,15,6,11,7,13,3,5,"2,070",500,300,200,"7,530","8,430","2,110","1,610",910,"20,950","13,130","131,030"
202005010202,2 R,3歳未勝利,ダ左2100m,天候 : 晴,ダート : 良,発走 : 10:40,2020年2月2日,1回東京2日目,16,8,15,1,1,4,7,320,150,190,270,610,840,390,670,"1,190","1,500","3,260","11,110"
202005010203,3 R,3歳未勝利,ダ左1600m,天候 : 晴,ダート : 良,発走 : 11:10,2020年2月2日,1回東京2日目,16,1,2,3,6,4,8,380,180,220,480,980,"2,360",800,"1,990","2,480","4,270","16,230","60,610"
202005010204,4 R,3歳新馬,ダ左1600m,天候 : 晴,ダート : 良,発走 : 11:40,2020年2月2日,1回東京2日目,16,5,10,1,1,8,15,270,150,570,270,"2,020","3,560","1,320",600,"3,860","5,030","10,410","45,040"
202005010207,7 R,4歳以上1勝クラス,ダ左2100m,天候 : 晴,ダート : 良,発走 : 13:30,2020年2月2日,1回東京2日目,16,2,4,4,7,6,12,400,200,910,720,"2,370","10,740","3,150","2,740","11,220","19,940","81,830","312,340"
202005010208,8 R,4歳以上2勝クラス,ダ左1400m,天候 : 晴,ダート : 良,発走 : 14:01,2020年2月2日,1回東京2日目,16,5,10,2,4,8,15,570,200,210,240,"1,200","2,210",760,840,920,"4,330","4,890","25,030"
202005010211,11 R,第34回根岸ステークス(G3),ダ左1400m,天候 : 晴,ダート : 良,"発走 : 15:45

過去の根岸ステークス",2020年2月2日,1回東京2日目,16,6,11,3,5,4,7,990,320,130,450,"1,020","1,400",710,"5,900",960,"3,300","14,510","69,270"
202005010301,1 R,3歳未勝利,ダ左1300m,天候 : 晴,ダート : 良,発走 : 10:10,2020年2月8日,1回東京3日目,16,7,13,1,2,4,7,830,300,460,220,"3,210","6,750","1,820",910,"1,540","10,810","10,950","77,450"
202005010302,2 R,3歳新馬,ダ左1400m,天候 : 晴,ダート : 良,発走 : 10:40,2020年2月8日,1回東京3日目,16,5,10,6,12,8,16,210,120,120,500,270,270,170,"1,190","1,020",520,"2,190","6,670"
202005010303,3 R,3歳未勝利,ダ左1600m,天候 : 晴,ダート : 良,発走 : 11:10,2020年2月8日,1回東京3日目,16,3,5,8,16,1,1,"1,380",240,130,140,"1,080","2,350",690,690,260,"5,570","2,210","20,070"
