date,where_racecourse,weather,race_round,race_title,race_id,total_horse_number,frame_number,horse_number,odds,popular,rank,rider_id,burden_weight,race_course,ground_status,goal_time,goal_time_dif,half_way_rank,pace,last_time,horse_weight,runner_up_horse_id,prize,horse_id,target_race_id
2006/06/17,1函館1,曇,5,2歳新馬,200602010105,9,5,5,1.8,1,1,00600,54,芝1000,良,0:58.5,-0.6,1-1,35.3-34.8,34.8,448(0),2004100773,700.0,2004100933,200706030811
2009/10/04,4阪神8,晴,10,ポートアイランドS(OP),200909040810,18,6,12,181.3,15,18,00732,56,芝1600,良,1:35.4,2.0,2-2,35.5-34.7,36.4,534(+12),2004103160, ,2004101099,200706030811
2008/07/06,3阪神6,晴,10,米子S(OP),200809030610,10,8,10,4.4,2,6,01014,56,芝1600,良,1:33.7,0.7,6-5,35.5-34.7,33.7,522(0),2002110191, ,2004101099,200706030811
2008/04/27,香港,晴, ,チャンピオンズマイル(G1),2008G0a00107,10,8,9, ,10,10,00663,57,芝1600,良,1.35.3, , , , ,計不,, ,2004101099,200706030811
2008/03/30,1中京10,小雨,11,高松宮記念(G1),200807011011,18,7,13,44.3,10,18,05243,57,芝1200,良,1:08.4,1.3,17-17,33.4-33.7,33.5,526(+4),2003102667, ,2004101099,200706030811
2007/12/16,5阪神6,晴,11,阪神C(G2),200709050611,18,7,13,37.4,11,6,00700,56,芝1400,良,1:20.9,0.3,3-3,34.4-34.6,34.8,522(-2),2002107011, ,2004101099,200706030811
2007/11/18,5京都6,曇,11,マイルチャンピオンS(G1),200708050611,18,2,4,31.6,10,10,00711,56,芝1600,良,1:33.5,0.8,4-2,34.4-34.7,35.3,524(+10),2001103114, ,2004101099,200706030811
2007/10/20,4東京6,晴,11,富士S(G3),200705040611,18,2,4,8.3,4,1,00711,54,芝1600,良,1:33.3,0.0,3-3,34.9-35.1,34.6,514(+4),2001105007,"4,171.4",2004101099,200706030811
2007/09/09,4中山2,晴,11,京成杯オータムH(G3),200706040211,16,3,5,5.8,1,3,00711,53,芝1600,良,1:33.0,0.4,7-9-9,35.1-34.8,34.4,510(+8),2002100866,"1,008.6",2004101099,200706030811
2007/05/06,2東京6,雨,11,NHKマイルC(G1),200705020611,18,3,5,10.8,6,8,00711,57,芝1600,稍,1:35.3,1.0,8-8,34.2-35.8,36.3,502(0),2004100719, ,2004101099,200706030811
2007/04/15,3中山8,晴,11,皐月賞(G1),200706030811,18,2,3,67.0,12,10,00711,57,芝2000,良,2:00.6,0.7,7-7-7-7,35.5-35.9,35.2,502(-2),2004102884, ,2004101099,200706030811
2007/03/18,2中山8,晴,11,フジTVスプリングS(G2),200706020811,11,8,11,5.2,3,2,00711,56,芝1800,良,1:49.1,0.1,2-2-2-2,36.0-36.7,36.7,504(-4),2004110153,"2,225.2",2004101099,200706030811
2007/01/07,1中山2,晴,9,ジュニアC(OP),200706010209,8,1,1,1.7,1,1,00711,57,芝1600,稍,1:36.4,0.0,6-6-5,36.0-35.8,34.6,508(-4),2004104345,"1,926.6",2004101099,200706030811
2006/12/10,5中山4,晴,11,朝日フューチュリティ(G1),200606050411,15,7,12,9.8,5,6,00711,55,芝1600,良,1:34.8,0.4,5-8-5,34.9-35.5,35.2,512(+10),2004102753, ,2004101099,200706030811
2006/10/21,4東京5,曇,9,いちょうS(OP),200605040509,9,3,3,3.3,2,1,00711,55,芝1600,良,1:35.9,-0.1,7-6,36.0-35.0,34.5,502(+8),2004103989,"1,621.7",2004101099,200706030811
2006/10/08,4東京2,晴,5,2歳新馬,200605040205,10,6,6,2.4,2,1,00711,55,芝1400,良,1:23.3,-0.5,6-6,35.5-35.3,34.6,494(0),2004105335,700.0,2004101099,200706030811
2010/11/28,5東京8,晴,9,キャピタルS(OP),201005050809,18,7,15,38.0,9,中,05212,56,芝1600,良, , ,2-2,35.0-34.8, ,462(+2),2007106723, ,2004102272,200706030811
2010/10/16,4東京3,晴,11,アイルランドT(OP),201005040311,14,3,4,19.9,7,8,01031,56,芝2000,良,2:00.4,1.2,2-2-2,36.0-34.0,35.0,460(-2),2006103169, ,2004102272,200706030811
2010/09/12,4中山2,晴,11,京成杯オータムH(G3),201006040211,14,8,14,20.8,10,6,01031,56,芝1600,良,1:33.2,0.4,1-1-1,35.4-34.3,34.7,462(0),2006103312, ,2004102272,200706030811
2010/08/01,1小倉6,晴,10,小倉記念(G3),201010010610,17,6,12,18.3,8,16,05203,56,芝2000,良,1:59.7,1.8,3-3-3-8,34.3-35.2,36.7,462(0),2003105368, ,2004102272,200706030811
2010/07/11,1函館8,曇,9,巴賞(OP),201002010809,16,1,2,7.8,4,2,01026,56,芝1800,良,1:51.7,0.0,1-1-1-1,37.9-35.3,35.3,462(-2),2005106283,930.4,2004102272,200706030811
2009/08/30,3新潟6,曇,11,新潟記念(G3),200904030611,18,4,8,25.8,12,3,01031,55,芝2000,良,1:59.7,0.1,1-1,36.6-33.5,33.6,464(+4),2002100093,"1,109.7",2004102272,200706030811
2009/07/26,1札幌12,曇,9,函館記念(G3),200901011209,16,6,12,12.8,8,3,05203,55,芝2000,良,2:00.7,0.1,1-1-1-1,36.1-35.5,35.6,460(+4),2002104686,"1,108.4",2004102272,200706030811
2009/07/12,1札幌8,晴,9,巴賞(OP),200901010809,14,4,6,5.2,2,5,05203,56,芝1800,良,1:47.9,0.4,1-2-2-3,35.8-34.5,34.8,456(-2),2004106840,230.0,2004102272,200706030811
2009/06/14,3東京8,曇,11,エプソムC(G3),200905030811,18,5,9,81.9,12,11,00684,56,芝1800,良,1:46.8,1.3,4-9-10,34.8-34.7,35.4,458(-10),2003102599, ,2004102272,200706030811
2009/01/25,1中山8,晴,11,アメリカジョッキーC(G2),200906010811,13,4,4,10.0,5,11,00422,57,芝2200,良,2:15.8,1.9,4-4-4-6,36.6-35.9,37.2,468(0),2003107368, ,2004102272,200706030811
2008/12/27,5中山7,晴,12,グレイトフルS(1600万下),200806050712,10,4,4,2.9,1,1,00422,57,芝1800,良,1:49.3,-0.3,2-2-2-2,38.0-35.6,35.5,468(+12),2004103171,"1,858.0",2004102272,200706030811
2008/09/14,4中山2,晴,10,レインボーS(1600万下),200806040210,14,3,4,3.4,2,4,00660,57,芝2000,良,2:00.9,0.5,1-2-4-5,37.0-34.8,35.0,456(0),2004104470,270.0,2004102272,200706030811
2008/08/24,1札幌4,曇,9,札幌記念(G2),200801010409,11,7,8,34.0,7,5,05203,57,芝2000,良,1:59.3,0.7,2-2-2-4,34.7-35.8,35.8,456(-4),2004103279,700.0,2004102272,200706030811
2008/07/27,2函館4,晴,9,函館記念(G3),200802020409,14,6,9,12.5,7,9,00722,54,芝2000,良,2:00.8,0.5,1-1-1-1,34.8-36.9,37.4,460(0),2004103185, ,2004102272,200706030811
2008/07/06,1函館6,晴,12,洞爺湖特別(1000万下),200802010612,16,3,6,3.9,1,1,05135,57,芝1800,良,1:48.6,-0.1,2-2-2-2,35.6-36.3,35.6,460(+12),2004105306,"1,517.8",2004102272,200706030811
2008/06/15,3東京8,晴,11,エプソムC(G3),200805030811,18,8,16,46.6,10,17,00641,56,芝1800,良,1:48.5,2.6,2-2-2,35.2-35.3,37.8,448(-18),2004100730, ,2004102272,200706030811
2008/01/27,1中山8,晴,11,アメリカジョッキーC(G2),200806010811,16,3,6,29.2,8,15,05243,56,芝2200,良,2:15.3,1.7,2-2-3-9,36.7-36.0,37.4,466(+2),2001103061, ,2004102272,200706030811
2008/01/05,1中山1,晴,11,日刊スポ賞中山金杯(G3),200806010111,16,2,3,24.2,9,3,00684,54,芝2000,良,2:01.0,0.3,1-1-1-1,37.1-34.9,35.2,464(+6),2002103091,"1,109.3",2004102272,200706030811
2007/09/16,4中山4,晴,11,セントライト記念(G2),200706040411,17,3,5,15.4,5,14,00660,56,芝2200,良,2:13.7,1.7,6-7-13-10,34.3-35.6,36.5,458(+6),2004110265, ,2004102272,200706030811
2007/05/26,2中京3,晴,10,白百合S(OP),200707020310,13,5,7,3.3,1,6,01014,57,芝1800,良,1:47.5,0.3,7-7-6-7,35.4-35.1,34.7,452(+2),2004103204, ,2004102272,200706030811
2007/04/28,2東京3,雨,11,テレビ東京杯青葉賞(G2),200705020311,18,6,12,6.1,4,4,01014,56,芝2400,良,2:26.6,0.3,8-8-8-7,34.9-35.5,35.1,450(-6),2004102108,810.0,2004102272,200706030811
2007/04/15,3中山8,晴,11,皐月賞(G1),200706030811,18,5,10,54.0,11,5,01014,57,芝2000,良,2:00.2,0.3,3-3-3-3,35.5-35.9,35.4,456(+2),2004102884,970.0,2004102272,200706030811
2007/03/04,2中山4,晴,11,報知杯弥生賞(G2),200706020411,14,2,2,14.2,4,4,01026,56,芝2000,良,2:00.9,0.4,10-10-9-10,34.5-35.2,35.0,454(-2),2004102987,810.0,2004102272,200706030811
2007/01/14,1中山5,晴,11,京成杯(G3),200706010511,12,6,7,2.9,1,2,00711,56,芝2000,良,2:01.9,0.3,7-7-6-5,37.6-35.0,34.7,456(+6),2004105897,"1,612.6",2004102272,200706030811
2006/11/25,5東京7,晴,9,ベゴニア賞(500万下),200605050709,13,5,7,3.9,3,1,00875,55,芝1600,良,1:35.4,-0.3,5-5,35.5-35.0,34.4,450(-10),2004105683,"1,034.3",2004102272,200706030811
2006/09/18,2札幌4,曇,1,2歳未勝利,200601020401,12,8,12,1.7,1,1,01026,54,芝1800,良,1:51.9,-0.1,1-1-1-1,38.0-35.0,35.0,460(+6),2004102108,500.0,2004102272,200706030811
2006/08/27,1札幌6,晴,4,2歳新馬,200601010604,14,8,14,7.2,4,2,01026,54,芝1500,良,1:31.1,0.0,3-3-2,30.9-35.0,34.8,454(0),2004106590,280.0,2004102272,200706030811
2011/08/27,4小倉9,晴,4,障害3歳以上未勝利,201110040904,12,5,5,3.3,2,6,01046,60,障2900,良,3:14.8,1.4,9-9-7-6,108.0-39.4,13.4,526(+8),2006100263, ,2004102495,200706030811
2011/07/03,4京都2,曇,4,障害3歳以上未勝利,201108040204,11,8,10,3.7,1,4,01046,60,障2910,良,3:19.5,2.8,7-7-5-5,106.0-37.5,13.7,518(0),2006100796,110.0,2004102495,200706030811
2011/06/12,3阪神4,曇,4,障害3歳以上未勝利,201109030404,12,2,2,6.0,3,5,01046,60,障2970,良,3:21.5,2.1,1-1-3-6,104.0-38.3,13.6,518(-4),2004101731,73.0,2004102495,200706030811
2011/05/22,3京都10,雨,4,障害3歳以上未勝利,201108031004,14,6,9,2.8,1,5,01046,60,障2910,不,3:21.3,1.7,2-2-3-3,109.0-40.1,13.8,522(-2),2003101875,73.0,2004102495,200706030811
2011/04/30,3京都3,小雨,4,障害4歳以上未勝利,201108030304,14,3,3,5.0,3,3,01063,60,障2910,良,3:19.2,0.5,4-4-4-4,108.0-40.9,13.7,524(+6),2004101502,180.0,2004102495,200706030811
2011/01/29,2京都1,晴,10,北山S(1600万下),201108020110,12,7,10,157.8,11,12,00732,57,ダ1800,良,1:54.9,2.0,11-10-9-9,37.1-36.5,37.7,518(+4),2007103148, ,2004102495,200706030811
2011/01/16,1京都6,曇,10,雅S(1600万下),201108010610,10,7,8,80.1,9,8,00732,57,ダ1900,良,2:01.1,1.5,9-9-9-10,30.4-37.0,37.8,514(+6),2007105484, ,2004102495,200706030811
2009/12/12,5中山3,晴,11,北総S(1600万下),200906050311,16,7,13,91.7,12,9,01043,53,ダ1800,不,1:52.0,1.4,11-13-9-9,36.2-37.9,38.5,508(+6),2005102317, ,2004102495,200706030811
2009/11/08,5東京2,晴,10,赤富士S(1600万下),200905050210,16,3,6,111.6,14,14,00641,57,ダ2100,良,2:14.6,2.5,11-13-15-16,31.3-35.9,37.5,502(-4),2005102426, ,2004102495,200706030811
2009/06/13,3中京7,曇,10,白川郷S(1600万下),200907030710,16,6,11,57.0,11,11,01101,57,ダ1700,良,1:45.8,1.9,14-14-11-11,29.2-37.2,37.9,506(+2),2005103455, ,2004102495,200706030811
2009/05/31,3中京4,晴,10,名古屋城S(1600万下),200907030410,16,6,11,61.5,15,6,01074,53,ダ1700,良,1:44.6,0.6,12-12-9-9,28.6-37.8,37.6,504(-8),2005110119, ,2004102495,200706030811
2009/05/16,3京都7,小雨,10,桃山S(1600万下),200908030710,16,5,9,25.8,8,15,01026,57,ダ1800,良,1:53.3,2.3,10-9-8-10,37.2-37.0,38.4,512(+6),2005100291, ,2004102495,200706030811
2009/05/02,3京都3,晴,11,4歳以上1000万下,200908030311,14,1,1,24.7,9,1,01032,57,ダ1900,良,1:59.4,0.0,3-3-5-3,29.6-38.0,37.8,506(-12),2005100963,"1,050.0",2004102495,200706030811
2009/04/18,2阪神7,晴,11,4歳以上1000万下,200909020711,16,7,14,77.6,13,9,05259,57,ダ1400,良,1:25.5,1.0,12-10,35.5-36.5,36.7,518(+6),2005102989, ,2004102495,200706030811
2009/03/22,1阪神8,雨,12,4歳以上1000万下,200909010812,16,1,1,27.6,11,11,05328,57,ダ1200,重,1:12.4,1.2,14-15,33.9-37.3,36.5,512(-4),2004102818, ,2004102495,200706030811
2009/03/07,1阪神3,晴,12,4歳以上1000万下,200909010312,15,3,4,29.4,9,8,00733,57,ダ1800,稍,1:53.8,1.5,10-10-12-13,37.0-37.1,37.6,516(0),2005103381, ,2004102495,200706030811
2009/02/15,2京都6,晴,12,4歳以上1000万下,200908020612,14,6,10,46.1,8,6,05086,57,ダ1800,稍,1:51.8,0.8,8-8-6-2,35.7-37.0,37.3,516(0),2005102459, ,2004102495,200706030811
2009/01/18,1京都6,雨,8,4歳以上1000万下,200908010608,12,8,11,12.1,5,6,01088,57,ダ1900,良,2:01.7,1.0,8-7-8-8,29.8-37.3,37.7,516(+2),2005102485, ,2004102495,200706030811
2008/12/28,5阪神8,晴,8,3歳以上1000万下,200809050808,10,3,3,10.7,4,6,01115,56,ダ1800,良,1:54.4,1.0,9-10-9-9,37.2-37.3,37.4,514(-2),2004105982, ,2004102495,200706030811
2008/12/20,3中京3,晴,12,天竜川特別(1000万下),200807030312,16,6,12,20.0,7,12,05041,55,芝2500,良,2:36.5,1.4,2-2-2-2,30.8-35.8,36.9,516(-2),2004102965, ,2004102495,200706030811
2008/12/07,5阪神2,晴,10,ゴールデンブーツT(1000万下),200809050210,15,2,3,25.6,9,14,00891,58,芝2000,良,2:04.0,1.3,2-2-2-2,37.7-35.9,37.1,518(+20),2005102095, ,2004102495,200706030811
2008/07/12,3阪神7,晴,11,三田特別(1000万下),200809030711,12,7,9,23.8,7,9,01088,56,芝2200,良,2:16.2,1.1,2-2-2-2,36.1-36.5,37.5,498(-8),2005102578, ,2004102495,200706030811
2008/06/15,3東京8,晴,10,ジューンS(1600万下),200805030810,15,2,3,20.6,8,9,00684,57,芝2400,良,2:27.2,1.3,3-3-2-2,36.9-35.5,36.8,506(-6),2004107116, ,2004102495,200706030811
2008/05/18,3京都8,晴,10,烏丸S(1600万下),200808030810,17,4,8,79.8,16,5,01062,54,芝2400,良,2:25.2,0.2,4-4-3-3,34.2-36.0,35.4,512(+2),2003105443,183.0,2004102495,200706030811
2008/04/26,3京都1,曇,10,メルボルンT(1600万下),200808030110,14,8,13,82.1,13,12,01088,57,芝2000,良,2:00.8,1.8,12-13-10-12,35.7-34.8,35.7,510(+6),2004106840, ,2004102495,200706030811
2008/03/16,2中山6,晴,10,サンシャインS(1600万下),200806020610,16,4,7,104.6,14,8,00733,54,芝2500,良,2:34.7,1.6,7-7-7-6,30.3-36.5,37.4,504(+2),2004100275, ,2004102495,200706030811
2008/02/03,2京都2,曇,10,松籟S(1600万下),200808020210,11,6,7,58.8,10,7,01088,54,芝2400,重,2:31.1,1.8,10-10-7-7,34.8-36.3,37.7,502(0),2004102850, ,2004102495,200706030811
2008/01/05,1京都1,晴,10,万葉S(OP),200808010110,13,3,3,29.0,10,12,01074,52,芝3000,良,3:09.7,2.1,5-5-4-4,38.0-34.7,36.4,502(+2),2002107238, ,2004102495,200706030811
2007/12/22,5阪神7,雨,10,摩耶S(1600万下),200709050710,16,8,16,46.6,11,15,00732,55,ダ1800,重,1:55.1,4.4,9-10-11-14,36.6-36.6,39.6,500(+6),2003110192, ,2004102495,200706030811
2007/04/15,3中山8,晴,11,皐月賞(G1),200706030811,18,7,13,150.1,17,17,01088,57,芝2000,良,2:01.8,1.9,15-15-16-17,35.5-35.9,35.4,494(-4),2004102884, ,2004102495,200706030811
2007/03/04,2中山4,晴,11,報知杯弥生賞(G2),200706020411,14,6,10,36.5,8,10,01088,56,芝2000,良,2:02.1,1.6,5-4-4-5,34.5-35.2,36.6,498(+2),2004102987, ,2004102495,200706030811
2007/01/20,1京都6,晴,9,若駒S(OP),200708010609,9,5,5,29.7,5,1,05203,56,芝2000,良,2:05.2,0.0,1-1-1-1,38.1-34.7,34.7,496(0),2004103026,"1,922.4",2004102495,200706030811
2007/01/06,1京都1,小雨,2,3歳未勝利,200708010102,16,1,1,5.7,3,1,05203,56,ダ1800,良,1:53.5,-0.1,3-3-3-3,36.4-38.7,38.4,496(-8),2004106821,500.0,2004102495,200706030811
2006/12/17,3阪神6,晴,2,2歳未勝利,200609030602,13,2,2,4.4,3,3,05203,55,ダ1800,稍,1:55.4,1.0,3-3-3-3,36.9-38.9,39.4,504(0),2004102276,130.0,2004102495,200706030811
2006/12/03,3阪神2,晴,3,2歳未勝利,200609030203,15,3,4,6.7,4,4,05203,55,ダ1400,良,1:26.6,0.3,8-6,35.3-38.7,37.6,504(-10),2004100249,75.0,2004102495,200706030811
2006/11/12,6京都4,曇,1,2歳未勝利,200608060401,16,3,6,3.8,2,8,05203,55,ダ1400,重,1:27.6,0.3,10-6,36.5-38.3,37.8,514(0),2004104184, ,2004102495,200706030811
2006/10/22,5京都6,晴,3,2歳新馬,200608050603,10,7,8,10.8,6,3,05203,55,ダ1200,良,1:13.9,1.5,6-6,35.4-37.0,37.4,514(0),2004100995,180.0,2004102495,200706030811
2011/06/26,4阪神4,晴,11,宝塚記念(G1),201109040411,16,5,10,15.6,7,10,01032,58,芝2200,良,2:11.5,1.4,14-15-16-15,33.6-35.2,35.4,424(-18),2005105410, ,2004102753,200706030811
2011/04/03,2阪神4,晴,11,産経大阪杯(G2),201109020411,15,4,7,5.5,4,9,01032,58,芝2000,良,1:58.9,1.1,13-13-13-12,35.8-35.3,34.9,442(+8),2007100727, ,2004102753,200706030811
2010/12/26,5中山8,晴,10,有馬記念(G1),201006050810,15,6,12,12.1,4,13,01032,57,芝2500,良,2:33.8,1.2,13-13-13-13,30.3-34.6,34.7,434(+12),2007102923, ,2004102753,200706030811
2010/09/26,4中山6,晴,11,産経賞オールカマー(G2),201006040611,10,3,3,2.4,1,2,01032,59,芝2200,良,2:11.4,0.0,8-8-6-6,35.7-35.3,34.5,422(-6),2003102599,"2,620.4",2004102753,200706030811
2010/06/27,3阪神4,晴,10,宝塚記念(G1),201009030410,17,8,18,7.8,4,4,01032,58,芝2200,稍,2:13.3,0.3,11-11-12-12,34.8-36.5,35.9,428(-6),2006102424,"2,000.0",2004102753,200706030811
2010/04/04,2阪神4,晴,10,産経大阪杯(G2),201009020410,12,6,8,1.2,1,3,01032,59,芝2000,良,1:59.6,0.1,11-10-11-8,36.0-35.4,34.6,434(-4),2004101228,"1,612.6",2004102753,200706030811
2010/02/20,2京都7,晴,11,京都記念(G2),201008020711,13,5,7,3.5,2,3,01032,59,芝2200,良,2:14.7,0.3,8-8-7-6,36.5-34.4,33.3,438(+12),2006103319,"1,613.2",2004102753,200706030811
2009/12/27,5中山8,晴,10,有馬記念(G1),200906050810,16,5,9,4.0,2,1,01032,57,芝2500,良,2:30.0,-0.1,15-15-14-8,29.0-36.0,35.2,426(+4),2006103319,"18,344.4",2004102753,200706030811
2009/11/01,4東京8,晴,11,天皇賞(秋)(G1),200905040811,18,6,12,10.7,4,6,01032,58,芝2000,良,1:58.0,0.8,17-15-14,35.6-33.7,33.4,422(0),2001103435, ,2004102753,200706030811
2009/09/27,4中山6,晴,11,産経賞オールカマー(G2),200906040611,15,5,9,2.6,1,2,01032,59,芝2200,良,2:11.7,0.3,7-8-7-6,36.4-34.1,33.6,422(-2),2003104570,"2,630.8",2004102753,200706030811
2009/06/28,3阪神4,晴,10,宝塚記念(G1),200909030410,14,6,9,7.1,2,1,01032,58,芝2200,良,2:11.3,-0.3,9-10-10-10,34.7-35.2,34.3,424(-2),2003104910,"13,502.4",2004102753,200706030811
2009/05/03,3京都4,曇,10,天皇賞(春)(G1),200908030410,18,6,12,8.6,5,3,01032,58,芝3200,良,3:14.7,0.3,12-12-11-7,36.4-35.1,34.9,426(-2),2003100738,"3,355.8",2004102753,200706030811
2009/04/05,2阪神4,晴,10,産経大阪杯(G2),200909020410,12,6,8,6.9,3,1,01032,57,芝2000,良,1:59.7,0.0,8-8-7-6,36.0-34.8,34.0,428(0),2005101358,"6,488.2",2004102753,200706030811
2009/03/01,2中山2,小雨,11,中山記念(G2),200906020211,10,5,5,6.2,4,2,01032,57,芝1800,稍,1:49.2,0.0,9-7-8-7,37.7-35.1,34.2,428(-6),2001103435,"2,622.0",2004102753,200706030811
2009/01/25,1中山8,晴,11,アメリカジョッキーC(G2),200906010811,13,7,11,3.2,1,8,01032,57,芝2200,良,2:15.2,1.3,13-12-10-10,36.6-35.9,35.8,434(+4),2003107368, ,2004102753,200706030811
2008/12/28,5中山8,晴,10,有馬記念(G1),200806050810,14,7,11,24.1,7,4,01032,57,芝2500,良,2:31.9,0.4,11-13-13-9,30.0-36.4,35.9,430(+10),2004103198,"2,700.0",2004102753,200706030811
2008/11/02,4東京8,晴,11,天皇賞(秋)(G1),200805040811,17,8,17,14.6,4,10,01032,58,芝2000,良,1:58.0,0.8,17-17-16,35.2-35.2,34.2,420(+6),2004104258, ,2004102753,200706030811
2008/09/15,4阪神2,小雨,10,朝日チャレンジC(G3),200809040210,13,5,7,1.7,1,1,01032,57,芝2000,良,1:58.5,-0.1,11-9-6-5,36.0-35.0,34.2,414(-8),2003107043,"4,147.6",2004102753,200706030811
2008/08/03,2小倉6,晴,10,小倉記念(G3),200810020610,15,2,3,4.2,2,1,01032,57,芝2000,良,1:57.9,-0.5,12-12-12-3,34.8-35.0,34.4,422(+8),2004105779,"4,355.3",2004102753,200706030811
2008/06/08,3東京6,晴,11,安田記念(G1),200805030611,18,8,18,42.3,11,10,01032,58,芝1600,良,1:33.9,1.2,17-16,34.6-34.8,34.3,414(-12),2004104258, ,2004102753,200706030811
2008/04/19,2阪神7,晴,11,読売マイラーズC(G2),200809020711,15,8,15,6.0,2,14,00666,58,芝1600,良,1:35.0,1.4,15-15,35.5-34.8,34.3,426(+10),2001103435, ,2004102753,200706030811
2007/12/08,5阪神3,晴,11,鳴尾記念(G3),200709050311,16,6,12,2.8,1,8,00666,56,芝1800,良,1:47.8,0.3,10-11,35.9-34.2,33.8,416(+4),2001103160, ,2004102753,200706030811
2007/10/21,4京都7,晴,11,菊花賞(G1),200708040711,18,8,16,5.5,2,5,00666,57,芝3000,良,3:05.6,0.5,18-18-15-8,36.3-36.2,35.6,412(-4),2004103163,"1,120.0",2004102753,200706030811
2007/09/23,4阪神6,晴,11,神戸新聞杯(G2),200709040611,15,8,14,4.2,3,1,00666,56,芝2400,良,2:24.7,-0.1,15-15-14-12,35.5-35.4,34.5,416(+4),2004103163,"5,519.0",2004102753,200706030811
2007/05/27,3東京4,晴,10,東京優駿(G1),200705030410,18,4,8,32.8,8,5,00663,57,芝2400,良,2:25.4,0.9,14-16-16-18,35.8-34.4,33.1,412(+2),2004104258,"1,500.0",2004102753,200706030811
2007/04/15,3中山8,晴,11,皐月賞(G1),200706030811,18,3,6,8.5,3,8,00663,57,芝2000,良,2:00.5,0.6,17-17-16-16,35.5-35.9,34.1,410(-6),2004102884, ,2004102753,200706030811
2007/03/04,2中山4,晴,11,報知杯弥生賞(G2),200706020411,14,5,7,4.4,2,3,00663,56,芝2000,良,2:00.8,0.3,9-9-9-9,34.5-35.2,34.9,416(0),2004102987,"1,414.8",2004102753,200706030811
2006/12/10,5中山4,晴,11,朝日フューチュリティ(G1),200606050411,15,2,3,6.7,2,1,00663,55,芝1600,良,1:34.4,-0.1,15-14-12,34.9-35.5,34.0,416(-4),2004100933,"6,114.8",2004102753,200706030811
2006/11/18,5東京5,曇,11,東京スポーツ杯2歳S(G3),200605050511,12,6,8,3.7,2,3,00663,55,芝1800,良,1:48.8,0.1,5-6-7,36.6-34.3,33.7,420(+4),2004102834,806.6,2004102753,200706030811
2006/09/30,4中山7,晴,9,芙蓉S(OP),200606040709,13,5,6,6.7,3,1,00663,54,芝1600,良,1:35.2,-0.2,10-9-8,36.0-35.0,34.0,416(-10),2004103143,"1,629.4",2004102753,200706030811
2006/09/03,3新潟8,晴,6,2歳新馬,200604030806,18,7,15,7.1,2,1,00663,54,芝1400,良,1:23.8,0.0,9-6,35.3-36.2,35.3,426(0),2004110112,700.0,2004102753,200706030811
2008/02/23,2京都7,曇,11,京都記念(G2),200808020711,16,5,9,28.1,8,15,05339,56,芝2200,良,2:15.3,1.7,12-12-15-15,36.7-35.3,34.9,510(-2),2004102987, ,2004102834,200706030811
2008/01/05,1中山1,晴,11,日刊スポ賞中山金杯(G3),200806010111,16,1,1,9.0,4,15,01099,56,芝2000,良,2:01.6,0.9,5-4-5-5,37.1-34.9,35.3,512(0),2002103091, ,2004102834,200706030811
2007/11/24,5東京7,晴,11,ジャパンカップダート(G1),200705050711,16,7,14,16.1,5,11,00432,55,ダ2100,良,2:11.6,4.9,14-14-16-16,29.7-37.0,39.8,512(-4),2002100877, ,2004102834,200706030811
2007/10/21,4京都7,晴,11,菊花賞(G1),200708040711,18,6,11,11.2,5,8,00945,57,芝3000,良,3:05.8,0.7,8-8-9-10,36.3-36.2,35.9,516(0),2004103163, ,2004102834,200706030811
2007/09/23,4阪神6,晴,11,神戸新聞杯(G2),200709040611,15,7,12,2.4,1,12,00945,56,芝2400,良,2:26.3,1.6,9-9-9-8,35.5-35.4,36.5,516(+8),2004102753, ,2004102834,200706030811
2007/05/27,3東京4,晴,10,東京優駿(G1),200705030410,18,7,15,1.6,1,7,00945,57,芝2400,良,2:25.5,1.0,8-6-5-7,35.8-34.4,34.1,508(+2),2004104258, ,2004102834,200706030811
2007/04/15,3中山8,晴,11,皐月賞(G1),200706030811,18,1,1,3.7,2,3,00945,57,芝2000,良,1:59.9,0.0,13-12-11-9,35.5-35.9,33.9,506(-10),2004102884,"2,906.2",2004102834,200706030811
2007/02/04,1東京4,晴,11,共同通信杯(G3),200705010411,9,3,3,1.4,1,1,00945,57,芝1800,良,1:47.7,0.0,4-6-5,35.9-34.7,34.2,516(+10),2004103104,"4,235.0",2004102834,200706030811
