date,whereracecourse,weather,race_round,race_title,race_id,total_horse_number,frame_number,horse_number,odds,popular,rank,rider_id,horse_wight,distance,groud_status,goal_time,goal_time_dif,half_way_rank,pace,last_time,horse_weight,runner-up-horse-id,prize,horse_id,race_type,surface
2020-03-07,2中山3,曇,11,夕刊フジオーシャンS(G3),202006020311,16,2,4,216.5,12,9,01125,56,1200,良,68.7,1.3,15-14,33.1-34.3,34.2,464(-6),2015102377, ,2010100690,G3,芝
2020-02-02,2京都2,晴,11,シルクロードS(G3),202008020211,18,2,4,83.3,14,13,01125,57,1200,良,69.9,0.9,13-12,33.9-35.1,34.6,470(-2),2016104721, ,2010100690,G3,芝
2020-01-11,1京都3,晴,11,淀短距離S(L),202008010311,15,8,15,52.1,10,14,01125,59,1200,良,71.0,1.4,12-12,34.8-34.8,35.2,472(+4),2016102044, ,2010100690,L,芝
2019-03-24,2中京6,晴,11,高松宮記念(G1),201907020611,18,3,5,92.8,11,5,01125,57,1200,良,67.6,0.3,11-8,33.2-34.1,33.7,468(-6),2015110096,"1,100.0",2010100690,G1,芝
2019-01-27,2京都2,晴,11,シルクロードS(G3),201908020211,18,8,18,71.6,12,3,01124,57,1200,良,68.5,0.2,16-15,33.3-35.0,33.7,474(+2),2015102377,989.1,2010100690,G3,芝
2019-01-14,1京都5,晴,11,淀短距離S(L),201908010511,12,6,7,43.6,9,3,01032,59,1200,良,69.2,0.1,12-11,34.0-35.1,34.0,472(+18),2011103412,634.1,2010100690,L,芝
2018-09-30,4中山9,雨,11,スプリンターズS(G1),201806040911,16,7,13,303.8,16,11,01125,57,1200,稍,69.0,0.7,15-11,33.0-35.3,34.6,454(-8),2013100612, ,2010100690,G1,芝
2018-08-26,2札幌4,晴,11,キーンランドC(G3),201801020411,16,5,9,67.8,13,11,01125,56,1200,稍,70.8,1.4,13-12,33.7-35.7,35.8,462(+4),2013105736, ,2010100690,G3,芝
2018-06-17,1函館2,曇,11,函館スプリントS(G3),201802010211,16,3,6,13.6,7,13,01125,57,1200,良,68.3,0.7,15-13,33.1-34.5,33.7,458(-6),2013104230, ,2010100690,G3,芝
2018-05-06,3京都6,曇,11,鞍馬S(OP),201808030611,15,6,11,33.2,12,1,01125,58,1200,良,68.0,0.0,13-11,34.4-33.6,32.7,464(+6),2012100075,"2,334.3",2010100690,OP,芝
2017-11-26,5京都8,曇,12,京阪杯(G3),201708050812,16,1,1,75.0,15,13,01125,56,1200,良,69.4,0.6,15-15,34.3-34.5,33.7,458(-12),2011103722, ,2010100690,G3,芝
2017-10-28,4京都8,雨,11,毎日放送賞スワンS(G2),201708040811,18,3,5,102.5,14,18,01125,56,1400,重,83.6,1.2,18-18,34.9-35.8,35.5,470(+4),2014105304, ,2010100690,G2,芝
2017-10-08,4京都2,晴,11,夕刊フジ杯オパールS(OP),201708040211,13,7,11,21.1,8,13,01125,57,1200,良,68.1,0.6,12-9,34.3-33.2,32.8,466(+4),2013105357, ,2010100690,OP,芝
2017-07-02,3中京2,雨,11,CBC賞(G3),201707030211,18,1,2,16.3,9,4,01125,57,1200,良,68.3,0.3,12-11,33.2-34.8,33.8,462(0),2012104638,590.0,2010100690,G3,芝
2017-05-28,3京都12,晴,10,安土城S(OP),201708031210,16,3,6,6.7,3,3,01125,57,1400,良,80.0,0.2,13-13,33.6-35.2,34.1,462(+6),2012104638,584.9,2010100690,OP,芝
2017-05-07,3京都6,晴,11,鞍馬S(OP),201708030611,18,7,14,12.9,7,5,01125,58,1200,良,67.6,0.3,16-16,33.7-33.6,32.8,456(-4),2013101315,230.0,2010100690,OP,芝
