date,whereracecourse,weather,race_round,race_title,race_id,total_horse_number,frame_number,horse_number,odds,popular,rank,rider_id,horse_wight,distance,groud_status,goal_time,goal_time_dif,half_way_rank,pace,last_time,horse_weight,runner-up-horse-id,prize,horse_id,race_type,surface
2012-01-28,2京都1,晴,11,シルクロードS(G3),201208020111,16,1,1,42.3,8,10,01034,57.5,1200,良,69.0,0.7,16-16,34.1-34.2,33.6,550(+8),2008103552, ,2003106278,G3,芝
2011-12-25,5小倉10,晴,12,2011アンコールS(OP),201110051012,14,2,2,6.3,4,1,01034,57,1200,良,67.4,-0.3,7-2,33.1-34.3,33.7,542(+10),2007104877,"2,233.6",2003106278,OP,芝
2011-10-23,5新潟4,曇,11,信越S(OP),201104050411,16,8,16,21.3,8,2,01034,59,1200,良,69.3,0.0,11-10,34.3-35.0,34.2,532(-2),2005102305,890.0,2003106278,OP,芝
2011-10-02,4中山8,曇,11,スプリンターズS(G1),201106040811,15,8,15,335.4,15,12,01034,57,1200,良,68.5,1.1,14-14,33.0-34.4,34.0,534(-2),2007102807, ,2003106278,G1,芝
2011-08-14,4小倉6,曇,11,TV西日本北九州記念(G3),201110040611,16,7,13,12.8,6,6,01034,57,1200,良,67.5,0.3,9-7,32.4-34.8,34.2,536(-2),2006103886, ,2003106278,G3,芝
2011-06-12,3阪神4,雨,11,CBC賞(G3),201109030411,16,2,4,57.5,14,13,01034,57,1200,良,69.6,1.5,16-16,33.8-34.3,34.6,538(-8),2007105543, ,2003106278,G3,芝
2011-04-23,3京都1,雨,11,オーストラリアT(OP),201108030111,18,6,12,24.3,10,6,01034,57,1200,不,70.0,0.8,13-10,33.8-35.4,35.3,546(+2),2007102760, ,2003106278,OP,芝
2011-03-27,2阪神2,晴,11,高松宮記念(G1),201109020211,16,2,3,86.9,12,13,00666,57,1200,良,69.1,1.2,16-15,33.6-34.3,33.8,544(+2),2003110212, ,2003106278,G1,芝
2011-03-05,2中山3,晴,11,夕刊フジオーシャンS(G3),201106020311,16,4,7,61.2,12,7,01034,56,1200,良,68.4,0.6,15-11,33.6-34.2,33.9,542(-2),2007105543, ,2003106278,G3,芝
2011-01-29,2京都1,晴,11,シルクロードS(G3),201108020111,16,1,1,34.0,10,8,01034,57,1200,良,68.7,0.5,12-12,34.8-33.4,33.0,544(+2),2006100529, ,2003106278,G3,芝
