date,whereracecourse,weather,race_round,race_title,race_id,total_horse_number,frame_number,horse_number,odds,popular,rank,rider_id,burden_weight,distance,groud_status,goal_time,goal_time_dif,half_way_rank,pace,last_time,horse_weight,runner-up-horse-id,prize,horse_id
2022/12/24,6阪神7,晴,11,阪神C(G2),202209060711,18,1,2,368.2,18,5,01144,57,芝1400,良,1:20.4,0.2,13-13,33.4-35.5,34.8,532(+6),2015103057,670.0,2014102625
2022/12/04,5中山2,曇,11,ラピスラズリS(L),202206050211,16,4,8,123.7,15,12,01092,58,芝1200,良,1:08.6,0.5,14-14,33.7-34.4,33.9,526(+2),2016110119, ,2014102625
2022/11/27,5阪神8,晴,12,京阪杯(G3),202209050812,16,8,15,206.6,16,15,01171,57,芝1200,良,1:08.8,1.6,6-7,33.3-33.9,34.5,524(0),2019106526, ,2014102625
2022/10/30,4新潟6,曇,11,ルミエールオータムD(L),202204040611,18,7,15,51.8,14,7,01181,57,芝1000,稍,0:55.8,0.7,15,32.8-32.9,32.3,524(-2),2018110120, ,2014102625
2022/10/09,4阪神2,雨,11,夕刊フジ杯オパールS(L),202209040211,16,8,15,95.7,15,8,01144,57,芝1200,稍,1:09.7,1.1,15-14,33.8-34.8,34.6,526(-2),2019106526, ,2014102625
2022/06/25,1函館5,晴,11,青函S(OP),202202010511,16,3,5,45.4,13,5,01032,58,芝1200,良,1:09.2,0.6,12-13,34.0-34.6,33.9,528(-4),2018104331,230.0,2014102625
2022/06/12,1函館2,晴,11,函館スプリントS(G3),202202010211,16,8,15,297.1,15,8,01144,57,芝1200,良,1:07.8,0.6,13-13,32.8-34.4,33.8,532(+4),2019103753, ,2014102625
2022/05/22,1新潟6,晴,11,韋駄天S(OP),202204010611,16,5,10,43.8,12,9,01144,57,芝1000,良,0:55.3,0.5,15,32.5-32.9,32.2,528(-2),2016110152, ,2014102625
2022/03/27,2中京6,晴,11,高松宮記念(G1),202207020611,18,8,16,389.8,18,18,01185,57,芝1200,重,1:09.4,1.1,12-11,33.4-34.9,35.1,530(+2),2016106453, ,2014102625
2022/03/05,2中山3,晴,11,夕刊フジオーシャンS(G3),202206020311,15,3,4,118.8,12,8,01075,56,芝1200,良,1:08.5,0.6,11-10,33.4-34.5,34.2,528(-8),2015110013, ,2014102625
2022/02/13,2小倉2,曇,11,北九州短距離S(OP),202210020211,18,7,15,39.5,13,15,01144,58,芝1200,稍,1:09.5,0.8,12-14,33.6-35.1,35.1,536(+4),2017105421, ,2014102625
2022/01/15,1中山5,晴,11,カーバンクルS(OP),202206010511,16,8,16,30.9,9,8,01179,57,芝1200,良,1:09.4,0.7,2-2,33.1-35.6,36.2,532(+4),2017106720, ,2014102625
2021/12/25,6阪神7,曇,11,阪神C(G2),202109060711,18,7,14,346.1,18,10,01144,57,芝1400,良,1:21.2,0.9,4-3,34.3-35.0,35.5,528(-2),2018104934, ,2014102625
2021/12/05,5中山2,晴,11,ラピスラズリS(L),202106050211,16,4,8,15.1,7,10,01181,58,芝1200,良,1:08.4,0.5,11-10,33.5-34.4,34.1,530(+10),2017104058, ,2014102625
2021/10/31,5新潟8,晴,11,ルミエールオータムD(L),202104050811,18,6,12,22.2,7,5,01168,57,芝1000,良,0:55.4,0.3,10,32.6-33.1,32.7,520(-10),2016110152,250.0,2014102625
2021/10/09,4阪神1,晴,11,夕刊フジ杯オパールS(L),202109040111,16,3,6,25.6,10,16,01138,57,芝1200,良,1:09.6,1.4,2-2,34.2-34.0,35.2,530(-2),2016105136, ,2014102625
2021/03/28,2中京6,雨,11,高松宮記念(G1),202107020611,18,3,5,164.2,18,11,01144,57,芝1200,重,1:09.8,0.6,15-15,34.1-35.1,34.6,532(+10),2015102377, ,2014102625
2021/03/06,2中山3,晴,11,夕刊フジオーシャンS(G3),202106020311,16,8,15,22.4,8,6,01075,56,芝1200,稍,1:08.8,0.4,5-4,33.7-34.7,34.5,522(-2),2016104880, ,2014102625
2021/01/31,1東京2,晴,11,根岸S(G3),202105010211,16,2,4,151.1,16,14,01009,56,ダ1400,稍,1:24.0,1.7,6-7,34.4-36.0,37.1,524(0),2016105188, ,2014102625
2021/01/16,1中山5,晴,11,カーバンクルS(OP),202106010511,16,5,9,16.8,6,2,01075,57,芝1200,良,1:09.3,0.1,6-5,34.5-34.7,34.1,524(+6),2017101765,930.4,2014102625
2020/12/27,6阪神8,晴,11,ギャラクシーS(OP),202009060811,16,2,3,9.1,6,16,01154,57,ダ1400,良,1:26.4,2.9,7-8,34.8-36.6,38.7,518(+12),2014102226, ,2014102625
2020/12/13,5中山4,曇,11,カペラS(G3),202006050411,16,4,7,94.9,13,4,01140,56,ダ1200,良,1:10.2,0.4,11-10,33.2-36.6,35.5,506(0),2016102781,540.0,2014102625
2020/10/04,4中山9,曇,11,スプリンターズS(G1),202006040911,16,4,8,156.2,13,14,01144,57,芝1200,良,1:09.7,1.4,11-11,32.8-35.5,35.4,506(-14),2016104532, ,2014102625
2020/08/30,2札幌6,小雨,11,キーンランドC(G3),202001020611,16,5,9,21.4,6,7,01144,56,芝1200,重,1:11.9,1.3,8-5,34.8-35.8,36.5,520(-14),2016103143, ,2014102625
2020/06/21,1函館4,晴,11,函館スプリントS(G3),202002010411,16,8,16,34.4,10,2,01144,56,芝1200,良,1:07.8,0.3,1-1,33.4-34.1,34.4,534(+2),2015103057,"1,616.2",2014102625
2020/05/17,3京都8,晴,11,栗東S(L),202008030811,16,2,4,8.3,4,14,01019,57,ダ1400,重,1:23.2,1.3,2-2,33.8-36.7,38.0,532(+2),2014100377, ,2014102625
2020/04/25,2東京1,晴,11,オアシスS(L),202005020111,16,4,7,7.0,3,9,01043,58,ダ1600,良,1:36.8,0.9,1-1,35.1-36.4,37.3,530(+2),2016102633, ,2014102625
2020/03/28,1中京7,曇,11,名鉄杯(OP),202007010711,14,1,1,28.9,10,1,01144,58,ダ1400,稍,1:23.1,-0.5,1-1,35.8-35.5,35.5,528(-2),2015106500,"2,231.5",2014102625
2020/02/23,2京都8,晴,11,大和S(OP),202008020811,16,7,14,38.0,8,10,01130,56,ダ1200,重,1:10.7,0.9,8-9,33.7-36.1,36.0,530(+18),2014104410, ,2014102625
2019/11/24,5京都8,曇,12,京阪杯(G3),201908050812,18,4,8,17.8,8,16,01032,56,芝1200,良,1:10.6,1.8,6-3,34.2-34.6,35.8,512(+4),2015101599, ,2014102625
2019/11/10,5東京4,晴,11,オーロC(L),201905050411,18,7,13,35.6,11,7,01029,56,芝1400,良,1:20.4,0.3,6-8,34.4-34.5,34.2,508(-16),2015105073, ,2014102625
2019/08/25,2札幌4,晴,11,キーンランドC(G3),201901020411,16,6,12,55.9,12,14,05321,56,芝1200,稍,1:11.0,1.8,4-5,33.2-36.0,37.4,524(0),2015102377, ,2014102625
2019/08/04,1札幌4,晴,11,UHB賞(OP),201901010411,16,1,1,10.2,5,3,01085,56,芝1200,良,1:08.1,0.2,4-4,33.4-34.5,34.2,524(+10),2014106168,584.9,2014102625
2019/06/16,1函館2,小雨,11,函館スプリントS(G3),201902010211,7,5,7,7.4,4,4,01085,56,芝1200,稍,1:08.7,0.3,3-3,34.4-34.0,33.8,514(+6),2015105850,590.0,2014102625
2019/05/11,2東京7,晴,11,京王杯スプリングC(G2),201905020711,15,8,15,152.2,14,10,01085,56,芝1400,良,1:19.8,0.4,2-2,34.2-33.9,34.1,508(-6),2015101621, ,2014102625
2019/05/05,3京都6,晴,11,鞍馬S(OP),201908030611,17,5,10,7.8,2,7,01034,57,芝1200,良,1:08.1,0.5,6-6,33.9-33.7,33.7,514(-14),2014106006, ,2014102625
2019/03/24,2中京6,晴,11,高松宮記念(G1),201907020611,18,8,17,129.8,14,11,01127,57,芝1200,良,1:08.1,0.8,9-12,33.2-34.1,33.9,528(+10),2015110096, ,2014102625
2019/03/02,2中山3,晴,11,夕刊フジオーシャンS(G3),201906020311,16,3,6,15.6,7,3,01085,56,芝1200,良,1:07.7,0.6,6-7,32.3-34.8,34.4,518(-4),2015110017,"1,008.1",2014102625
2019/02/24,1阪神2,晴,11,阪急杯(G3),201909010211,18,5,9,18.6,8,17,01018,56,芝1400,良,1:21.8,1.5,7-6,34.4-34.6,35.6,522(-4),2013101522, ,2014102625
2019/01/14,1京都5,晴,11,淀短距離S(L),201908010511,12,2,2,2.9,1,7,01088,57,芝1200,良,1:09.3,0.2,4-4,34.0-35.1,34.9,526(+2),2011103412, ,2014102625
2018/12/22,5阪神7,曇,11,阪神C(G2),201809050711,16,1,1,37.9,10,4,01034,57,芝1400,稍,1:21.7,0.6,7-5,34.8-34.9,34.9,524(+16),2013103292,"1,000.0",2014102625
2018/12/02,5中山2,曇,11,ラピスラズリS(OP),201806050211,11,4,4,8.0,4,1,01043,56,芝1200,良,1:08.1,0.0,5-5,34.0-34.1,33.6,508(-10),2015110017,"2,324.5",2014102625
2018/11/25,5京都8,晴,12,京阪杯(G3),201808050812,18,6,11,21.1,9,13,01019,56,芝1200,良,1:08.7,0.7,7-12,34.1-33.9,33.8,518(+4),2015102377, ,2014102625
2018/07/22,3中京8,晴,11,トヨタ賞中京記念(G3),201807030811,16,5,9,26.3,11,11,01034,56,芝1600,良,1:33.8,1.5,7-7-9,33.8-35.3,35.9,514(+6),2012101402, ,2014102625
2018/07/01,3中京2,晴,11,CBC賞(G3),201807030211,18,6,12,3.7,1,11,05212,56,芝1200,良,1:07.6,0.6,14-14,32.7-34.3,33.3,508(-4),2012102017, ,2014102625
2018/05/27,3京都12,晴,10,安土城S(OP),201808031210,17,1,2,11.4,3,1,01034,55,芝1400,良,1:20.7,0.0,10-10,35.6-33.7,33.0,512(0),2014110031,"2,337.1",2014102625
2018/05/12,2東京7,晴,11,京王杯スプリングC(G2),201805020711,18,7,13,19.0,9,17,01126,56,芝1400,良,1:20.8,1.3,13-15,34.2-34.1,34.0,512(+2),2013106148, ,2014102625
2018/03/03,2中山3,晴,11,夕刊フジオーシャンS(G3),201806020311,16,5,10,5.0,1,3,05212,56,芝1200,良,1:08.4,0.1,12-12,33.5-34.8,33.7,510(-8),2013101315,"1,008.2",2014102625
2018/02/18,2京都8,晴,10,斑鳩S(1600万下),201808020810,7,7,7,4.5,3,1,01126,57,芝1400,良,1:22.0,-0.5,2-1,36.3-34.4,34.4,518(+4),2013105677,"1,839.6",2014102625
2018/02/04,2京都4,晴,9,山城S(1600万下),201808020409,11,8,10,4.8,3,2,00732,55,芝1200,良,1:09.5,0.1,3-3,35.1-34.3,34.2,514(+4),2012100231,736.6,2014102625
2018/01/21,1京都7,曇,11,石清水S(1600万下),201808010711,11,8,11,3.9,2,11,01115,55,芝1400,良,1:24.1,1.1,8-8,36.1-34.6,35.2,510(0),2012101704, ,2014102625
2017/12/24,5中山8,晴,12,クリスマスC(1000万下),201706050812,16,7,13,2.9,1,1,05366,56,芝1200,良,1:09.0,-0.1,14-12,33.8-35.2,34.2,510(0),2014103714,"1,535.7",2014102625
2017/12/09,4中京3,晴,12,犬山特別(500万下),201707040312,18,5,9,3.6,1,1,01126,56,芝1400,良,1:21.3,-0.3,2-3,34.5-34.7,34.4,510(+12),2013110085,"1,101.8",2014102625
2017/07/23,3中京8,小雨,12,3歳以上500万下,201707030812,17,7,14,3.2,1,6,00732,54,芝1400,良,1:22.4,0.7,5-7,35.2-34.6,34.9,498(-14),2014105960, ,2014102625
2017/06/24,3阪神7,晴,10,出石特別(500万下),201709030710,18,1,2,4.4,2,2,00732,54,芝1400,良,1:20.9,0.1,6-6,34.9-34.5,33.6,512(-4),2013105480,432.2,2014102625
2017/05/28,3京都12,晴,11,白藤賞(500万下),201708031211,15,1,1,3.8,2,2,00732,56,芝1600,良,1:33.9,0.4,11-10,34.4-34.5,33.9,516(+8),2014106061,410.2,2014102625
2017/04/22,3京都1,晴,10,橘S(OP),201708030110,11,8,10,26.6,11,2,00732,56,芝1400,良,1:21.3,0.1,3-3,34.3-35.3,34.8,508(-8),2014104286,767.4,2014102625
2017/03/05,1阪神4,晴,7,3歳500万下,201709010407,8,3,3,4.3,2,4,00732,56,芝1400,良,1:22.4,0.3,2-2,35.5-34.9,35.0,516(-4),2014102878,110.0,2014102625
2017/02/12,2京都6,晴,9,こぶし賞(500万下),201708020609,8,3,3,12.9,4,2,00732,56,芝1600,稍,1:36.3,0.1,6-5,36.4-35.3,34.9,520(-6),2014100971,405.8,2014102625
2017/01/21,1中京3,晴,10,なずな賞(500万下),201707010310,16,5,9,7.5,4,3,00732,56,芝1400,良,1:22.8,0.3,4-3,34.9-35.5,35.4,526(+12),2014101417,255.0,2014102625
2016/12/18,5阪神6,晴,3,2歳未勝利,201609050603,16,2,4,6.7,4,1,00732,55,芝1200,良,1:11.0,-0.1,11-12,34.8-36.2,35.1,514(-4),2014102579,500.0,2014102625
2016/11/20,5京都6,曇,6,2歳新馬,201608050606,12,5,5,5.9,3,2,00732,55,芝1200,良,1:10.4,0.2,1-1,35.7-34.5,34.7,518(0),2014110083,280.0,2014102625
2023/03/26,2中京6,小雨,11,高松宮記念(G1),202307020611,18,2,3,54.3,15,9,01018,58,芝1200,不,1:12.4,0.9,1-1,35.6-35.9,36.8,502(-6),2016102197, ,2015101028
2023/01/29,1中京10,晴,11,シルクロードS(G3),202307011011,15,7,13,9.9,5,12,01014,58,芝1200,良,1:08.8,1.5,3-3,33.8-33.5,34.7,508(+2),2019103753, ,2015101028
2022/11/27,5阪神8,晴,12,京阪杯(G3),202209050812,16,3,6,16.3,10,2,01014,57,芝1200,良,1:07.4,0.2,2-2,33.3-33.9,33.9,506(0),2019106526,"1,616.2",2015101028
2022/06/12,1函館2,晴,11,函館スプリントS(G3),202202010211,16,2,4,20.8,6,6,01161,57,芝1200,良,1:07.7,0.5,3-3,32.8-34.4,34.6,506(+6),2019103753, ,2015101028
2022/03/27,2中京6,晴,11,高松宮記念(G1),202207020611,18,5,10,225.8,17,3,01161,57,芝1200,重,1:08.3,0.0,3-3,33.4-34.9,34.7,500(-6),2016106453,"4,354.0",2015101028
2022/03/05,2中山3,晴,11,夕刊フジオーシャンS(G3),202206020311,15,5,8,21.5,9,6,00422,56,芝1200,良,1:08.3,0.4,3-2,33.4-34.5,34.6,506(+2),2015110013, ,2015101028
2021/10/17,5新潟4,曇,11,信越S(L),202104050411,18,6,11,6.4,2,9,00422,56.5,芝1400,重,1:22.3,0.5,3-2,33.5-36.5,36.9,504(0),2016104807, ,2015101028
2021/07/18,1福島6,晴,11,福島テレビOP(OP),202103010611,16,2,3,4.1,1,1,00422,57,芝1200,良,1:08.3,-0.3,2-2,32.8-35.5,34.7,504(+2),2017105332,"2,334.3",2015101028
2021/06/27,3東京8,曇,11,パラダイスS(L),202105030811,16,6,11,26.4,10,1,00422,54,芝1400,良,1:21.3,-0.1,1-1,36.2-33.2,33.2,502(+2),2016104899,"2,535.0",2015101028
2020/11/14,3福島5,晴,11,みちのくS(3勝クラス),202003030511,16,5,10,22.4,9,1,01161,57,芝1200,良,1:09.2,-0.2,2-1,34.1-35.1,35.0,500(-4),2015106194,"1,854.3",2015101028
2020/09/12,4中山1,小雨,10,セプテンバーS(3勝クラス),202006040110,16,3,5,6.8,2,13,01092,57,芝1200,稍,1:10.3,1.8,13-15,33.7-34.8,35.3,504(+4),2017106595, ,2015101028
2020/07/11,2福島3,曇,11,テレビユー福島賞(3勝クラス),202003020311,16,6,11,3.9,2,中,00733,57,芝1200,稍, , , ,34.0-34.5, ,500(-2),2014103867, ,2015101028
2020/05/24,2東京10,晴,10,フリーウェイS(3勝クラス),202005021010,13,4,5,11.7,7,9,01018,55,芝1400,良,1:20.3,0.6,1-1,34.6-34.0,34.6,502(0),2015100846, ,2015101028
2020/03/31,3中山2,曇,12,4歳以上2勝クラス,202006030212,11,1,1,2.2,1,1,01170,57,芝1200,稍,1:09.3,-0.1,2-1,34.0-35.3,35.2,502(+4),2014104912,"1,100.0",2015101028
2020/03/08,1中京4,雨,9,4歳以上1勝クラス,202007010409,18,2,3,5.0,2,1,01170,57,芝1200,不,1:12.1,-0.3,1-1,35.2-36.9,36.9,498(+4),2015100608,760.0,2015101028
2019/06/09,3東京4,雨,12,3歳以上1勝クラス,201905030412,16,4,7,2.9,1,2,01122,57,ダ1600,重,1:36.6,0.0,1-1,34.8-36.6,36.6,494(0),2014105261,300.0,2015101028
2019/05/11,2東京7,晴,8,4歳以上500万下,201905020708,16,4,7,4.1,2,2,01122,57,ダ1600,良,1:38.5,0.4,1-1,36.4-36.7,37.1,494(-4),2015104358,300.0,2015101028
2019/04/20,2東京1,晴,8,4歳以上500万下,201905020108,12,4,4,2.9,2,7,01122,57,ダ1600,良,1:39.4,0.5,3-2,35.5-37.9,38.4,498(-4),2015100098, ,2015101028
2019/03/10,2中山6,曇,8,4歳以上500万下,201906020608,14,1,1,2.5,1,3,01122,57,ダ1800,良,1:55.1,0.4,1-1-1-1,37.6-38.4,38.8,502(+4),2014104972,190.0,2015101028
2019/02/16,1東京7,晴,8,4歳以上500万下,201905010708,15,3,5,5.1,2,2,01122,57,ダ1600,良,1:39.2,0.0,1-1,36.4-37.3,37.3,498(0),2014104192,300.0,2015101028
2019/02/02,1東京3,晴,8,4歳以上500万下,201905010308,16,3,5,9.1,4,4,01122,57,ダ1600,稍,1:37.9,0.6,2-2,35.1-37.6,38.1,498(0),2015105109,110.0,2015101028
2018/10/27,4東京8,晴,12,3歳以上500万下,201805040812,16,3,5,6.7,3,13,01116,55,ダ1600,良,1:41.3,3.0,5-10,35.5-37.6,39.7,498(+2),2014100658, ,2015101028
2018/04/29,2東京4,晴,2,3歳未勝利,201805020402,15,3,5,2.3,1,1,05386,56,ダ1600,良,1:40.2,0.0,2-2,36.3-37.8,37.6,496(+2),2015109076,500.0,2015101028
2018/04/07,3中山5,曇,5,3歳未勝利,201806030505,18,5,9,3.1,2,3,05386,56,芝2000,良,2:03.0,0.6,1-1-1-1,36.3-35.9,36.5,494(-6),2015101568,130.0,2015101028
2018/01/21,1中山7,晴,5,3歳未勝利,201806010705,16,7,14,3.2,2,10,01043,56,芝2200,良,2:17.6,1.5,2-2-1-2,37.8-36.3,37.8,500(0),2015100747, ,2015101028
2018/01/06,1中山1,晴,5,3歳未勝利,201806010105,16,2,3,9.4,2,2,01043,56,芝2000,良,2:01.9,0.2,2-2-2-2,36.5-36.0,36.1,500(-2),2015104752,200.0,2015101028
2017/12/17,5中山6,晴,3,2歳未勝利,201706050603,15,3,4,5.1,2,5,01043,55,芝1600,良,1:35.9,0.4,3-5-6,35.5-36.0,35.6,502(+12),2015101036,50.0,2015101028
2017/08/20,2札幌2,晴,1,2歳未勝利,201701020201,9,3,3,1.8,1,2,05509,54,芝1500,良,1:31.4,0.1,4-3-3,30.8-35.9,35.8,490(+6),2015110006,200.0,2015101028
2017/07/29,1札幌1,曇,5,2歳新馬,201701010105,9,1,1,6.8,4,2,05243,54,芝1500,良,1:30.8,0.4,8-8-5,30.4-35.3,34.6,484(0),2015101621,280.0,2015101028
2022/12/24,6阪神7,晴,11,阪神C(G2),202209060711,18,5,9,107.5,13,16,01015,57,芝1400,良,1:22.5,2.3,8-9,33.4-35.5,37.2,516(+4),2015103057, ,2015101599
2022/11/27,5阪神8,晴,12,京阪杯(G3),202209050812,16,1,1,67.6,14,5,01015,58,芝1200,良,1:08.0,0.8,6-5,33.3-33.9,33.7,512(-8),2019106526,410.0,2015101599
2022/06/12,1函館2,晴,11,函館スプリントS(G3),202202010211,16,2,3,48.4,9,13,01015,58,芝1200,良,1:08.1,0.9,6-6,32.8-34.4,34.7,520(+2),2019103753, ,2015101599
2022/03/27,2中京6,晴,11,高松宮記念(G1),202207020611,18,2,4,80.5,14,13,00660,57,芝1200,重,1:08.9,0.6,3-3,33.4-34.9,35.2,518(+6),2016106453, ,2015101599
2021/11/28,5阪神8,晴,12,京阪杯(G3),202109050812,16,8,16,24.0,12,7,01015,58,芝1200,良,1:09.3,0.5,9-12,34.3-34.5,34.2,512(+2),2016103143, ,2015101599
2021/03/28,2中京6,雨,11,高松宮記念(G1),202107020611,18,2,3,6.5,4,17,00660,57,芝1200,重,1:10.9,1.7,6-5,34.1-35.1,36.3,510(+4),2015102377, ,2015101599
2021/01/31,1中京10,晴,11,シルクロードS(G3),202107011011,18,1,2,6.5,3,2,01015,57.5,芝1200,良,1:08.5,0.2,5-4,33.7-34.6,34.1,506(-6),2015110102,"1,618.4",2015101599
2020/10/04,4中山9,曇,11,スプリンターズS(G1),202006040911,16,3,6,16.4,6,9,01015,57,芝1200,良,1:09.1,0.8,5-6,32.8-35.5,35.4,512(0),2016104532, ,2015101599
2020/08/30,2札幌6,小雨,11,キーンランドC(G3),202001020611,16,6,12,3.5,2,2,01015,57,芝1200,重,1:10.8,0.2,8-5,34.8-35.8,35.4,512(-6),2016103143,"1,616.6",2015101599
2020/08/16,2札幌2,曇,11,UHB賞(OP),202001020211,13,8,13,4.1,2,1,01015,57,芝1200,良,1:08.8,-0.3,5-3,33.8-35.0,34.4,518(+6),2015103267,"2,327.3",2015101599
2020/06/21,1函館4,晴,11,函館スプリントS(G3),202002010411,16,4,7,5.1,2,6,01015,56,芝1200,良,1:08.1,0.6,4-4,33.4-34.1,34.3,512(+4),2015103057, ,2015101599
2019/11/24,5京都8,曇,12,京阪杯(G3),201908050812,18,3,6,5.5,2,1,01015,56,芝1200,良,1:08.8,-0.3,9-8,34.2-34.6,33.7,508(-6),2016102044,"3,963.7",2015101599
2019/08/25,2札幌4,晴,11,キーンランドC(G3),201901020411,16,7,14,42.5,11,4,01015,56,芝1200,稍,1:09.4,0.2,12-11,33.2-36.0,35.1,514(-2),2015102377,620.0,2015101599
2019/08/04,1札幌4,晴,11,UHB賞(OP),201901010411,16,5,10,7.1,4,2,01015,54,芝1200,良,1:08.1,0.2,6-6,33.4-34.5,33.9,516(+4),2014106168,929.8,2015101599
2019/06/16,1函館2,小雨,11,函館スプリントS(G3),201902010211,7,4,4, , ,除,01015,56,芝1200,稍, , , ,34.4-34.0, ,計不,2015105850, ,2015101599
2019/03/31,3中山4,晴,11,船橋S(1600万下),201906030411,13,3,4,3.6,1,1,01015,57,芝1200,良,1:08.7,-0.2,5-4,34.0-34.7,34.2,512(+12),2013106125,"1,850.1",2015101599
2019/03/09,2中京1,晴,11,トリトンS(1600万下),201907020111,14,5,8,2.7,1,5,01015,55,芝1400,良,1:20.7,0.3,3-3,34.9-34.0,34.0,500(-4),2014104369,182.0,2015101599
2019/02/10,2京都6,晴,12,4歳以上1000万下,201908020612,13,1,1,5.9,4,1,01015,57,芝1400,良,1:22.3,-0.2,3-2,35.6-35.2,34.8,504(-2),2015104024,"1,100.0",2015101599
2019/01/19,1中京1,晴,12,庄内川特別(500万下),201907010112,18,1,1,5.2,2,1,01015,56,芝1400,良,1:20.3,-0.1,4-3,34.2-34.4,34.1,506(+18),2015103340,"1,099.0",2015101599
2018/05/26,2東京11,曇,6,3歳500万下,201805021106,16,6,12,5.1,3,14,00660,56,ダ1400,良,1:28.8,3.5,16-16,35.7-37.5,38.7,488(-6),2015110066, ,2015101599
2018/05/05,3京都5,晴,6,3歳500万下,201808030506,8,7,7,2.5,2,4,00700,56,芝1400,良,1:23.1,0.6,6-4,36.4-34.1,34.2,494(-10),2015103626,110.0,2015101599
2018/04/22,3京都2,晴,6,3歳500万下,201808030206,11,5,5,3.3,2,5,00700,56,芝1600,良,1:34.8,1.0,4-5,34.8-35.5,36.0,504(+10),2015101210,72.0,2015101599
2017/12/17,5阪神6,晴,11,朝日フューチュリティ(G1),201709050611,16,2,4,190.8,14,12,00700,55,芝1600,良,1:35.0,1.7,15-14,35.2-34.0,34.6,494(-4),2015102367, ,2015101599
2017/11/18,5京都5,雨,4,2歳未勝利,201708050504,15,2,3,4.5,2,1,00700,55,芝1600,重,1:36.7,0.0,11-10,35.2-36.3,35.4,498(0),2015102853,500.0,2015101599
2017/11/05,5京都2,晴,6,2歳新馬,201708050206,14,3,4,26.3,7,3,00700,55,芝1400,良,1:22.7,0.5,9-7,35.4-34.9,34.6,498(0),2015104322,180.0,2015101599
2022/12/24,6阪神7,晴,11,阪神C(G2),202209060711,18,7,14,4.2,1,1,05203,57,芝1400,良,1:20.2,0.0,5-4,33.4-35.5,35.2,478(+6),2018104934,"6,827.4",2015103057
2022/10/29,4阪神8,晴,11,MBS賞スワンS(G2),202209040811,18,2,4,6.6,4,1,05203,56,芝1400,良,1:19.8,-0.2,5-5,34.1-34.6,34.2,472(-6),2018101871,"6,027.4",2015103057
2022/10/02,4中山9,晴,11,スプリンターズS(G1),202206040911,16,2,4,41.7,10,4,05203,57,芝1200,良,1:08.0,0.2,5-6,32.7-35.1,34.6,478(0),2015110013,"2,600.0",2015103057
2022/06/05,3東京2,曇,11,安田記念(G1),202205030211,18,6,12,142.7,17,14,05203,58,芝1600,良,1:33.0,0.7,3-3,34.7-33.6,34.1,478(+4),2018105355, ,2015103057
2022/03/27,2中京6,晴,11,高松宮記念(G1),202207020611,18,7,14,18.4,6,14,05203,57,芝1200,重,1:08.9,0.6,18-18,33.4-34.9,34.0,474(-4),2016106453, ,2015103057
2022/02/27,1阪神6,晴,11,阪急杯(G3),202209010611,14,6,10,3.1,1,1,05203,56,芝1400,良,1:19.9,-0.1,3-3,34.0-34.5,34.2,478(-2),2015104364,"4,350.4",2015103057
2022/01/05,1中京1,晴,11,スポニチ賞京都金杯(G3),202207010111,16,2,4,27.2,12,4,05203,57.5,芝1600,良,1:33.0,0.1,7-9-9,34.1-35.1,34.4,480(+8),2016104772,650.0,2015103057
2021/08/29,2札幌6,晴,11,キーンランドC(G3),202101020611,16,7,13,8.8,4,14,01032,57,芝1200,良,1:10.0,0.9,4-5,34.0-35.1,35.5,472(-2),2018104029, ,2015103057
2020/10/04,4中山9,曇,11,スプリンターズS(G1),202006040911,16,5,9,14.5,5,13,00660,57,芝1200,良,1:09.7,1.4,8-10,32.8-35.5,35.7,474(-2),2016104532, ,2015103057
2020/08/30,2札幌6,小雨,11,キーンランドC(G3),202001020611,16,1,1,2.3,1,15,00666,58,芝1200,重,1:12.9,2.3,8-12,34.8-35.8,37.5,476(+2),2016103143, ,2015103057
2020/06/21,1函館4,晴,11,函館スプリントS(G3),202002010411,16,3,6,2.5,1,1,00666,58,芝1200,良,1:07.5,-0.3,2-2,33.4-34.1,33.9,474(+2),2014102625,"3,956.7",2015103057
2020/03/29,1中京8,晴,11,高松宮記念(G1),202007010811,18,2,3,9.2,4,3,01102,57,芝1200,重,1:08.7,0.0,4-4,34.2-34.5,33.7,472(+2),2015110017,"3,356.4",2015103057
2020/03/01,1阪神2,晴,11,阪急杯(G3),202009010211,18,2,3,3.4,1,3(降),01102,57,芝1400,良,1:20.3,0.0,4-4,34.1-34.8,34.5,470(-14),2014105682,"1,009.2",2015103057
2020/01/05,1京都1,曇,11,スポニチ賞京都金杯(G3),202008010111,18,3,6,4.8,2,2,01102,57,芝1600,良,1:34.2,0.2,9-9,34.9-35.0,34.3,484(+12),2015104322,"1,619.4",2015103057
2019/11/17,5京都6,晴,11,マイルチャンピオンS(G1),201908050611,17,8,15,9.3,4,10,05271,57,芝1600,良,1:33.8,0.8,13-12,35.3-34.2,34.0,472(-4),2015104688, ,2015103057
2019/10/26,4京都8,晴,11,毎日放送賞スワンS(G2),201908040811,18,8,17,2.9,1,1,05271,56,芝1400,稍,1:21.3,0.0,12-11,34.6-35.0,33.6,476(0),2014110031,"6,028.8",2015103057
2019/05/26,3京都12,晴,10,安土城S(L),201908031210,13,5,7,2.5,1,1,01102,54,芝1400,良,1:19.6,0.0,8-7,33.9-34.3,33.7,476(+2),2015104438,"2,530.8",2015103057
