date,whereracecourse,weather,race_round,race_title,race_id,total_horse_number,frame_number,horse_number,odds,popular,rank,rider_id,burden_weight,distance,groud_status,goal_time,goal_time_dif,half_way_rank,pace,last_time,horse_weight,runner-up-horse-id,prize,horse_id
2023/03/04,2中山3,晴,11,夕刊フジオーシャンS(G3),202306020311,16,5,10,147.3,14,10,00733,55,芝1200,良,1:08.1,0.7,1-1,33.4-34.0,34.7,458(+10),2017100434, ,2018104029
2023/01/29,1中京10,晴,11,シルクロードS(G3),202307011011,15,4,6,144.9,14,13,01015,55,芝1200,良,1:09.0,1.7,4-3,33.8-33.5,34.9,448(-16),2019103753, ,2018104029
2022/12/17,5中山5,曇,11,ターコイズS(G3),202206050511,16,4,8,132.0,16,16,01085,56,芝1600,良,1:36.0,2.5,5-6-6,35.2-34.9,36.8,464(+10),2017102936, ,2018104029
2022/10/09,4阪神2,雨,11,夕刊フジ杯オパールS(L),202209040211,16,6,12,17.7,9,14,01085,55,芝1200,稍,1:10.6,2.0,2-2,33.8-34.8,36.6,454(-16),2019106526, ,2018104029
2022/08/28,2札幌6,晴,11,キーンランドC(G3),202201020611,15,8,15,15.9,9,10,01085,55,芝1200,良,1:10.1,1.0,3-2,34.5-34.6,35.5,470(+10),2017100434, ,2018104029
2022/06/12,1函館2,晴,11,函館スプリントS(G3),202202010211,16,8,16,41.3,8,4,01085,54,芝1200,良,1:07.7,0.5,2-1,32.8-34.4,34.8,460(+8),2019103753,620.0,2018104029
2022/03/27,2中京6,晴,11,高松宮記念(G1),202207020611,18,3,5,47.2,10,17,01176,55,芝1200,重,1:09.3,1.0,5-5,33.4-34.9,35.4,452(+6),2016106453, ,2018104029
2021/11/28,5阪神8,晴,12,京阪杯(G3),202109050812,16,8,15,4.6,2,16,01176,53,芝1200,良,1:10.2,1.4,4-5,34.3-34.5,35.5,446(-6),2016103143, ,2018104029
2021/08/29,2札幌6,晴,11,キーンランドC(G3),202101020611,16,6,12,4.9,3,1,01176,51,芝1200,良,1:09.1,0.0,2-3,34.0-35.1,34.8,452(+6),2016103143,"4,156.7",2018104029
2021/05/29,3中京7,晴,11,葵S(G),202107030711,17,4,7,83.0,13,1,01176,54,芝1200,良,1:08.1,0.0,2-2,33.2-34.9,34.5,446(+2),2018109134,"3,865.1",2018104029
2021/04/17,1新潟3,雨,10,雪うさぎ賞(1勝クラス),202104010310,15,2,3,8.8,6,1,01176,54,芝1200,重,1:10.6,-0.2,2-2,34.7-35.9,35.7,444(0),2018106152,"1,049.9",2018104029
2021/03/14,2中山6,晴,2,3歳未勝利,202106020602,15,6,10,9.4,6,1,01122,54,ダ1200,不,1:11.8,-0.1,1-1,34.2-37.6,37.6,444(+8),2018109102,510.0,2018104029
2021/02/13,1東京5,晴,5,3歳未勝利,202105010505,16,3,6,13.0,7,5,01102,54,芝1400,良,1:22.7,0.9,1-2,34.9-34.6,35.5,436(-8),2018105051,51.0,2018104029
2021/01/16,1中山5,晴,3,3歳未勝利,202106010503,16,8,16,4.5,3,4,01122,54,ダ1200,良,1:14.1,0.5,2-2,35.5-38.1,38.5,444(-4),2018106183,77.0,2018104029
2020/12/27,5中山8,曇,1,2歳未勝利,202006050801,15,3,6, , ,取,05386,54,ダ1200,良, , , ,34.6-38.7, ,計不,2018104238, ,2018104029
2020/12/05,5中山1,小雨,5,2歳新馬,202006050105,16,3,6,4.4,2,2,05386,54,芝1200,稍,1:10.8,0.2,2-2,34.6-36.0,36.2,448(0),2018105191,280.0,2018104029
2023/03/26,2中京6,小雨,11,高松宮記念(G1),202307020611,18,8,16,28.4,10,5,01174,58,芝1200,不,1:12.0,0.5,18-18,35.6-35.9,34.9,468(-6),2016102197,"1,700.0",2018104934
2023/02/26,1阪神6,曇,11,阪急杯(G3),202309010611,15,4,7,1.7,1,7,01174,57,芝1400,良,1:20.1,0.6,5-4,33.9-34.3,34.3,474(+4),2019105126, ,2018104934
2022/12/24,6阪神7,晴,11,阪神C(G2),202209060711,18,8,18,4.4,2,2,05473,57,芝1400,良,1:20.2,0.0,8-7,33.4-35.5,35.0,470(0),2015103057,"2,736.4",2018104934
2022/06/18,アスコッ, , ,プラチナジュビリーS(G1),2022A0a00504,24, ,10, ,19,19,05473,59.5,芝1200,良, , , , , ,計不,, ,2018104934
2022/03/27,2中京6,晴,11,高松宮記念(G1),202207020611,18,8,18,5.6,3,12,01014,57,芝1200,重,1:08.8,0.5,14-14,33.4-34.9,34.3,460(-8),2016106453, ,2018104934
2021/12/25,6阪神7,曇,11,阪神C(G2),202109060711,18,6,12,5.0,3,1,05473,56,芝1400,良,1:20.3,-0.3,10-10,34.3-35.0,34.0,468(+2),2018105192,"6,828.8",2018104934
2021/11/21,5阪神6,曇,11,マイルチャンピオンS(G1),202109050611,16,5,9,10.1,4,13,01032,56,芝1600,良,1:33.8,1.2,3-2,35.6-33.3,34.4,466(+6),2016104532, ,2018104934
2021/09/12,4中山2,曇,11,京成杯オータムH(G3),202106040211,16,1,1,2.8,1,3,01088,56,芝1600,良,1:32.1,0.1,8-9-9,34.6-35.2,34.0,460(0),2016104711,988.2,2018104934
2021/05/09,2東京6,晴,11,NHKマイルC(G1),202105020611,18,4,8,3.4,1,3,01088,57,芝1600,良,1:32.1,0.5,3-2,33.7-34.7,35.1,460(+2),2018110007,"2,654.6",2018104934
2021/03/20,2中京3,曇,11,中スポ賞ファルコンS(G3),202107020311,15,3,4,1.8,1,2,01088,57,芝1400,良,1:20.1,0.0,2-2,33.7-35.0,34.9,458(0),2018104945,"1,515.8",2018104934
2020/12/20,6阪神6,晴,11,朝日フューチュリティ(G1),202009060611,16,1,2,17.5,7,1,01088,55,芝1600,良,1:32.3,-0.1,3-2,33.7-35.4,34.5,458(+2),2018104980,"7,114.8",2018104934
2020/11/07,5阪神1,曇,3,2歳未勝利,202009050103,17,4,8,1.7,1,1,01088,55,芝1400,良,1:20.4,-0.5,2-2,34.2-34.6,34.3,456(+2),2018106583,510.0,2018104934
2020/09/19,2中京3,晴,3,2歳未勝利,202007020303,10,7,7,2.6,2,4,01088,54,芝1600,良,1:34.3,1.2,2-2-2,34.0-35.9,37.0,454(+2),2018105366,77.0,2018104934
2020/07/26,2新潟2,曇,6,2歳新馬,202004020206,15,6,10,1.5,1,2,01088,54,芝1400,良,1:22.4,0.1,5-5,35.2-34.9,34.5,452(0),2018105339,280.0,2018104934
2023/03/26,2中京6,小雨,11,高松宮記念(G1),202307020611,18,3,5,4.5,1,12,01032,56,芝1200,不,1:12.6,1.1,5-5,35.6-35.9,36.6,486(+9),2016102197, ,2018105069
2022/12/11,シャティ, ,5,香港スプリント(G1),2022H1121105,14, ,13,4.8,2,5,05520,55.5,芝1200,良, , , , , ,計不,, ,2018105069
2022/10/02,4中山9,晴,11,スプリンターズS(G1),202206040911,16,7,13,2.5,1,14,01032,55,芝1200,良,1:08.7,0.9,4-4,32.7-35.1,35.4,482(-2),2015110013, ,2018105069
2022/09/11,5中京2,晴,11,産経賞セントウルS(G2),202207050211,13,4,5,1.7,1,1,01032,55,芝1200,良,1:06.2,-0.4,5-5,32.5-33.7,32.9,484(+14),2016102197,"5,993.8",2018105069
2022/05/14,2東京7,曇,11,京王杯スプリングC(G2),202205020711,12,8,12,3.1,1,1,01032,54,芝1400,良,1:20.2,-0.1,6-5,34.4-34.4,33.6,470(+2),2017105186,"5,984.0",2018105069
2022/03/27,2中京6,晴,11,高松宮記念(G1),202207020611,18,8,17,5.2,2,5,01032,55,芝1200,重,1:08.4,0.1,7-8,33.4-34.9,34.4,468(-4),2016106453,"1,700.0",2018105069
2022/01/30,1中京10,曇,11,シルクロードS(G3),202207011011,18,2,3,4.0,2,1,01032,55,芝1200,良,1:08.1,-0.1,4-3,33.6-34.5,34.2,472(+2),2017105541,"4,163.7",2018105069
2021/10/03,4中山9,晴,11,スプリンターズS(G1),202106040911,16,3,6,24.9,7,4,01032,53,芝1200,良,1:07.8,0.7,7-7,33.3-33.8,33.5,470(-8),2018105204,"2,000.0",2018105069
2021/08/29,2札幌6,晴,11,キーンランドC(G3),202101020611,16,3,5,2.8,1,7,00666,52,芝1200,良,1:09.4,0.3,1-1,34.0-35.1,35.4,478(+20),2018104029, ,2018105069
2021/04/11,2阪神6,晴,11,桜花賞(G1),202109020611,18,4,8,6.4,3,18,00660,55,芝1600,良,1:34.0,2.9,3-1,34.1-34.3,37.2,458(-4),2018105233, ,2018105069
2021/03/06,1阪神7,曇,11,チューリップ賞(G2),202109010711,12,1,1,1.6,1,1,00666,54,芝1600,稍,1:33.8,0.0,4-1,36.3-34.8,34.8,462(+4),2018110004,"3,704.0",2018105069
2020/12/13,6阪神4,曇,11,阪神ジュベナイルF(G1),202009060411,18,8,18,4.7,3,4,00666,54,芝1600,良,1:33.3,0.2,12-8,34.9-34.4,34.0,458(0),2018105233,980.0,2018105069
2020/11/07,5阪神1,曇,11,KBSファンタジーS(G3),202009050111,12,7,10,2.5,1,1,00666,54,芝1400,良,1:20.1,-0.1,4-4,34.1-34.8,34.5,458(-2),2018101067,"2,944.8",2018105069
2020/09/06,2小倉8,雨,11,小倉2歳S(G3),202010020811,10,7,8,6.3,2,1,00666,54,芝1200,重,1:09.6,-0.2,5-4,33.9-35.7,35.1,460(-2),2018105296,"3,135.7",2018105069
2020/08/22,2小倉3,晴,5,2歳新馬,202010020305,17,1,1,1.9,1,1,01014,54,芝1200,良,1:09.4,-0.8,3-3,33.9-35.5,35.3,462(0),2018104075,700.0,2018105069
