race_id,race_title,date,race_round,weather,ground_status,where_racecourse,total_horse_number,race_rank,is_obstacle,ground_type,is_left_right_straight,distance,datetime
202309020411,大阪杯(G1),2023-04-02,11,nan,,9,16,3,0,1,1,2000,2023-04-02 15:40:00
