date,where_racecourse,weather,race_round,race_title,race_id,total_horse_number,frame_number,horse_number,odds,popular,rank,rider_id,burden_weight,distance,ground_status,goal_time,goal_time_dif,half_way_rank,pace,last_time,horse_weight,runner-up-horse-id,prize,horse_id,horse_weight_dif,ground_type
2015/10/31,8,0,9,3歳以上500万下,201508040809,16,5,10,10.5,6,11,01032,55.0,1400,1,1:25.8,1.3,9-10,35.1-37.3,37.7,530,2011101278, ,2012103496,+10,0
2015/04/05,9,4,5,3歳500万下,201509020405,13,1,1,7.1,4,5,01032,56.0,1800,3,1:51.5,0.1,3-3-3-3,37.4-36.7,36.5,520,2012103296,72.0,2012103496,0,0
2015/03/07,9,1,6,3歳500万下,201509010306,14,3,4,4.3,2,9,01032,56.0,1800,3,1:54.1,0.6,1-1-2-2,37.8-37.8,38.4,520,2012100877, ,2012103496,-2,0
2015/02/22,8,4,2,3歳未勝利,201508020802,15,1,1,1.8,1,1,01032,56.0,1800,1,1:54.3,-0.8,1-1-1-1,37.3-37.4,37.4,522,2012104855,500.0,2012103496,-4,0
2015/02/08,8,1,2,3歳未勝利,201508020402,16,7,13,2.1,1,2,01032,56.0,1800,3,1:55.0,0.3,6-5-4-3,36.9-39.0,38.8,526,2012102463,200.0,2012103496,+14,0
2014/11/23,8,0,2,2歳未勝利,201408050602,15,3,5,2.3,1,2,01032,55.0,1800,1,1:55.2,0.0,3-3-3-3,38.1-37.8,37.5,512,2012100555,200.0,2012103496,-2,0
2014/11/02,8,1,2,2歳未勝利,201408040902,14,6,10,2.1,1,2,01032,55.0,1800,1,1:55.6,0.0,2-2-3-3,36.3-39.6,39.1,514,2012103233,200.0,2012103496,+8,0
2014/10/04,9,0,1,2歳未勝利,201409040701,16,4,7,3.3,1,3,01032,55.0,1800,1,1:55.2,0.4,12-12-9-6,36.5-39.3,38.5,506,2012104252,130.0,2012103496,+6,0
2014/09/20,9,1,1,2歳未勝利,201409040301,16,6,12,3.9,1,3,01032,54.0,1800,1,1:54.9,1.0,5-6-6-4,37.9-37.7,38.2,500,2012104188,130.0,2012103496,-8,0
2014/08/17,1,0,1,2歳未勝利,201401010801,14,1,1,17.6,6,6,01032,54.0,1800,1,1:51.9,0.7,5-3-3-7,36.1-36.1,36.3,508,2012104614, ,2012103496,+6,1
2014/07/27,7,0,9,報知杯中京2歳S(OP),201407030809,9,4,4,12.9,5,6,01034,54.0,1600,3,1:41.6,1.1,5-6-7,37.6-36.5,37.2,502,2012104708, ,2012103496,-8,1
2014/06/29,9,1,1,2歳未勝利,201409030801,11,8,10,2.8,1,2,01126,54.0,1600,3,1:38.5,0.3,6-5,36.6-36.4,36.1,510,2012104823,200.0,2012103496,0,1
2014/06/14,9,0,5,2歳新馬,201409030305,12,3,3,3.3,1,4,01126,54.0,1400,1,1:23.7,1.1,5-6,35.0-35.7,36.4,510,2012103951,110.0,2012103496,0,1
2023/02/25,10,1,8,春麗ジャンプS(OP),202310020508,14,3,4,4.6,3,中,01139,60.0,3390,3, , , ,107.0-40.3, ,464,2017100997, ,2012104463,0,nan
2022/12/03,6,1,8,イルミネーションJS(OP),202206050108,14,4,6,8.0,4,4,01139,60.0,3570,1,4:01.9,1.8,6-6-6-6,106.0-40.2,13.6,464,2017105587,250.0,2012104463,+2,nan
2022/11/12,9,0,8,京都ジャンプS(J.G3),202209050308,13,7,10,32.4,10,2,01139,60.0,3140,1,3:27.3,1.1,5-4-3-3,103.0-37.2,13.2,462,2016102442,"1,213.0",2012104463,-4,nan
2022/08/27,10,0,8,小倉サマージャンプ(J.G3),202210040508,13,6,8,21.1,6,3,01139,60.0,3390,1,3:43.4,0.2,2-2-2-2,104.0-39.1,13.2,466,2015110032,736.6,2012104463,+10,nan
2022/03/26,6,2,8,ペガサスジャンプS(OP),202206030108,10,8,10,6.7,5,7,01139,60.0,3350,3,3:46.9,1.2,4-4-3-3,105.0-38.6,13.5,456,2017101376, ,2012104463,-8,nan
2022/02/26,10,0,8,春麗ジャンプS(OP),202210020508,12,1,1,8.0,4,6,01139,60.0,3390,1,3:46.5,1.1,2-2-2-2,106.0-39.9,13.4,464,2013101904, ,2012104463,-4,nan
2021/11/13,9,1,8,京都ジャンプS(J.G3),202109050308,13,5,7,9.7,4,6,01139,60.0,3140,1,3:30.1,1.8,3-2-4-4,103.0-38.8,13.4,468,2013106474, ,2012104463,0,nan
2021/08/28,10,0,8,小倉サマージャンプ(J.G3),202110040508,8,2,2,3.7,2,2,01139,60.0,3390,1,3:45.3,0.2,2-2-2-2,104.0-38.3,13.3,468,2015110032,"1,208.4",2012104463,+8,nan
2021/07/03,3,1,4,障害3歳以上OP,202103010104,12,6,8,2.0,1,1,01139,62.0,2750,1,2:58.8,-0.2,5-5-2-1,106.0-39.2,13.0,460,2013101904,"1,350.0",2012104463,-8,nan
2021/05/22,4,1,4,障害4歳以上OP,202104020504,14,3,4,2.2,1,5,01139,61.0,3290,4,3:40.9,3.6,6-5-2-2,104.0-39.2,13.4,468,2016102442,135.0,2012104463,+2,nan
2021/03/20,6,1,8,ペガサスジャンプS(OP),202106020708,14,2,2,4.8,3,3,01139,60.0,3350,1,3:46.5,0.6,2-2-2-2,104.0-37.8,13.5,466,2012103532,414.2,2012104463,-4,nan
2021/02/06,10,0,4,障害4歳以上OP,202110010704,14,3,3,1.7,1,2,01139,61.0,3390,1,3:48.7,0.2,2-2-1-1,108.0-41.1,13.5,470,2012103532,540.0,2012104463,+6,nan
2021/01/09,6,0,8,中山新春ジャンプS(OP),202106010208,14,8,13,4.6,2,2,01139,61.0,3200,1,3:34.0,1.1,3-3-4-3,106.0-38.9,13.4,464,2017100540,668.4,2012104463,0,nan
2020/10/31,3,0,4,障害3歳以上OP,202003030104,13,4,4,1.9,1,1,01139,60.0,2750,1,2:58.0,-0.6,4-4-2-1,104.0-38.2,12.9,464,2014100621,"1,350.0",2012104463,+2,nan
2020/09/26,6,1,8,清秋ジャンプS(OP),202006040608,14,8,14,4.5,2,4,01139,60.0,3210,3,3:38.7,0.6,2-2-2-2,107.0-41.6,13.6,462,2015104384,250.0,2012104463,-2,nan
2020/08/15,10,0,4,障害3歳以上OP,202010020104,12,3,3,4.9,3,2,01139,60.0,2860,1,3:07.0,0.4,3-3-2-2,102.0-37.7,13.1,464,2015104436,540.0,2012104463,-18,nan
2020/07/19,9,0,1,障害3歳以上未勝利,202009040601,13,3,3,2.7,1,1,01139,60.0,2970,1,3:21.1,-1.7,2-2-1-1,107.0-38.3,13.5,482,2013106474,790.0,2012104463,+2,nan
2020/06/21,9,0,1,障害3歳以上未勝利,202009030601,10,7,7,5.7,3,3,01139,60.0,2970,1,3:26.3,1.0,5-5-2-3,107.0-38.6,13.9,480,2015105305,200.0,2012104463,+26,nan
2020/05/09,4,0,1,障害4歳以上未勝利,202004010101,14,8,14,3.3,2,13,01139,60.0,2890,1,3:13.8,4.9,3-2-2-2,104.0-37.9,13.4,454,2013101799, ,2012104463,-22,nan
2020/03/08,7,4,4,障害4歳以上未勝利,202007010404,14,8,14,2.1,1,4,01139,60.0,3000,3,3:26.9,1.3,3-3-1-1,112.0-41.7,13.8,476,2014105136,120.0,2012104463,-10,nan
2020/02/15,8,1,4,障害4歳以上未勝利,202008020504,14,8,14,5.0,3,2,01139,60.0,2910,3,3:20.8,1.0,3-3-2-3,111.0-41.6,13.8,486,2015104384,320.0,2012104463,+8,nan
2019/12/22,9,4,12,ギャラクシーS(OP),201909050812,16,1,1,157.3,16,16,01095,57.0,1400,3,1:27.2,3.0,9-7,35.3-36.5,38.8,478,2014103547, ,2012104463,+4,0
2019/11/16,8,0,11,アンドロメダS(L),201908050511,17,2,3,162.1,15,11,01018,54.0,2000,1,2:00.4,1.0,15-16-15-13,36.3-35.5,35.1,474,2016100723, ,2012104463,-2,1
2019/10/27,8,0,11,カシオペアS(L),201908040911,17,3,5,122.5,15,16,01018,57.0,1800,1,1:49.4,1.9,5-5,35.0-35.7,37.3,476,2014102157, ,2012104463,+28,1
2019/05/18,5,0,11,メイS(OP),201905020911,15,3,5,55.6,11,14,05386,55.0,1800,1,1:47.1,1.3,12-8-4,35.9-33.7,34.5,448,2014105589, ,2012104463,-28,1
2019/01/13,8,0,11,日経新春杯(G2),201908010411,16,1,1,224.0,14,12,01102,55.0,2400,1,2:28.9,2.7,16-15-10-14,34.1-37.7,39.4,476,2015104063, ,2012104463,+2,1
2018/12/08,7,0,11,中日新聞杯(G3),201807040311,14,4,5,231.8,13,7,01102,55.0,2000,1,2:00.4,1.1,12-12-11-12,35.8-36.5,36.0,474,2015104317, ,2012104463,+18,1
2018/11/11,3,0,11,福島記念(G3),201803030411,16,8,16,18.2,6,14,01025,55.0,2000,1,2:00.1,1.8,15-15-15-14,34.4-36.6,35.8,456,2014105517, ,2012104463,0,1
2018/08/26,10,0,11,小倉日経OP(OP),201810021011,8,3,3,3.0,1,6,01018,57.0,1800,1,1:46.8,0.7,7-7-7-5,35.7-35.2,34.6,456,2012101801, ,2012104463,-8,1
2018/07/22,3,0,11,福島テレビOP(OP),201803020811,16,7,14,7.9,4,1,01096,56.0,1800,1,1:47.7,0.0,13-13-12-10,35.4-37.7,34.9,464,2014103795,"2,433.6",2012104463,-4,1
2018/06/17,9,0,11,米子S(OP),201809030611,12,7,9,6.2,4,3,01126,56.0,1600,1,1:32.8,0.9,12-11,34.5-34.3,34.5,468,2012103405,583.6,2012104463,-4,1
2018/05/12,8,0,11,都大路S(OP),201808030711,14,6,10,48.0,11,4,01018,56.0,1800,1,1:45.1,0.5,8-7,34.8-34.4,34.3,472,2012104723,360.0,2012104463,-6,1
2018/04/01,9,0,11,大阪杯(G1),201809020411,16,7,13,555.7,16,14,01102,57.0,2000,1,2:00.0,1.8,16-16-16-16,36.5-34.1,34.7,478,2014106083, ,2012104463,+12,1
2018/02/18,10,0,11,小倉大賞典(G3),201810010411,16,4,8,18.7,7,5,01018,54.0,1800,1,1:46.8,0.7,14-13-13-9,35.2-34.5,34.2,466,2014102897,410.0,2012104463,-14,1
2018/01/06,8,0,11,スポニチ賞京都金杯(G3),201808010111,13,1,1,65.4,13,9,01146,54.0,1600,1,1:34.7,0.4,9-9,34.2-35.1,34.6,480,2012101505, ,2012104463,+2,1
2017/12/02,9,0,11,チャレンジC(G3),201709050111,12,7,10,32.7,9,7,01018,56.0,2000,1,1:59.7,1.1,7-8-6-6,36.5-35.2,35.9,478,2014106038, ,2012104463,+16,1
2017/11/12,3,1,11,福島記念(G3),201703030411,15,7,14,19.0,9,11,01019,54.0,2000,1,2:00.8,0.6,12-12-9-12,36.1-35.6,35.6,462,2014100222, ,2012104463,0,1
2017/08/13,10,0,11,博多S(1600万下),201710020611,11,3,3,4.6,3,1,01018,55.0,2000,1,1:59.2,-0.3,9-10-8-3,35.0-36.0,34.4,462,2012102682,"1,843.8",2012104463,+6,1
2017/07/15,7,0,11,マレーシアC(1600万下),201707030511,11,8,10,27.0,8,7,01018,57.0,2000,1,1:58.7,0.4,10-10-10-9,36.4-35.1,33.6,456,2013110001, ,2012104463,-24,1
2017/02/11,8,0,10,飛鳥S(1600万下),201708020510,12,3,3,18.6,7,6,01124,57.0,1800,4,1:49.3,0.7,8-6,36.2-34.9,35.0,480,2013106072, ,2012104463,+2,1
2017/01/14,8,1,11,新春S(1600万下),201708010411,14,7,11,8.3,5,5,01014,57.0,1600,1,1:34.9,0.3,13-13,35.0-35.8,34.2,478,2010100483,182.0,2012104463,0,1
2016/12/18,9,0,9,元町S(1600万下),201609050609,15,1,1,9.6,4,5,01018,57.0,1600,1,1:35.6,0.2,12-11,36.3-34.5,33.8,478,2013105760,182.0,2012104463,+4,1
2016/11/12,8,0,9,三年坂特別(1000万下),201608050309,14,3,4,2.9,1,1,01088,57.0,1600,1,1:33.5,-0.2,4-2,34.9-35.1,34.8,474,2013106051,"1,530.8",2012104463,+8,1
2016/07/23,7,1,10,長久手特別(1000万下),201607030710,14,5,8,5.5,3,4,01018,57.0,1600,1,1:34.5,0.4,5-6-4,36.1-34.3,34.4,466,2011104010,230.0,2012104463,0,1
2016/06/19,9,2,9,小豆島特別(1000万下),201609030609,12,6,7,8.2,5,2,01018,57.0,1600,4,1:35.4,0.5,8-7,36.3-34.5,33.9,466,2012104551,607.8,2012104463,+2,1
2016/05/28,8,1,11,朱雀S(1600万下),201608031111,18,4,7,41.5,10,2,01018,57.0,1400,1,1:21.0,0.1,13-13,34.6-34.9,33.2,464,2010105135,742.0,2012104463,+6,1
2016/05/01,5,0,10,晩春S(1600万下),201605020410,16,4,8,9.0,4,16,01075,57.0,1400,1,1:22.9,1.6,11-8,35.8-33.7,34.7,458,2012100560, ,2012104463,-12,1
2016/02/13,8,4,11,洛陽S(OP),201608020511,10,7,8,22.3,7,9,05532,56.0,1600,1,1:35.3,0.9,9-9,36.4-33.6,33.6,470,2011104097, ,2012104463,-4,1
2016/01/24,8,0,11,石清水S(1600万下),201608010811,15,7,12,45.5,11,3,01018,56.0,1600,1,1:34.1,0.3,11-11,35.3-34.8,34.3,474,2011104097,464.5,2012104463,+8,1
2015/12/27,9,0,11,カウントダウンS(1600万下),201509050811,13,8,13,11.5,6,12,01018,54.0,2000,1,2:05.1,1.4,5-4-4-5,38.2-35.8,36.6,466,2012104884, ,2012104463,+6,1
2015/10/25,8,0,11,菊花賞(G1),201508040711,18,7,13,154.5,16,18,01018,57.0,3000,1,3:07.5,3.6,13-11-13-15,35.4-35.4,38.3,460,2012102013, ,2012104463,+8,1
2015/09/05,10,1,10,玄海特別(1000万下),201510021110,15,7,12,6.3,3,1,01018,52.0,2000,1,2:00.6,0.0,6-6-7-5,36.7-34.7,34.2,452,2008103196,"1,533.6",2012104463,+6,1
2015/05/30,8,0,10,白百合S(OP),201508031110,14,5,7,38.9,10,10,01018,56.0,1800,1,1:46.8,0.6,9-8,35.6-34.0,33.6,446,2012104069, ,2012104463,+4,1
2015/05/02,5,0,11,テレビ東京杯青葉賞(G2),201505020311,18,8,16,37.6,10,14,01018,56.0,2400,1,2:28.5,1.6,6-5-3-3,36.2-34.3,35.7,442,2012104929, ,2012104463,-12,1
2015/03/28,9,0,11,毎日杯(G3),201509020111,15,2,3,28.4,12,8,01034,56.0,1800,1,1:47.6,0.4,7-10,35.9-34.7,34.5,454,2012104164, ,2012104463,-6,1
2015/03/08,9,1,9,アルメリア賞(500万下),201509010409,9,8,8,3.7,2,1,01018,56.0,1800,3,1:49.7,0.0,4-4,35.5-36.9,36.7,460,2012104392,"1,021.7",2012104463,+8,1
2014/12/28,6,0,9,ホープフルS(G2),201406040809,17,6,11,46.6,12,6,01075,55.0,2000,1,2:02.3,0.4,17-16-14-14,36.2-35.9,34.8,452,2012104638, ,2012104463,+4,1
2014/11/01,8,1,9,萩S(OP),201408040809,6,4,4,5.8,3,5,01018,55.0,1800,1,1:48.0,0.4,6-6,35.9-34.8,34.3,448,2012105703,150.0,2012104463,0,1
2014/10/12,8,0,5,2歳新馬,201408040205,9,1,1,8.1,3,1,01018,55.0,1800,1,1:48.3,-0.3,5-5,36.0-34.9,34.3,448,2012104713,700.0,2012104463,0,1
2020/10/11,8,0,11,京都大賞典(G2),202008040211,17,5,9,247.7,16,16,01134,57.0,2400,3,2:27.9,2.3,9-9-7-9,35.5-35.0,36.6,488,2015104063, ,2012104650,+4,1
2019/11/30,6,0,11,ステイヤーズS(G2),201906050111,13,8,12,12.5,6,1,05495,56.0,3600,1,3:46.1,-0.1,4-5-4-3,38.1-36.4,36.0,484,2011104019,"6,291.0",2012104650,-4,1
2019/09/01,1,0,11,丹頂S(OP),201901020611,14,5,7,9.7,5,8,01160,56.0,2600,1,2:42.1,1.3,10-10-12-12,38.8-36.1,36.3,488,2015104834, ,2012104650,+4,1
2019/08/03,1,0,11,札幌日経OP(L),201901010311,10,8,10,5.0,1,6,05339,58.0,2600,1,2:41.1,0.4,7-6-5-7,37.6-35.8,35.7,484,2013105844, ,2012104650,-6,1
2018/12/01,6,0,11,ステイヤーズS(G2),201806050111,13,3,3,4.9,4,3,05495,56.0,3600,1,3:45.6,0.4,3-3-4-4,38.7-36.1,36.2,490,2013103569,"1,614.2",2012104650,+6,1
2018/10/08,8,0,11,京都大賞典(G2),201808040311,11,1,1,125.0,9,9,01126,56.0,2400,1,2:26.6,1.2,6-6-7-10,35.7-35.1,35.1,484,2013106101, ,2012104650,+2,1
2018/08/04,1,1,11,札幌日経OP(OP),201801010311,14,4,6,4.0,2,5,01032,58.0,2600,1,2:41.4,1.0,10-10-9-7,36.3-35.5,35.7,482,2013102596,240.0,2012104650,+2,1
2018/06/02,9,0,11,鳴尾記念(G3),201809030111,11,3,3,38.5,9,6,01150,56.0,2000,1,1:58.3,1.1,10-10-10-9,34.2-35.3,35.4,480,2013110001, ,2012104650,-8,1
2018/04/15,9,0,11,アンタレスS(G3),201809020811,16,7,14,84.1,15,15,01032,56.0,1800,3,1:51.4,1.6,10-10-9-8,35.7-37.6,38.5,488,2013104508, ,2012104650,0,0
2018/02/24,9,0,11,仁川S(OP),201809010111,16,3,6,9.9,5,8,05339,57.0,2000,1,2:04.8,0.7,13-12-13-13,35.6-37.8,37.3,488,2013100057, ,2012104650,-4,0
2018/01/14,8,1,11,日経新春杯(G2),201808010511,12,3,3,4.5,3,7,05339,57.0,2400,1,2:27.7,1.4,9-9-9-8,36.0-34.6,35.4,492,2012104503, ,2012104650,+12,1
2017/12/02,9,0,11,チャレンジC(G3),201709050111,12,5,5,4.5,3,4,05339,56.0,2000,1,1:58.7,0.1,9-9-10-10,36.5-35.2,34.4,480,2014106038,620.0,2012104650,-2,1
2017/09/24,6,1,11,産経賞オールカマー(G2),201706040711,17,7,14,5.3,2,9,01075,56.0,2200,1,2:14.6,0.8,16-16-15-15,37.7-34.8,33.5,482,2012104669, ,2012104650,-10,1
2017/08/05,1,0,11,札幌日経OP(OP),201701010311,10,7,8,1.7,1,1,05339,57.0,2600,1,2:40.6,-0.1,8-9-8-9,38.3-35.5,34.9,492,2009101016,"2,421.0",2012104650,+18,1
2017/05/28,5,0,12,目黒記念(G2),201705021212,18,1,1,7.0,3,8,00422,56.5,2500,1,2:31.7,0.8,6-6-8-5,29.4-35.1,35.3,474,2010104296, ,2012104650,-2,1
2017/04/02,9,0,11,大阪杯(G1),201709020411,14,6,10,194.6,11,8,00422,57.0,2000,1,1:59.8,0.9,8-7-9-10,35.5-35.3,34.5,476,2012102013, ,2012104650,-4,1
2017/01/17,8,0,11,日経新春杯(G2),201708010511,14,5,8,6.7,4,3,05538,56.5,2400,3,2:26.0,0.3,6-6-7-6,35.6-36.4,35.8,480,2013106099,"1,414.6",2012104650,-6,1
2016/12/03,6,1,11,ステイヤーズS(G2),201606050111,13,6,8,3.9,2,3,05339,56.0,3600,1,3:47.7,0.3,10-11-11-9,38.3-35.7,35.0,486,2011104019,"1,613.2",2012104650,+2,1
2016/11/06,5,0,11,アルゼンチン共和国杯(G2),201605050211,15,1,1,3.4,1,4,05339,56.5,2500,1,2:33.6,0.2,6-5-6-5,31.5-34.2,33.9,484,2012104759,860.0,2012104650,+4,1
2016/08/06,1,0,11,札幌日経OP(OP),201601010311,14,7,11,2.3,1,1,05339,56.0,2600,1,2:39.8,-0.1,9-9-8-5,37.0-35.8,35.2,480,2011100066,"2,430.1",2012104650,+2,1
2016/05/29,5,0,12,目黒記念(G2),201605021212,18,3,5,7.0,4,5,05529,56.0,2500,1,2:30.8,0.2,8-5-5-4,29.7-34.9,34.8,478,2012104713,570.0,2012104650,0,1
2016/04/23,5,1,10,メトロポリタンS(OP),201605020110,6,5,5,2.1,1,1,05386,55.0,2400,1,2:26.2,-0.1,4-4-4-4,36.7-35.0,34.3,478,2010104866,"2,417.5",2012104650,-4,1
2016/02/20,5,4,11,ダイヤモンドS(G3),201605010711,16,6,11,6.3,3,6,01032,54.0,3400,3,3:40.8,3.0,11-11-8-5,38.2-37.1,39.5,482,2011100066, ,2012104650,+4,1
2016/01/31,8,0,10,松籟S(1600万下),201608020210,9,2,2,2.0,1,1,05212,54.0,2400,3,2:27.0,-0.2,3-3-3-2,36.6-35.2,35.0,478,2011104056,"1,841.0",2012104650,+2,1
2015/11/28,8,0,9,高雄特別(1000万下),201508050809,9,6,6,2.1,1,1,05339,54.0,2400,1,2:25.6,-0.2,5-5-5-4,36.1-35.0,34.0,476,2012104364,"1,520.3",2012104650,-4,1
2015/11/01,5,0,9,精進湖特別(1000万下),201505040909,17,7,14,3.7,1,4,05339,54.0,2000,1,2:00.3,0.5,9-9-9,36.4-35.3,33.6,480,2010101350,230.0,2012104650,-6,1
2015/08/23,4,0,10,信濃川特別(1000万下),201504020810,8,5,5,2.6,1,4,01095,54.0,2000,1,1:59.8,0.4,6-5,37.4-33.1,33.1,486,2012100608,230.0,2012104650,-6,1
2015/05/23,4,0,10,早苗賞(500万下),201504010710,14,3,4,3.0,1,1,01075,56.0,1800,1,1:46.1,-0.6,13-13,35.0-34.9,33.5,492,2012103981,921.5,2012104650,+12,1
2015/03/15,6,1,2,3歳未勝利,201506020602,15,1,1,1.7,1,1,05386,56.0,1800,1,1:56.7,-0.7,13-11-4-2,38.4-38.9,38.6,480,2012109101,500.0,2012104650,+2,0
2015/01/10,6,0,3,3歳新馬,201506010303,12,4,4,4.2,2,3,01029,56.0,1800,1,1:57.4,0.0,7-6-3-3,37.7-39.7,39.4,478,2012105491,150.0,2012104650,0,0
2018/11/25,5,0,11,ジャパンC(G1),201805050811,14,3,4,87.4,9,9,05495,57.0,2400,1,2:22.6,2.0,11-11-11-11,35.9-34.4,35.1,500,2015104961, ,2012104668,+18,1
2018/06/24,9,0,11,宝塚記念(G1),201809030811,16,5,9,11.9,6,12,01077,58.0,2200,3,2:12.8,1.2,7-8-8-9,34.4-36.3,36.8,482,2013106099, ,2012104668,0,1
2018/03/31,0,0, ,ドバイシーマクラシッ(G1),2018J0033108,10, ,8,6.4,3,7,05509,57.0,2410,1, , , , , ,,, ,2012104668,,1
2017/12/24,6,0,11,有馬記念(G1),201706050811,16,6,12,9.8,4,13,05366,57.0,2500,1,2:34.6,1.0,10-10-10-11,30.3-35.2,35.4,496,2012102013, ,2012104668,0,1
2017/11/26,5,0,11,ジャパンC(G1),201705050811,17,6,12,5.7,3,10,05212,57.0,2400,1,2:25.2,1.5,13-12-11-7,36.3-35.1,36.0,496,2012104759, ,2012104668,-2,1
2017/10/29,5,4,11,天皇賞(秋)(G1),201705040911,18,1,2,4.0,2,2,05212,58.0,2000,3,2:08.3,0.0,7-2-2,38.6-38.7,38.6,498,2012102013,"6,109.2",2012104668,+10,1
2017/06/25,9,1,11,宝塚記念(G1),201709030811,11,8,11,9.0,3,1,05212,58.0,2200,3,2:11.4,-0.1,7-6-6-6,35.2-35.7,35.4,488,2011105266,"15,231.0",2012104668,+10,1
2017/04/02,9,0,11,大阪杯(G1),201709020411,14,5,7,4.6,3,6,05212,57.0,2000,1,1:59.3,0.4,5-5-6-5,35.5-35.3,34.2,478,2012102013, ,2012104668,-12,1
2017/02/12,8,0,11,京都記念(G2),201708020611,10,6,6,4.4,3,1,05212,58.0,2200,3,2:14.1,-0.2,3-3-3-3,36.4-36.0,34.9,490,2010102459,"6,271.4",2012104668,+6,1
2016/12/11,0,0, ,香港ヴァーズ(G1),2016H1121104,14, ,4,11.4,4,1,05509,57.0,2400,1,2:26.22, , , , ,,, ,2012104668,,1
2016/10/30,5,1,11,天皇賞(秋)(G1),201605040911,15,3,4,21.5,8,14,01014,58.0,2000,1,2:00.8,1.5,5-5-4,36.9-34.2,35.4,480,2011100655, ,2012104668,0,1
2016/06/26,9,0,11,宝塚記念(G1),201609030811,17,8,15,28.7,9,6,05203,58.0,2200,3,2:13.5,0.7,13-13-14-9,34.7-36.8,36.8,480,2011103832, ,2012104668,+3,1
2016/04/24,0,1, ,QE2世C(G1),2016G0a00808,13, ,7, ,5,12,05454,57.0,2000,3,2:04.3, , , , ,477,, ,2012104668,,1
2016/02/14,8,0,11,京都記念(G2),201608020611,15,4,7,9.2,6,1,05212,56.0,2200,4,2:17.7,-0.5,2-2-3-1,38.0-36.7,36.6,474,2012104906,"6,305.0",2012104668,-6,1
2015/11/01,5,0,11,天皇賞(秋)(G1),201505040911,18,2,3,12.5,7,17,05339,56.0,2000,1,1:59.9,1.5,5-4-4,36.4-34.0,35.1,480,2010104298, ,2012104668,+10,1
2015/05/31,5,0,10,東京優駿(G1),201505021210,18,6,11,6.3,3,3,05339,57.0,2400,1,2:23.5,0.3,14-14-14-13,35.4-34.6,33.8,470,2012104511,"5,463.1",2012104668,-4,1
2015/04/19,6,1,11,皐月賞(G1),201506030811,15,5,8,3.1,1,6,05339,57.0,2000,1,1:58.9,0.7,12-12-13-9,35.2-34.7,34.5,474,2012104511, ,2012104668,-8,1
2015/03/08,6,1,11,報知杯弥生賞(G2),201506020411,11,4,4,6.3,2,1,01014,56.0,2000,3,2:01.8,-0.2,4-6-5-4,36.2-36.4,35.7,482,2012104799,"5,277.0",2012104668,+8,1
2014/11/24,5,0,11,東京スポーツ杯2歳S(G3),201405050711,13,1,1,8.1,4,1,05366,55.0,1800,1,1:47.9,0.0,9-10-10,35.4-34.9,33.8,474,2012104552,"3,246.9",2012104668,+6,1
2014/10/25,5,0,5,2歳新馬,201405040605,16,5,10,2.7,2,1,01014,55.0,1800,1,1:50.0,-0.2,7-7-8,38.0-33.9,33.5,468,2012104809,700.0,2012104668,0,1
2019/12/22,6,1,11,有馬記念(G1),201906050811,16,8,16,135.4,14,6,01014,57.0,2500,1,2:31.9,1.4,14-14-14-13,29.4-37.6,35.8,470,2014106220, ,2012104759,+6,1
2019/11/24,5,1,11,ジャパンC(G1),201905050811,15,6,11,20.0,8,9,05271,57.0,2400,4,2:27.1,1.2,7-7-6-7,36.4-37.2,37.6,464,2014106083, ,2012104759,0,1
2019/08/21,0,, ,インターナショナルS(G1),2019AH082104,9, ,1,11.7,4,8,05575,60.0,2050,1, , , , , ,,, ,2012104759,,1
2019/07/27,0,, ,KGVI&QES(G1),2019A0072704,11, ,1,16.7,4,6,05575,60.0,2390,3, , , , , ,,, ,2012104759,,1
2019/03/30,0,0, ,ドバイシーマクラシッ(G1),2019J0033008,8, ,1,6.2,4,2,05529,57.0,2410,1, , , , , ,,, ,2012104759,,1
2018/12/23,6,1,11,有馬記念(G1),201806050811,16,8,15,22.7,9,3,05529,57.0,2500,3,2:32.4,0.2,13-11-11-10,30.2-36.9,35.5,470,2015104882,"7,548.0",2012104759,+2,1
2018/11/25,5,0,11,ジャパンC(G1),201805050811,14,6,9,12.9,5,4,05473,57.0,2400,1,2:21.5,0.9,7-7-6-6,35.9-34.4,34.5,468,2015104961,"4,500.0",2012104759,-4,1
2018/10/08,8,0,11,京都大賞典(G2),201808040311,11,7,8,2.2,1,4,01014,58.0,2400,1,2:26.0,0.6,5-5-4-2,35.7-35.1,34.9,472,2013106101,"1,000.0",2012104759,-2,1
2018/04/29,8,0,11,天皇賞(春)(G1),201808030411,17,6,11,3.0,1,2,05529,58.0,3200,1,3:16.2,0.0,4-3-2-2,35.6-35.9,35.8,474,2013106183,"6,102.0",2012104759,+4,1
2018/04/01,9,0,11,大阪杯(G1),201809020411,16,2,4,9.2,4,13,01122,57.0,2000,1,1:59.7,1.5,6-8-9-7,36.5-34.1,35.2,470,2014106083, ,2012104759,-4,1
2017/12/24,6,0,11,有馬記念(G1),201706050811,16,5,10,6.7,3,3,05529,57.0,2500,1,2:33.8,0.2,8-8-8-8,30.3-35.2,34.8,474,2012102013,"7,548.0",2012104759,+4,1
2017/11/26,5,0,11,ジャパンC(G1),201705050811,17,1,1,13.3,5,1,05529,57.0,2400,1,2:23.7,-0.2,5-4-4-4,36.3-35.1,34.7,470,2014106201,"30,365.4",2012104759,-2,1
