date,where_racecourse,weather,race_round,race_title,race_id,total_horse_number,frame_number,horse_number,odds,popular,rank,rider_id,burden_weight,distance,ground_status,goal_time,goal_time_dif,half_way_rank,pace,last_time,horse_weight,runner-up-horse-id,prize,horse_id,horse_weight_dif,ground_type
2018/02/25,6,1,11,中山記念(G2),201806020211,10,7,7,36.1,8,6,00684,56.0,1800,1,1:47.9,0.3,3-3-3-3,36.2-36.6,35.4,506,2014100222, ,2009102678,+2,1
2018/01/21,6,0,11,アメリカジョッキーC(G2),201806010711,11,6,6,86.8,9,4,00663,56.0,2200,1,2:13.8,0.5,6-6-3-4,36.3-36.0,35.0,504,2014106010,930.0,2009102678,-4,1
2017/11/26,5,0,11,ジャパンC(G1),201705050811,17,4,7,445.8,17,17,05243,57.0,2400,1,2:26.0,2.3,2-2-2-2,36.3-35.1,37.2,508,2012104759, ,2009102678,0,1
2017/10/29,5,4,11,天皇賞(秋)(G1),201705040911,18,3,6,131.5,15,7,05243,58.0,2000,3,2:09.9,1.6,17-14-10,38.6-38.7,39.6,508,2012102013, ,2009102678,+4,1
2017/09/24,6,1,11,産経賞オールカマー(G2),201706040711,17,4,7,135.2,14,6,05243,56.0,2200,1,2:14.1,0.3,2-2-2-2,37.7-34.8,34.6,504,2012104669, ,2009102678,+4,1
2017/08/20,1,0,11,札幌記念(G2),201701020211,13,6,9,45.8,10,12,00700,57.0,2000,1,2:01.5,1.1,6-7-6-8,35.4-35.7,36.1,500,2011102151, ,2009102678,-2,1
2017/06/04,5,0,11,安田記念(G1),201705030211,18,1,2,138.9,15,13,00700,58.0,1600,1,1:32.7,1.2,3-3,33.9-34.4,35.4,502,2011104063, ,2009102678,+2,1
2017/04/02,9,0,11,大阪杯(G1),201709020411,14,6,9,229.5,13,10,00700,57.0,2000,1,2:00.1,1.2,7-7-8-7,35.5-35.3,34.9,500,2012102013, ,2009102678,-4,1
2016/12/10,9,0,11,チャレンジC(G3),201609050311,18,8,16,6.5,3,9,00666,58.5,1800,3,1:46.8,0.3,7-7,35.3-36.1,35.5,504,2013102938, ,2009102678,-2,1
2016/11/20,8,1,11,マイルチャンピオンS(G1),201608050611,18,1,1,23.5,10,10,00666,57.0,1600,1,1:33.7,0.6,7-7,34.4-35.6,35.5,506,2011103916, ,2009102678,0,1
2016/10/09,5,1,11,毎日王冠(G2),201605040211,12,5,5,7.1,4,6,00666,57.0,1800,3,1:47.5,0.9,3-3-3,35.8-34.5,34.9,506,2012104669, ,2009102678,+6,1
2016/06/05,5,0,11,安田記念(G1),201605030211,12,4,4,31.1,7,6,00666,58.0,1600,1,1:33.3,0.3,3-3,35.0-33.9,33.9,500,2010103783, ,2009102678,-6,1
2016/03/26,6,0,11,日経賞(G2),201606030111,9,3,3,9.0,5,5,01026,57.0,2500,1,2:37.3,0.5,1-1-1-1,31.7-33.9,34.4,506,2011105266,670.0,2009102678,-4,1
2016/01/24,6,0,11,アメリカジョッキーC(G2),201606010811,16,2,3,5.0,2,1,00666,57.0,2200,1,2:12.0,-0.2,6-7-6-4,36.3-35.4,34.9,510,2009105928,"6,312.0",2009102678,+12,1
2015/12/05,7,0,11,金鯱賞(G2),201507040111,12,1,1,3.7,1,2,00700,57.0,2000,1,1:59.0,0.2,3-3-3-2,35.4-34.9,34.9,498,2008103100,"2,424.4",2009102678,0,1
2015/11/01,5,0,11,天皇賞(秋)(G1),201505040911,18,1,1,8.3,3,8,00700,58.0,2000,1,1:58.9,0.5,5-8-10,36.4-34.0,33.9,498,2010104298, ,2009102678,-2,1
2015/10/11,5,1,11,毎日王冠(G2),201505040211,13,4,4,6.7,4,2,00700,57.0,1800,1,1:45.8,0.2,5-5-5,35.9-34.0,33.6,500,2011101273,"2,626.0",2009102678,+4,1
2015/08/23,1,0,11,札幌記念(G2),201501020211,15,6,11,11.1,5,1,00700,57.0,2000,1,1:59.0,0.0,2-3-2-2,35.1-36.2,36.0,496,2008104835,"6,905.0",2009102678,0,1
2015/06/14,5,1,11,エプソムC(G3),201505030411,13,8,12,7.1,4,3,00700,57.0,1800,1,1:45.5,0.1,10-10-8,35.6-34.6,34.1,496,2011101273,"1,006.9",2009102678,+8,1
2015/03/14,7,0,11,中日新聞杯(G3),201507020111,18,1,1,8.0,5,1,00700,57.0,2000,1,2:01.2,-0.2,7-7-10-7,36.8-36.0,35.3,488,2008103265,"4,063.0",2009102678,-10,1
2015/01/25,6,0,11,アメリカジョッキーC(G2),201506010911,17,3,6,69.0,11,5,00700,56.0,2200,1,2:14.0,0.4,3-4-6-5,37.7-34.6,34.4,498,2009103847,600.0,2009102678,-2,1
2014/11/30,5,0,11,ジャパンC(G1),201405050911,18,7,13,138.5,14,15,05498,57.0,2400,1,2:26.0,2.9,8-10-12-13,36.0-35.2,36.8,500,2010104155, ,2009102678,+2,1
2014/11/02,5,0,11,天皇賞(秋)(G1),201405040911,18,4,8,31.6,8,12,00700,58.0,2000,1,2:00.3,0.6,10-13-12,36.4-34.6,34.4,498,2009105961, ,2009102678,+4,1
2014/10/12,5,0,11,毎日王冠(G2),201405040211,15,1,1,11.5,7,4,00700,56.0,1800,1,1:45.3,0.1,4-5-5,35.4-34.3,33.8,494,2009105742,930.0,2009102678,+2,1
2014/06/15,5,0,11,エプソムC(G3),201405030411,17,1,1,4.3,2,1,00700,56.0,1800,1,1:46.2,0.0,4-8-9,35.9-34.2,33.6,492,2008104087,"4,063.0",2009102678,+6,1
2014/05/17,8,0,11,都大路S(OP),201408030711,18,6,12,3.2,1,2,01026,56.0,1800,1,1:44.8,0.9,8-8,33.9-34.4,34.3,486,2009105989,892.8,2009102678,+2,1
2014/03/09,9,0,11,大阪城S(OP),201409010411,12,7,10,3.0,2,2,00700,56.0,1800,1,1:45.9,0.2,6-6,34.8-35.5,35.2,484,2010102459,887.8,2009102678,-10,1
2014/01/05,6,0,11,日刊スポ賞中山金杯(G3),201406010111,16,4,8,3.0,1,3,00700,55.0,2000,1,2:00.3,0.2,9-9-7-6,35.1-36.6,35.0,494,2008102978,"1,008.6",2009102678,+14,1
2013/11/17,3,0,11,福島記念(G3),201303030611,16,5,10,2.7,1,4,00700,55.0,2000,1,1:57.4,0.1,11-12-5-6,33.7-34.9,34.9,480,2007102829,600.0,2009102678,-8,1
2013/10/20,5,4,10,甲斐路S(1600万下),201305040710,12,6,8,2.8,1,1,00733,57.0,1800,3,1:51.8,-0.2,3-4-4,38.1-35.5,35.2,488,2010110014,"1,766.6",2009102678,+6,1
2013/09/14,6,0,11,レインボーS(1600万下),201306040311,12,6,8,3.5,2,2,00700,57.0,2000,1,2:00.4,0.0,4-4-3-2,35.6-34.6,34.2,482,2009106171,707.4,2009102678,-6,1
2013/08/11,2,0,10,日高特別(1000万下),201302030610,13,2,2,2.9,1,1,00700,57.0,2000,1,2:02.5,-0.1,3-3-2-2,35.9-36.8,36.6,488,2009104317,"1,469.4",2009102678,+6,1
2013/06/23,2,0,10,奥尻特別(500万下),201302010410,8,7,7,1.8,1,1,00700,57.0,1800,1,1:47.5,-0.4,7-7-3-3,35.7-34.7,34.3,482,2010106312,"1,021.5",2009102678,-6,1
2013/05/25,5,0,8,4歳以上500万下,201305021108,18,3,6,3.8,1,1,00700,57.0,1800,1,1:46.5,-0.3,7-8-7,35.3-34.3,33.4,488,2009105801,720.0,2009102678,0,1
2013/05/11,5,4,8,4歳以上500万下,201305020708,16,7,14,7.7,5,2,00666,57.0,1600,3,1:37.3,0.0,5-4,35.0-37.2,36.8,488,2009105762,290.0,2009102678,-10,0
2013/03/17,6,0,8,4歳以上500万下,201306020808,16,1,2,3.7,2,6,05473,57.0,2000,1,2:01.7,0.5,4-3-5-6,35.8-34.9,35.1,498,2009105855, ,2009102678,-6,1
2013/01/26,5,0,8,4歳以上500万下,201305010108,16,3,5,3.5,1,5,00666,56.0,1600,1,1:38.9,0.4,14-14,35.5-37.0,36.3,504,2009105877,72.0,2009102678,+2,0
2012/12/24,6,0,7,3歳以上500万下,201206050907,18,1,1,8.0,4,6,00689,56.0,2000,1,2:03.6,0.5,11-13-12-10,36.9-35.4,35.2,502,2009101701, ,2009102678,+4,1
2012/11/25,5,0,6,3歳以上500万下,201205050806,18,4,7,3.1,2,10,05339,55.0,2400,1,2:25.9,1.1,4-5-6-6,36.0-35.8,35.1,498,2009106099, ,2009102678,-6,1
2012/09/22,6,1,9,行川特別(500万下),201206040609,12,5,5,3.0,2,2,00663,54.0,2000,1,1:59.3,0.2,11-11-11-10,35.8-35.6,34.6,504,2008102071,398.2,2009102678,+12,1
2012/09/01,4,0,9,浦佐特別(500万下),201204030709,14,3,3,2.5,1,2,00663,54.0,2000,1,1:59.3,0.4,5-4,35.3-33.5,33.6,492,2008102880,400.4,2009102678,+6,1
2012/08/05,4,0,9,燕特別(500万下),201204020809,16,5,9,1.8,1,3,00663,54.0,2000,1,1:59.5,0.1,5-5,35.2-34.4,33.7,486,2009105737,245.5,2009102678,0,1
2012/07/07,3,4,9,南相馬特別(500万下),201203020709,12,8,11,2.7,1,2,00641,54.0,2000,3,2:03.4,0.1,8-7-9-4,36.5-35.9,35.4,486,2009106104,400.4,2009102678,0,1
2012/06/10,5,0,4,3歳未勝利,201205030404,16,6,12,2.9,2,1,00666,56.0,2000,4,2:03.5,0.0,12-12-11,38.2-35.3,33.9,486,2009101701,460.0,2009102678,+2,1
2012/05/27,5,0,4,3歳未勝利,201205021204,18,3,5,3.7,2,4,00666,56.0,1800,1,1:48.0,0.3,14-12-12,35.9-34.7,34.2,484,2009110017,75.0,2009102678,+18,1
2012/02/26,6,1,6,3歳新馬,201206020206,16,5,9,1.9,1,3,00666,56.0,2000,4,2:09.2,0.3,10-10-2-3,38.8-36.0,36.2,466,2009110095,150.0,2009102678,0,1
2018/12/23,6,1,11,有馬記念(G1),201806050811,16,7,13,196.6,16,13,05386,55.0,2500,3,2:33.5,1.3,11-13-12-14,30.2-36.9,36.4,460,2015104882, ,2010102459,-18,1
2018/11/11,8,0,11,エリザベス女王杯(G1),201808050411,17,6,11,30.1,8,9,00666,56.0,2200,1,2:13.9,0.8,16-16-13-15,36.4-34.7,34.2,478,2014106220, ,2010102459,-2,1
2018/10/08,8,0,11,京都大賞典(G2),201808040311,11,7,9,14.6,6,8,01115,55.0,2400,1,2:26.5,1.1,8-6-2-2,35.7-35.1,35.6,480,2013106101, ,2010102459,+12,1
2018/06/24,9,0,11,宝塚記念(G1),201809030811,16,7,14,55.9,13,10,01126,56.0,2200,3,2:12.6,1.0,3-3-5-4,34.4-36.3,36.8,468,2013106099, ,2010102459,-2,1
2018/04/29,8,0,11,天皇賞(春)(G1),201808030411,17,8,16,73.3,12,7,00700,56.0,3200,1,3:16.8,0.6,17-17-17-15,35.6-35.9,35.3,470,2013106183, ,2010102459,-4,1
2018/04/01,9,0,11,大阪杯(G1),201809020411,16,3,6,69.0,11,9,00700,55.0,2000,1,1:59.3,1.1,3-3-5-10,36.5-34.1,34.8,474,2014106083, ,2010102459,-2,1
2017/12/10,0,0, ,香港C(G1),2017H1121008,12, ,12,9.1,5,5,00666,55.5,2000,1, , , , , ,,, ,2010102459,,1
2017/11/12,8,0,11,エリザベス女王杯(G1),201708050411,18,6,12,11.2,6,6,01088,56.0,2200,1,2:14.6,0.3,6-5-10-7,36.5-34.4,34.0,474,2014102565, ,2010102459,+4,1
2017/10/09,8,0,11,京都大賞典(G2),201708040311,15,3,4,8.6,4,1,00666,54.0,2400,1,2:23.0,-0.1,11-11-13-14,35.6-34.4,33.4,470,2012104614,"6,805.0",2010102459,-6,1
2017/06/03,9,0,11,鳴尾記念(G3),201709030111,10,7,8,2.3,1,2,05212,54.0,2000,1,1:59.4,0.0,5-5-5-5,36.9-34.1,33.6,476,2011103872,"1,610.4",2010102459,+6,1
2017/05/14,5,1,11,ヴィクトリアマイル(G1),201705020811,17,1,2,8.9,4,4,00666,55.0,1600,3,1:34.1,0.2,2-2,35.6-33.8,34.0,470,2013106072,"1,400.0",2010102459,-6,1
2017/02/12,8,0,11,京都記念(G2),201708020611,10,4,4,23.3,5,2,05203,54.0,2200,3,2:14.3,0.2,4-4-4-4,36.4-36.0,34.8,476,2012104668,"2,520.4",2010102459,+10,1
2016/12/11,0,0, ,香港ヴァーズ(G1),2016H1121104,14, ,14,21.0,6,5,00666,55.5,2400,1,2:27.5, , , , ,,, ,2010102459,,1
2016/10/15,5,0,11,府中牝馬S(G2),201605040411,13,5,6,3.3,1,3,00666,55.0,1800,1,1:46.9,0.3,4-6-5,35.8-33.9,33.6,468,2012104105,"1,413.0",2010102459,+2,1
2016/05/15,5,0,11,ヴィクトリアマイル(G1),201605020811,18,1,2,7.0,3,4,00666,55.0,1600,1,1:32.1,0.6,2-3,33.8-34.3,34.5,466,2009100301,"1,400.0",2010102459,0,1
2016/04/09,9,0,11,サンスポ杯阪神牝馬S(G2),201609020511,13,5,7,2.8,2,1,05212,54.0,1600,1,1:33.1,0.0,1-1,35.2-34.2,34.2,466,2012104870,"5,593.8",2010102459,-4,1
2016/02/07,5,0,11,東京新聞杯(G3),201605010411,14,4,6,9.6,5,1,01095,55.0,1600,1,1:34.1,-0.3,1-1,36.0-33.5,33.5,470,2009105771,"3,949.0",2010102459,+4,1
2015/11/15,8,0,11,エリザベス女王杯(G1),201508050411,18,8,16,33.2,8,5,01115,56.0,2200,3,2:15.0,0.1,17-17-18-16,36.1-36.3,34.0,466,2011103832,900.0,2010102459,+2,1
2015/10/17,5,1,11,府中牝馬S(G2),201505040411,17,2,4,4.2,1,2,05212,54.0,1800,3,1:46.5,0.2,7-7-9,35.3-35.1,34.1,464,2010103780,"2,134.8",2010102459,+2,1
2015/06/21,9,0,11,米子S(OP),201509030611,10,1,1,3.5,1,1,05212,56.0,1600,1,1:34.0,-0.2,4-3,35.5-34.6,34.4,462,2009105813,"2,222.4",2010102459,+6,1
2015/05/17,5,0,11,ヴィクトリアマイル(G1),201505020811,18,6,11,15.9,6,10,00666,55.0,1600,1,1:33.0,1.1,18-18,34.3-35.0,32.9,456,2009100301, ,2010102459,-10,1
2015/04/11,9,0,11,サンスポ杯阪神牝馬S(G2),201509020511,17,7,14,4.0,1,4,00666,55.0,1400,3,1:21.5,0.4,12-10,34.7-34.8,34.5,466,2010102841,800.0,2010102459,-4,1
2014/12/13,9,0,11,チャレンジC(G3),201409050311,12,3,3,4.5,3,6,01032,55.0,1800,1,1:46.2,0.3,12-12,35.3-35.5,34.7,470,2011103748, ,2010102459,-6,1
2014/11/16,8,0,11,エリザベス女王杯(G1),201408050411,18,8,16,9.3,5,10,00666,56.0,2200,1,2:13.1,0.8,14-14-14-12,35.4-34.1,33.6,476,2010104304, ,2010102459,+12,1
2014/10/18,5,0,11,府中牝馬S(G2),201405040411,13,3,3,3.4,1,2,00660,55.0,1800,1,1:45.8,0.1,13-12-13,35.0-34.2,33.2,464,2010104211,"2,126.4",2010102459,+4,1
2014/08/03,1,0,11,クイーンS(G3),201401010411,14,4,6,4.0,1,3,01032,55.0,1800,1,1:45.7,0.0,12-13-12-10,35.1-36.4,34.5,460,2009101532,887.2,2010102459,+2,1
2014/05/18,5,0,11,ヴィクトリアマイル(G1),201405020811,18,4,8,3.5,1,8,00666,55.0,1600,1,1:32.7,0.4,9-9,34.7-34.3,33.7,458,2009106264, ,2010102459,-6,1
2014/04/12,9,0,11,サンスポ杯阪神牝馬S(G2),201409020511,13,4,4,2.2,1,1,00666,54.0,1400,1,1:20.3,0.0,13-13,34.0-34.8,33.3,464,2010104042,"5,395.2",2010102459,0,1
2014/03/09,9,0,11,大阪城S(OP),201409010411,12,5,6,2.6,1,1,00666,54.0,1800,1,1:45.7,-0.2,9-9,34.8-35.5,34.6,464,2009102678,"2,227.3",2010102459,-4,1
2013/12/14,7,0,11,愛知杯(G3),201307040511,18,7,13,2.5,1,6,00666,55.0,2000,1,2:02.5,0.4,5-5-6-5,37.2-35.3,34.6,468,2009105546, ,2010102459,+2,1
2013/10/13,8,0,11,秋華賞(G1),201308040411,18,1,1,3.5,2,2,00666,55.0,2000,1,1:58.8,0.2,17-17-16-14,34.4-35.5,34.0,466,2010102094,"3,708.0",2010102459,+4,1
2013/09/21,9,0,10,夕月特別(1000万下),201309040610,14,5,7,1.8,1,1,00666,52.0,1800,1,1:44.8,-0.2,7-6,34.5-34.7,34.1,462,2009106074,"1,471.5",2010102459,-8,1
2013/08/10,4,0,10,三面川特別(1000万下),201304020510,18,7,15,2.1,1,4,00666,52.0,1800,1,1:45.5,0.6,9-11,34.1-35.4,34.4,470,2009106032,220.0,2010102459,+10,1
2013/05/05,5,0,6,3歳500万下,201305020606,9,8,9,1.6,1,1,00666,54.0,1800,1,1:49.5,-0.1,2-2-2,38.5-32.9,32.8,460,2010106209,700.0,2010102459,-12,1
2013/04/07,9,1,4,3歳未勝利,201309020604,18,6,11,5.1,2,1,00666,54.0,1600,3,1:35.3,-0.2,9-9,35.7-35.2,34.5,472,2010105745,500.0,2010102459,0,1
2018/06/02,9,0,11,鳴尾記念(G3),201809030111,11,8,11,12.6,6,5,01088,56.0,2000,1,1:57.9,0.7,4-3-3-2,34.2-35.3,35.7,514,2013110001,410.0,2010103602,+4,1
2018/04/01,9,0,11,大阪杯(G1),201809020411,16,5,10,107.8,13,15,00732,57.0,2000,1,2:00.1,1.9,8-10-9-7,36.5-34.1,35.7,510,2014106083, ,2010103602,0,1
2018/03/11,7,0,11,金鯱賞(G2),201807020211,9,4,4,89.2,8,2,00732,56.0,2000,3,2:01.7,0.1,1-1-1-1,38.3-34.2,34.3,510,2014106083,"2,519.6",2010103602,0,1
2017/10/01,0,, ,凱旋門賞(G1),2017C5100104,18, ,10, ,11,16,01088,59.5,2400,4, , , , , ,,, ,2010103602,,1
2017/09/10,0,, ,フォワ賞(G2),2017C5a00707,6, ,6, ,6,6,01088,58.0,2400,4,2:36.6, , , , ,,, ,2010103602,,1
2017/03/11,7,0,11,金鯱賞(G2),201707020111,16,5,10,13.2,5,11,01019,56.0,2000,1,1:59.7,0.5,6-6-6-6,36.5-35.1,35.2,512,2012102774, ,2010103602,+2,1
2016/12/25,6,0,10,有馬記念(G1),201606050910,16,6,12,155.2,13,13,05538,57.0,2500,1,2:34.8,2.2,7-5-3-8,30.1-35.9,37.8,510,2013106101, ,2010103602,-2,1
2016/12/03,7,0,11,金鯱賞(G2),201607040111,13,5,7,4.1,2,3,05538,56.0,2000,1,1:59.9,0.2,6-6-4-3,36.3-34.0,33.8,512,2012102774,"1,271.6",2010103602,+16,1
2016/10/30,5,1,11,天皇賞(秋)(G1),201605040911,15,4,7,44.4,10,10,05115,58.0,2000,1,2:00.4,1.1,9-8-8,36.9-34.2,34.7,496,2011100655, ,2010103602,-10,1
2016/09/25,6,1,11,産経賞オールカマー(G2),201606040611,12,1,1,7.0,3,2,01014,56.0,2200,1,2:11.9,0.0,5-4-4-3,35.4-35.4,34.6,506,2011105266,"2,724.0",2010103602,+10,1
2016/06/26,9,0,11,宝塚記念(G1),201609030811,17,6,12,50.6,10,8,01018,58.0,2200,3,2:13.9,1.1,4-5-5-2,34.7-36.8,37.7,496,2011103832, ,2010103602,-8,1
2016/06/04,9,1,11,鳴尾記念(G3),201609030111,14,3,3,3.8,3,1,01088,56.0,2000,1,1:57.6,0.0,4-4-3-2,35.9-35.1,34.8,504,2011103854,"4,149.0",2010103602,-10,1
2016/05/01,8,0,11,天皇賞(春)(G1),201608030411,18,7,14,48.5,12,11,01018,58.0,3200,1,3:16.0,0.7,11-9-12-9,37.5-35.0,34.9,514,2012102013, ,2010103602,-2,1
2016/03/12,7,0,11,中日新聞杯(G3),201607020111,18,3,5,5.6,1,1,01088,58.0,2000,1,2:01.3,-0.1,4-5-6-6,36.8-34.9,34.4,516,2009106351,"4,163.7",2010103602,0,1
2016/01/17,8,1,11,日経新春杯(G2),201608010611,12,7,10,9.5,4,3,00666,58.0,2400,1,2:26.2,0.3,2-2-3-3,36.1-35.1,34.3,516,2012104929,"1,412.2",2010103602,-2,1
2015/12/05,7,0,11,金鯱賞(G2),201507040111,12,2,2,7.6,4,3,01018,56.0,2000,1,1:59.0,0.2,6-6-6-6,35.4-34.9,34.6,518,2008103100,"1,512.2",2010103602,+4,1
2015/11/08,5,4,11,アルゼンチン共和国杯(G2),201505050211,18,5,9,24.7,7,4,01018,58.0,2500,4,2:34.6,0.6,5-6-6-6,30.8-34.2,34.4,514,2011105266,830.0,2010103602,-6,1
2015/09/27,6,0,11,産経賞オールカマー(G2),201506040711,15,8,15,18.1,8,10,00422,56.0,2200,1,2:13.1,1.2,5-5-5-5,35.8-34.9,35.6,520,2011103584, ,2010103602,+8,1
2015/01/18,8,0,11,日経新春杯(G2),201508010711,18,5,9,4.0,1,11,01032,58.0,2400,1,2:25.5,0.7,9-11-10-8,35.7-34.4,34.4,512,2011105911, ,2010103602,0,1
2014/12/28,6,0,10,有馬記念(G1),201406040810,16,6,11,81.0,13,11,01032,57.0,2500,1,2:35.9,0.6,13-13-14-15,31.1-34.6,33.6,512,2009106253, ,2010103602,+4,1
2014/12/06,7,1,11,金鯱賞(G2),201407040111,17,6,12,7.0,4,2,01032,57.0,2000,1,1:59.0,0.2,9-9-7-7,35.7-35.4,34.8,508,2010104439,"2,436.0",2010103602,0,1
2014/11/02,5,0,11,天皇賞(秋)(G1),201405040911,18,4,7,47.8,11,8,05203,58.0,2000,1,2:00.0,0.3,5-5-6,36.4-34.6,34.4,508,2009105961, ,2010103602,-6,1
2014/09/28,4,0,11,産経賞オールカマー(G2),201404030611,18,4,8,2.2,1,16,01018,57.0,2200,1,2:13.1,0.9,3-4-3-3,35.4-35.0,35.5,514,2008104087, ,2010103602,+4,1
2014/08/10,10,4,11,小倉記念(G3),201410020411,14,6,9,4.9,3,1,01018,57.0,2000,3,1:59.8,-0.3,6-6-5-2,34.7-35.8,35.3,510,2009106265,"4,051.1",2010103602,+2,1
2014/05/04,8,0,11,天皇賞(春)(G1),201408030411,18,2,3,36.9,6,8,01115,58.0,3200,1,3:15.6,0.5,1-1-1-1,36.9-34.8,35.3,508,2009106599, ,2010103602,-4,1
2014/03/23,9,0,11,阪神大賞典(G2),201409010811,9,6,6,4.3,2,4,01115,56.0,3000,1,3:08.2,1.6,6-6-6-3,38.2-35.0,35.9,512,2009102739,930.0,2010103602,-2,1
2014/01/19,8,0,11,日経新春杯(G2),201408010711,16,1,1,3.2,2,1,05339,55.0,2400,1,2:24.4,0.0,2-1-1-1,35.9-34.7,34.7,514,2009100570,"5,613.4",2010103602,+20,1
2013/10/20,8,1,11,菊花賞(G1),201308040711,18,7,14,19.5,5,2,05203,57.0,3000,3,3:06.0,0.8,7-7-6-4,37.2-36.1,36.2,494,2010104155,"5,474.4",2010103602,+6,1
2013/09/22,9,0,11,神戸新聞杯(G2),201309040711,18,2,4,7.3,2,3,05203,56.0,2400,1,2:25.3,0.5,5-5-5-4,35.3-34.5,34.8,488,2010104155,"1,318.2",2010103602,-2,1
2013/08/03,4,1,10,信濃川特別(1000万下),201304020310,17,8,15,2.3,1,2,05203,54.0,2000,1,1:58.8,0.0,5-5,36.2-33.7,33.2,490,2009105738,591.0,2010103602,+8,1
2013/04/27,5,0,11,テレビ東京杯青葉賞(G2),201305020311,18,5,10,9.3,4,4,01043,56.0,2400,1,2:26.4,0.2,11-11-13-12,36.6-34.7,33.3,482,2010100460,780.0,2010103602,-8,1
2013/03/16,9,0,11,若葉S(OP),201309010711,11,5,5,5.0,2,3,05115,56.0,2000,1,2:01.1,0.4,4-3-3-3,36.7-35.7,35.9,490,2010104080,483.9,2010103602,-4,1
2013/02/09,8,0,9,つばき賞(500万下),201308020509,8,6,6,1.3,1,1,05203,56.0,1800,1,1:49.3,-0.3,2-3,36.7-34.4,34.2,494,2010106333,971.0,2010103602,+8,1
2012/11/17,5,2,11,東京スポーツ杯2歳S(G3),201205050511,15,3,5,4.7,2,6,05203,55.0,1800,1,1:46.6,0.6,5-9-9,35.1-34.5,34.1,486,2010104236, ,2010103602,0,1
2012/10/20,5,0,9,いちょうS(OP),201205040609,16,2,3,2.2,1,2,00422,55.0,1800,1,1:48.1,0.0,6-3-5,35.8-34.8,33.9,486,2010104148,610.2,2010103602,-8,1
2012/08/18,4,0,5,2歳新馬,201204030305,15,6,11,1.2,1,1,00422,54.0,1800,1,1:49.9,-0.1,2-2,36.3-33.4,33.2,494,2010104455,700.0,2010103602,0,1
2019/08/18,1,0,11,札幌記念(G2),201901020211,14,8,13,172.2,12,13,00660,57.0,2000,1,2:02.7,2.6,6-7-8-11,36.1-36.1,37.5,480,2015104882, ,2011102151,-6,1
2019/06/02,5,1,11,安田記念(G1),201905030211,16,2,3,203.5,15,11,00660,58.0,1600,1,1:31.9,1.0,11-12,34.5-33.9,33.3,486,2015104688, ,2011102151,+2,1
2019/03/23,6,1,11,日経賞(G2),201906030111,12,4,4,8.2,4,3,00660,56.0,2500,3,2:34.6,0.4,5-5-7-5,31.3-35.4,35.2,484,2015102420,"1,712.2",2011102151,-4,1
2019/01/20,6,0,11,アメリカジョッキーC(G2),201906010711,11,8,11,13.6,4,5,00663,56.0,2200,1,2:14.3,0.6,7-8-9-8,36.7-34.6,34.4,488,2013105880,620.0,2011102151,+2,1
2018/12/23,6,1,11,有馬記念(G1),201806050811,16,8,16,147.0,15,7,01075,57.0,2500,3,2:32.9,0.7,13-14-14-12,30.2-36.9,35.6,486,2015104882, ,2011102151,+18,1
2018/10/28,5,0,11,天皇賞(秋)(G1),201805040911,12,8,12,135.2,10,6,01075,58.0,2000,1,1:57.6,0.8,9-8-8,36.2-34.5,33.8,468,2014106201, ,2011102151,-12,1
2018/08/19,1,1,11,札幌記念(G2),201801020211,16,5,9,13.1,7,6,01095,57.0,2000,3,2:01.5,0.4,9-9-9-3,34.4-37.6,37.1,480,2014105304, ,2011102151,+2,1
2018/07/15,2,0,11,函館記念(G3),201802020411,15,2,3,11.5,7,2,01075,57.5,2000,1,1:59.9,0.1,7-7-8-5,35.1-35.0,34.6,478,2011104182,"1,615.2",2011102151,-8,1
2018/03/24,6,0,11,日経賞(G2),201806030111,15,6,11,12.3,6,3,01075,57.0,2500,1,2:34.1,0.2,10-10-11-10,31.0-36.0,34.6,486,2013104849,"1,715.0",2011102151,-4,1
2018/02/25,6,1,11,中山記念(G2),201806020211,10,2,2,7.1,4,4,00663,57.0,1800,1,1:47.8,0.2,5-5-5-5,36.2-36.6,34.9,490,2014100222,930.0,2011102151,-4,1
2017/12/24,6,0,11,有馬記念(G1),201706050811,16,5,9,72.9,13,16,00663,57.0,2500,1,2:35.5,1.9,8-8-8-8,30.3-35.2,36.6,494,2012102013, ,2011102151,+12,1
2017/10/29,5,4,11,天皇賞(秋)(G1),201705040911,18,1,1,52.5,12,8,00663,58.0,2000,3,2:10.2,1.9,2-2-2,38.6-38.7,40.4,482,2012102013, ,2011102151,+6,1
2017/08/20,1,0,11,札幌記念(G2),201701020211,13,1,1,19.9,6,1,00663,57.0,2000,1,2:00.4,0.0,6-7-6-6,35.4-35.7,35.0,476,2009106464,"7,091.0",2011102151,+2,1
2017/07/16,2,1,11,函館記念(G3),201702020411,16,8,16,21.3,8,9,00663,56.0,2000,4,2:02.0,0.8,12-12-14-14,35.6-36.2,35.9,474,2011104117, ,2011102151,-4,1
2017/04/02,9,0,11,大阪杯(G1),201709020411,14,4,6,69.6,9,13,00660,57.0,2000,1,2:00.9,2.0,3-3-5-7,35.5-35.3,35.9,478,2012102013, ,2011102151,-6,1
2017/02/26,6,0,11,中山記念(G2),201706020211,11,5,5,45.3,8,2,00660,56.0,1800,1,1:47.7,0.1,9-8-8-7,37.4-34.6,33.8,484,2011103978,"2,522.4",2011102151,+4,1
