date,where_racecourse,weather,race_round,race_title,race_id,total_horse_number,frame_number,horse_number,odds,popular,rank,rider_id,burden_weight,distance,ground_status,goal_time,goal_time_dif,half_way_rank,pace,last_time,horse_weight,runner-up-horse-id,horse_id,target_race_id,race_rank,horse_weight_dif,is_down,burden_weight_rate,ground_type,race_date
2019-12-07,9,1,9,エリカ賞(1勝クラス),201909050309,11,8,11,38.0,1,8,01014,54.0,2000,1,121.5,-0.6000000000000085,11.0,36.151044776119406,34,494,2017105585,2017106203,202209020411,0.0,0,0,0.10931174089068826,2,2022-04-03
2019-11-03,5,1,8,百日草特別(1勝クラス),201905050208,5,1,1,44.0,3,2,01077,54.0,2000,1,122.2,-0.20000000000000284,4.0,36.151044776119406,34,494,2017105426,2017106203,202209020411,0.0,0,0,0.10931174089068826,2,2022-04-03
2019-09-28,9,1,3,2歳未勝利,201909040803,7,4,4,38.0,2,1,01014,54.0,2000,1,122.4,-0.29999999999999716,7.0,36.151044776119406,34,494,2017106711,2017106203,202209020411,,0,0,0.10931174089068826,2,2022-04-03
2019-09-07,9,0,4,2歳新馬,201909040104,14,4,6,72.0,2,4,01014,54.0,1400,1,82.4,-0.5999999999999943,12.0,36.151044776119406,33,494,2017105383,2017106203,202209020411,,0,0,0.10931174089068826,2,2022-04-03
2022-03-13,7,1,11,金鯱賞(G2),202207020211,13,3,3,20.0,1,1,01093,56.0,2000,1,117.2,0.0,1.0,36.151044776119406,35,506,2017105335,2018100274,202209020411,2.0,-2,0,0.11067193675889328,2,2022-04-03
2022-01-29,5,0,11,白富士S(L),202205010111,14,3,4,22.0,1,1,01093,55.0,2000,1,117.4,0.0,1.0,36.151044776119406,35,508,2018105092,2018100274,202209020411,0.0,2,0,0.10826771653543307,2,2022-04-03
2021-11-28,5,0,11,ウェルカムS(3勝クラス),202105050811,16,7,13,51.0,3,1,01093,55.0,2000,1,118.4,0.0,1.0,36.151044776119406,34,506,2016104887,2018100274,202209020411,0.0,0,0,0.10869565217391304,2,2022-04-03
2021-10-03,7,0,9,浜名湖特別(2勝クラス),202107050909,8,7,7,18.0,1,1,01116,55.0,2000,1,121.5,0.5999999999999943,1.0,36.151044776119406,33,506,2018100420,2018100274,202209020411,0.0,-2,0,0.10869565217391304,2,2022-04-03
2021-09-11,7,1,8,3歳以上1勝クラス,202107050108,12,2,2,30.0,1,1,01093,54.0,2000,1,119.4,-0.4000000000000057,2.0,36.151044776119406,35,508,2018105105,2018100274,202209020411,,16,0,0.1062992125984252,2,2022-04-03
2021-05-08,5,1,11,プリンシパルS(L),202105020511,14,1,1,90.0,4,5,01122,56.0,2000,1,119.9,-0.5,1.0,36.151044776119406,35,492,2018104756,2018100274,202209020411,0.0,-2,0,0.11382113821138211,2,2022-04-03
2021-04-25,9,0,5,3歳未勝利,202109021005,15,7,12,17.0,1,1,01093,56.0,2000,1,120.3,0.0,1.5,36.151044776119406,35,494,2018103603,2018100274,202209020411,,-8,0,0.11336032388663968,2,2022-04-03
2020-12-27,9,0,4,2歳未勝利,202009060804,16,1,2,26.0,1,2,01093,55.0,2000,1,121.6,0.0,2.25,36.151044776119406,36,502,2018104929,2018100274,202209020411,,0,0,0.10956175298804781,2,2022-04-03
2020-12-06,6,0,5,2歳新馬,202006050205,16,7,14,29.0,1,2,01178,54.0,2000,3,125.3,0.0,3.5,36.151044776119406,36,502,2018103274,2018100274,202209020411,,0,0,0.10756972111553785,2,2022-04-03
2022-02-20,10,0,11,小倉大賞典(G3),202210020411,16,8,16,44.0,1,1,01140,54.0,1800,3,109.2,0.0,8.5,36.151044776119406,35,502,2016105198,2018104960,202209020411,1.0,2,0,0.10756972111553785,2,2022-04-03
2022-01-15,10,0,11,壇之浦S(3勝クラス),202210010111,12,5,6,25.0,1,1,01095,55.0,1800,1,106.2,0.0,6.25,36.151044776119406,34,500,2016105066,2018104960,202209020411,0.0,8,0,0.11,2,2022-04-03
2021-10-24,9,1,11,菊花賞(G1),202109040611,18,7,13,403.0,11,7,05212,57.0,3000,1,185.8,0.20000000000000284,7.75,36.151044776119406,35,492,2018103559,2018104960,202209020411,3.0,0,0,0.11585365853658537,2,2022-04-03
2021-08-14,10,4,10,柳川特別(2勝クラス),202110040110,10,2,2,27.0,1,1,01088,54.0,2000,3,125.1,0.0,6.25,36.151044776119406,38,492,2016104883,2018104960,202209020411,0.0,2,0,0.10975609756097561,2,2022-04-03
2021-07-03,10,2,8,国東特別(1勝クラス),202110030108,7,3,3,16.0,1,1,01088,54.0,2000,1,117.5,100.4,4.0,36.151044776119406,35,490,2018104579,2018104960,202209020411,0.0,0,0,0.11020408163265306,2,2022-04-03
2021-05-22,7,1,9,メルボルンT(1勝クラス),202107030509,9,8,8,19.0,1,3,05339,56.0,2200,3,134.8,-1.8000000000000114,5.0,36.151044776119406,35,490,2018102943,2018104960,202209020411,0.0,-2,0,0.11428571428571428,2,2022-04-03
2021-04-10,4,0,10,ひめさゆり賞(1勝クラス),202104010110,7,5,5,31.0,2,2,01095,56.0,2000,1,119.5,-1.5,2.0,36.151044776119406,34,492,2018104114,2018104960,202209020411,0.0,8,0,0.11382113821138211,2,2022-04-03
2021-02-20,10,0,6,3歳未勝利,202110020306,16,7,13,34.0,1,1,01095,56.0,1800,1,108.1,0.5999999999999943,7.0,36.151044776119406,35,484,2018104403,2018104960,202209020411,,-4,0,0.11570247933884298,2,2022-04-03
2020-12-27,9,0,4,2歳未勝利,202009060804,16,1,1,85.0,3,3,01171,55.0,2000,1,121.8,-1.0999999999999943,2.0,36.151044776119406,36,488,2018104929,2018104960,202209020411,,8,0,0.11270491803278689,2,2022-04-03
2020-10-03,7,1,4,2歳新馬,202007020804,16,5,10,202.0,7,11,01102,55.0,1800,1,118.1,-0.7999999999999972,9.75,36.151044776119406,41,480,2018102060,2018104960,202209020411,,0,0,0.11458333333333333,1,2022-04-03
2021-12-26,6,0,11,有馬記念(G1),202106050811,16,5,10,21.0,1,1,01170,55.0,2500,1,152.0,0.0,7.75,36.151044776119406,36,516,2017102170,2018105027,202209020411,3.0,2,0,0.1065891472868217,2,2022-04-03
2021-10-31,5,1,11,天皇賞(秋)(G1),202105040811,16,3,5,34.0,3,1,01170,56.0,2000,1,117.9,0.0,6.0,36.151044776119406,33,514,2017101835,2018105027,202209020411,0.0,4,0,0.10894941634241245,2,2022-04-03
2021-05-30,5,0,11,東京優駿(G1),202105021211,17,1,1,17.0,1,2,01170,57.0,2400,1,142.5,0.30000000000001137,6.25,36.151044776119406,33,510,2018105165,2018105027,202209020411,3.0,6,0,0.11176470588235295,2,2022-04-03
2021-04-18,6,0,11,皐月賞(G1),202106030811,16,4,7,37.0,2,1,01170,57.0,2000,3,120.6,0.4000000000000057,3.75,36.151044776119406,37,504,2018103559,2018105027,202209020411,3.0,-10,0,0.1130952380952381,2,2022-04-03
2021-02-14,5,0,11,共同通信杯(G3),202105010611,12,6,7,68.0,4,1,01170,56.0,1800,1,107.6,0.30000000000001137,3.0,36.151044776119406,33,514,2018104948,2018105027,202209020411,1.0,4,0,0.10894941634241245,2,2022-04-03
2020-11-08,5,0,9,百日草特別(1勝クラス),202005050209,8,6,6,35.0,2,1,01170,55.0,2000,1,122.3,1.9000000000000057,4.0,36.151044776119406,33,510,2018105573,2018105027,202209020411,0.0,-6,0,0.10784313725490197,2,2022-04-03
2020-08-23,1,0,5,2歳新馬,202001020405,7,6,6,14.0,1,1,01170,54.0,2000,1,123.3,0.5,2.5,36.151044776119406,36,516,2018106154,2018105027,202209020411,,0,0,0.10465116279069768,2,2022-04-03
2022-02-13,9,2,11,京都記念(G2),202209010211,13,7,10,61.0,2,13,01116,56.0,2200,3,133.8,0.0,10.25,36.151044776119406,36,502,2015101654,2018105343,202209020411,2.0,8,0,0.11155378486055777,2,2022-04-03
2021-10-24,9,1,11,菊花賞(G1),202109040611,18,3,5,39.0,1,13,01088,57.0,3000,1,186.3,0.0,16.75,36.151044776119406,35,494,2018103559,2018105343,202209020411,3.0,4,0,0.11538461538461539,2,2022-04-03
2021-09-26,7,4,11,神戸新聞杯(G2),202107050711,10,7,7,265.0,5,2,01116,56.0,2200,3,138.0,0.0,7.0,36.151044776119406,36,490,2018104980,2018105343,202209020411,2.0,0,0,0.11428571428571428,2,2022-04-03
2021-05-30,5,0,11,東京優駿(G1),202105021211,17,2,4,570.0,13,11,00660,57.0,2400,1,143.6,0.0,17.0,36.151044776119406,34,490,2018105165,2018105343,202209020411,3.0,2,0,0.11632653061224489,2,2022-04-03
2021-05-08,7,1,11,京都新聞杯(G2),202107030111,11,8,10,43.0,3,1,01088,56.0,2200,1,131.2,0.0,7.25,36.151044776119406,35,488,2018105076,2018105343,202209020411,2.0,0,0,0.11475409836065574,2,2022-04-03
2021-03-13,9,0,9,ゆきやなぎ賞(1勝クラス),202109010909,11,7,9,28.0,1,1,01088,56.0,2400,3,147.9,0.0,7.0,36.151044776119406,36,488,2018105809,2018105343,202209020411,0.0,0,0,0.11475409836065574,2,2022-04-03
2021-02-20,5,0,9,フリージア賞(1勝クラス),202105010709,14,7,12,52.0,2,6,01088,56.0,2000,1,120.8,-0.4000000000000057,2.0,36.151044776119406,36,488,2018105573,2018105343,202209020411,0.0,6,0,0.11475409836065574,2,2022-04-03
2020-12-05,9,0,4,2歳未勝利,202009060104,11,7,9,17.0,1,1,01088,55.0,1800,1,107.5,1.2000000000000028,5.5,36.151044776119406,34,482,2018100222,2018105343,202209020411,,-2,0,0.11410788381742738,2,2022-04-03
2020-11-22,9,0,4,2歳未勝利,202009050604,13,7,10,39.0,1,4,01088,55.0,1800,1,107.0,0.30000000000001137,9.0,36.151044776119406,34,484,2018105404,2018105343,202209020411,,12,0,0.11363636363636363,2,2022-04-03
2020-08-22,10,0,2,2歳未勝利,202010020302,16,3,6,21.0,1,3,01014,54.0,1800,1,108.4,0.0,12.75,36.151044776119406,36,472,2018104591,2018105343,202209020411,,-4,0,0.11440677966101695,2,2022-04-03
2020-07-19,9,0,5,2歳新馬,202009040605,12,3,3,17.0,1,3,01014,54.0,2000,1,124.8,0.0,7.0,36.151044776119406,36,476,2018105060,2018105343,202209020411,,0,0,0.1134453781512605,2,2022-04-03
2022-03-13,7,1,11,金鯱賞(G2),202207020211,13,7,11,224.0,6,11,05212,54.0,2000,1,118.4,0.0,6.25,36.151044776119406,35,498,2018100274,2018105554,202209020411,2.0,8,0,0.10843373493975904,2,2022-04-03
2021-11-14,9,0,11,エリザベス女王杯(G1),202109050411,17,3,5,251.0,7,2,01126,54.0,2200,1,132.4,0.0,8.0,36.151044776119406,36,490,2017106203,2018105554,202209020411,3.0,0,0,0.11020408163265306,2,2022-04-03
2021-10-17,9,0,11,秋華賞(G1),202109040411,16,1,2,381.0,9,6,00666,55.0,2000,1,121.7,0.0,11.75,36.151044776119406,36,490,2018104903,2018105554,202209020411,3.0,8,0,0.11224489795918367,2,2022-04-03
2021-05-23,5,0,11,優駿牝馬(G1),202105021011,18,8,18,109.0,5,13,01088,55.0,2400,1,145.9,0.0,2.0,36.151044776119406,36,482,2018102167,2018105554,202209020411,3.0,0,0,0.11410788381742738,2,2022-04-03
2021-04-11,9,0,9,忘れな草賞(L),202109020609,11,5,5,35.0,2,1,01014,54.0,2000,1,118.0,,6.5,36.151044776119406,34,482,2018105909,2018105554,202209020411,0.0,6,0,0.11203319502074689,2,2022-04-03
2021-02-13,5,0,11,デイリー杯クイーンC(G3),202105010511,16,4,7,65.0,4,6,01014,54.0,1600,1,93.6,,14.5,36.151044776119406,34,476,2018104903,2018105554,202209020411,1.0,0,0,0.1134453781512605,2,2022-04-03
2020-11-29,5,1,8,ベゴニア賞(1勝クラス),202005050908,10,1,1,25.0,1,2,01014,54.0,1600,1,95.2,,4.5,36.151044776119406,34,476,2018102657,2018105554,202209020411,0.0,-10,0,0.1134453781512605,2,2022-04-03
2020-10-31,8,0,3,2歳未勝利,202008040703,13,4,4,19.0,1,1,01014,54.0,1800,1,107.5,,7.0,36.151044776119406,35,486,2018105011,2018105554,202209020411,,0,0,0.1111111111111111,2,2022-04-03
2020-06-27,9,0,1,2歳未勝利,202009030701,13,6,9,15.0,1,3,05339,54.0,1400,1,81.9,,8.0,36.151044776119406,35,486,2018105067,2018105554,202209020411,,-2,0,0.1111111111111111,2,2022-04-03
2020-06-06,9,0,5,2歳新馬,202009030105,10,4,4,20.0,1,3,01180,53.0,1600,1,97.2,,6.5,36.151044776119406,35,488,2018105610,2018105554,202209020411,,0,0,0.10860655737704918,2,2022-04-03
