date,where_racecourse,weather,race_round,race_title,race_id,total_horse_number,frame_number,horse_number,odds,popular,rank,rider_id,burden_weight,distance,ground_status,goal_time,goal_time_dif,half_way_rank,pace,last_time,horse_weight,runner-up-horse-id,horse_id,race_rank,horse_weight_dif,ground_type
2021/03/27,9,0,9,君子蘭賞(1勝クラス),202109020109,10,8,9,5.1,4,3,5203,54.0,1800,1,1:47.7,0.1,2-2,36.4-33.7,33.7,410,2018100476.0,2018100927,1,0,1
2021/02/06,7,0,10,エルフィンS(L),202107011110,12,6,7,7.2,4,4,1126,54.0,1600,1,1:36.1,0.1,9-9-10,36.5-34.3,33.5,410,2018105285.0,2018100927,0,-6,1
2021/01/10,7,0,11,日刊スポシンザン記念(G3),202107010311,15,1,1,38.6,11,7,1062,54.0,1600,1,1:34.1,0.8,14-13-14,34.7-35.2,34.6,416,2018105204.0,2018100927,1,+4,1
2020/12/13,7,1,6,2歳未勝利,202007030406,16,7,14,5.2,1,1,1062,54.0,1600,1,1:34.7,-0.6,13-12-11,35.2-36.0,35.1,412,2018105443.0,2018100927,0,0,1
2020/10/24,8,0,2,2歳未勝利,202008040502,12,8,12,4.8,3,4,1154,54.0,1600,3,1:37.7,0.4,5-5,35.5-37.1,36.8,412,2018105500.0,2018100927,0,+6,1
2020/10/04,7,1,5,2歳新馬,202007020905,16,6,12,24.0,8,2,1095,54.0,1600,1,1:36.2,0.0,11-11-12,35.5-35.7,34.7,406,2018105382.0,2018100927,0,0,1
2023/01/22,6,0,11,アメリカジョッキーC(G2),202306010811,14,3,4,8.6,4,1,5203,57.0,2200,1,2:13.5,-0.1,4-4-4-3,36.3-35.2,34.8,496,2017100464.0,2018102348,2,+4,1
2022/10/30,5,0,11,天皇賞(秋)(G1),202205040911,15,6,10,59.9,11,11,5203,58.0,2000,1,1:58.4,0.9,2-3-3,34.7-36.7,34.0,492,2019105219.0,2018102348,0,-2,1
2022/10/09,5,1,11,毎日王冠(G2),202205040211,10,2,2,6.8,5,5,5203,56.0,1800,1,1:44.5,0.4,8-8-8,34.5-34.4,34.0,494,2017105327.0,2018102348,2,+2,1
2022/06/12,5,0,11,エプソムC(G3),202205030411,12,5,6,7.3,4,1,5203,56.0,1800,4,1:46.7,0.0,3-3-3,36.2-35.1,34.6,492,2017102833.0,2018102348,1,-4,1
2022/02/20,5,2,10,アメジストS(3勝クラス),202205010810,11,4,4,5.9,3,1,5203,55.0,2000,3,2:00.1,-0.2,1-1-1,36.4-34.8,34.8,496,2018104803.0,2018102348,3,-2,1
2021/11/28,5,0,11,ウェルカムS(3勝クラス),202105050811,16,4,8,4.6,2,12,5203,55.0,2000,1,2:00.0,1.6,16-15-15,35.9-34.3,34.4,498,2018100274.0,2018102348,3,+6,1
2021/10/24,5,0,9,tvk賞(2勝クラス),202105040609,9,8,9,3.3,2,1,5203,55.0,2000,1,1:59.0,-0.2,3-3-3,33.7-36.3,35.4,492,2018104803.0,2018102348,2,0,1
2021/09/20,6,0,11,朝日セントライト記念(G2),202106040511,14,4,5,26.4,8,10,5203,56.0,2200,1,2:13.4,1.1,2-5-4-5,36.3-35.4,36.2,492,2018101071.0,2018102348,2,-2,1
2021/07/04,3,2,11,ラジオNIKKEI賞(G3),202103010211,16,7,14,11.0,7,3,5203,54.0,1800,3,1:48.6,0.6,1-1-1-1,35.6-35.2,35.8,494,2018105054.0,2018102348,1,+14,1
2021/05/01,5,2,11,テレビ東京杯青葉賞(G2),202105020311,18,2,3,8.4,4,13,1140,56.0,2400,1,2:26.9,1.7,1-1-1-1,35.2-34.8,36.5,480,2018105074.0,2018102348,2,0,1
2020/12/05,6,2,9,葉牡丹賞(1勝クラス),202006050109,12,3,3,8.0,5,1,5203,55.0,2000,3,2:02.2,-0.7,1-1-1-1,37.8-35.1,35.1,480,2018105005.0,2018102348,1,+12,1
2020/09/27,7,0,5,2歳新馬,202007020705,10,4,4,9.4,3,1,666,54.0,2000,1,2:02.6,-0.2,1-1-1-1,38.1-35.6,35.6,468,2018104698.0,2018102348,0,0,1
2023/02/26,6,0,11,中山記念(G2),202306020211,14,1,1,4.4,2,11,1102,57.0,1800,1,1:48.2,1.1,3-3-4-5,36.4-35.4,36.1,524,2016104877.0,2018104963,2,+3,1
2022/12/11,0,,8,香港C(G1),2022H1121108,12, ,6,17.9,6,2,1102,57.0,2000,1, , , , , ,,,2018104963,3,,1
2022/11/20,9,1,11,マイルチャンピオンS(G1),202209050611,17,2,3,26.0,8,2,1102,57.0,1600,1,1:32.7,0.2,7-9,35.1-34.0,33.5,530,2019104462.0,2018104963,3,+4,1
2022/10/09,5,1,11,毎日王冠(G2),202205040211,10,4,4,6.7,4,3,5386,56.0,1800,1,1:44.3,0.2,4-3-3,34.5-34.4,34.3,526,2017105327.0,2018104963,2,0,1
2022/08/14,4,1,11,関屋記念(G3),202204030211,14,5,8,3.8,2,3,1088,57.0,1600,3,1:33.4,0.1,6-6,36.2-33.0,32.6,526,2017101429.0,2018104963,1,0,1
2022/06/05,5,1,11,安田記念(G1),202205030211,18,2,4,10.9,7,6,1088,58.0,1600,1,1:32.5,0.2,2-2,34.7-33.6,33.7,526,2018105355.0,2018104963,3,+4,1
2022/02/27,6,0,11,中山記念(G2),202206020211,16,8,15,2.6,1,7,1088,55.0,1800,1,1:47.8,1.4,13-12-8-8,35.2-37.3,37.2,522,2017106711.0,2018104963,2,-6,1
2021/11/21,9,1,11,マイルチャンピオンS(G1),202109050611,16,7,13,16.1,5,3,1088,56.0,1600,1,1:32.8,0.2,8-8,35.6-33.3,33.0,528,2016104532.0,2018104963,3,+2,1
2021/10/23,5,0,11,富士S(G2),202105040511,17,8,16,4.2,2,4,1088,54.0,1600,1,1:33.7,0.5,8-11,35.3-34.5,34.3,526,2018105355.0,2018104963,2,+22,1
2021/04/18,6,0,11,皐月賞(G1),202106030811,16,4,8,3.3,1,15,1088,57.0,2000,3,2:03.1,2.5,3-3-4-5,36.3-37.0,39.3,504,2018105027.0,2018104963,3,-8,1
2021/03/07,6,1,11,報知弥生ディープ記念(G2),202106020411,10,2,2,1.3,1,3,1088,56.0,2000,1,2:02.3,0.3,5-5-5-4,36.7-34.5,34.2,512,2018103559.0,2018104963,2,-4,1
2020/12/26,6,0,11,ホープフルS(G1),202006050711,15,6,10,2.1,1,1,1088,55.0,2000,1,2:02.8,-0.2,4-3-5-3,37.2-36.8,36.4,516,2018105280.0,2018104963,3,-4,1
2020/11/23,5,1,11,東京スポーツ杯2歳S(G3),202005050711,10,3,3,1.7,1,1,1088,55.0,1800,1,1:47.5,-0.2,3-3-3,35.8-34.3,33.5,520,2018103559.0,2018104963,1,+24,1
2020/06/28,9,1,5,2歳新馬,202009030805,14,7,12,4.7,2,1,1102,54.0,1800,3,1:48.3,-0.5,5-4,35.8-35.1,34.7,496,2018105074.0,2018104963,0,0,1
2023/03/12,7,1,11,金鯱賞(G2),202307020211,12,5,5,120.1,11,10,1018,57.0,2000,1,2:00.7,0.9,8-8-9-10,36.3-34.6,34.7,474,2018104541.0,2018105074,2,-8,1
2023/01/05,6,0,11,日刊スポ賞中山金杯(G3),202306010111,17,7,14,38.9,11,16,1092,58.0,2000,1,2:01.6,1.4,15-13-15-15,36.2-35.9,36.1,482,2019101782.0,2018105074,1,+8,1
2022/12/10,7,0,11,中日新聞杯(G3),202207060311,18,2,4,96.1,15,8,732,57.0,2000,1,1:59.8,0.4,5-6-8-6,37.2-35.1,34.9,474,2019105155.0,2018105074,1,0,1
2022/10/30,9,0,11,カシオペアS(L),202209040911,15,3,5,28.9,9,12,1018,58.0,1800,1,1:46.9,0.8,10-13,35.9-33.6,33.5,474,2017105214.0,2018105074,0,+2,1
2021/09/26,7,4,11,神戸新聞杯(G2),202107050711,10,2,2,9.1,4,8,1018,56.0,2200,3,2:19.4,1.4,5-5-5-3,37.0-36.5,37.5,472,2018104980.0,2018105074,2,+2,1
2021/05/30,5,0,11,東京優駿(G1),202105021211,17,6,12,16.2,5,10,1018,57.0,2400,1,2:23.3,0.8,10-8-6-5,35.0-33.9,34.4,470,2018105165.0,2018105074,3,+4,1
2021/05/01,5,2,11,テレビ東京杯青葉賞(G2),202105020311,18,1,2,5.0,3,1,1018,56.0,2400,1,2:25.2,0.0,6-6-6-5,35.2-34.8,34.4,466,2018102657.0,2018105074,2,+4,1
2020/11/28,9,0,11,ラジオN杯京都2歳S(G3),202009050811,10,7,8,4.4,3,1,1018,55.0,2000,1,2:01.6,-0.1,7-7-7-6,36.6-35.5,35.0,462,2018105060.0,2018105074,1,-2,1
2020/10/31,8,0,9,萩S(L),202008040709,8,2,2,1.8,1,3,1018,55.0,1800,1,1:48.3,0.2,4-5,35.6-34.4,34.1,464,2018104942.0,2018105074,0,+16,1
2020/07/25,4,1,2,2歳未勝利,202004020102,13,5,6,1.4,1,1,1018,54.0,1800,3,1:46.5,-1.3,4-4,35.0-34.3,34.0,448,2018110076.0,2018105074,0,+4,1
2020/06/28,9,1,5,2歳新馬,202009030805,14,8,13,6.5,3,2,1018,54.0,1800,3,1:48.8,0.5,13-8,35.8-35.1,34.7,444,2018104963.0,2018105074,0,0,1
2022/12/25,6,0,11,有馬記念(G1),202206050811,16,3,5,7.4,3,3,5473,55.0,2500,1,2:33.1,0.7,14-14-11-12,30.0-35.9,35.7,470,2019105219.0,2018105081,3,0,1
2022/11/13,9,1,11,エリザベス女王杯(G1),202209050411,18,8,18,8.1,4,1,5473,56.0,2200,4,2:13.0,-0.3,11-12-11-9,35.3-36.4,35.4,470,2017101431.0,2018105081,3,+6,1
2022/09/25,6,0,11,産経賞オールカマー(G2),202206040711,13,2,2,19.5,5,1,1170,54.0,2200,1,2:12.7,-0.2,5-5-5-6,36.5-35.6,35.1,464,2017101707.0,2018105081,2,+6,1
2022/08/14,10,0,11,小倉記念(G3),202210040211,15,2,4,3.2,1,3,1014,54.0,2000,1,1:58.2,0.8,9-9-11-9,34.7-35.0,35.0,458,2018100927.0,2018105081,1,+6,1
2022/06/04,7,0,11,鳴尾記念(G3),202207040111,10,8,9,5.4,4,2,1014,54.0,2000,1,1:57.8,0.1,7-7-7-7,36.1-34.3,33.6,452,2017105567.0,2018105081,1,+2,1
2022/04/09,9,0,11,サンスポ杯阪神牝馬S(G2),202209020511,11,7,9,4.0,3,6,732,54.0,1600,1,1:33.2,0.4,11-11,35.3-34.7,33.4,450,2017106414.0,2018105081,2,-4,1
2022/02/13,9,2,11,京都記念(G2),202209010211,13,6,9,7.5,4,4,1014,53.0,2200,3,2:12.2,0.3,11-11-12-11,36.0-34.5,33.6,454,2015101654.0,2018105081,2,+6,1
2021/12/04,9,1,11,チャレンジC(G3),202109060111,11,1,1,3.9,2,4,1014,53.0,2000,1,2:01.8,0.8,6-6-8-8,38.2-34.0,34.1,448,2018104662.0,2018105081,1,+4,1
2021/10/17,9,0,10,西宮S(3勝クラス),202109040410,15,5,9,2.4,1,1,1014,53.0,1800,1,1:46.1,-0.3,12-9,36.6-34.2,33.3,444,2017102294.0,2018105081,3,+6,1
2021/09/05,10,2,9,筑後川特別(2勝クラス),202110040809,11,8,11,1.7,1,1,1014,52.0,1800,1,1:47.8,-0.3,10-10-10-8,38.0-34.2,33.1,438,2018105085.0,2018105081,2,0,1
2021/07/10,10,0,9,マカオJCT(1勝クラス),202110030309,13,4,4,4.1,2,1,1014,52.0,1800,1,1:45.3,-0.4,7-7-5-5,34.8-35.2,35.0,438,2018104092.0,2018105081,1,+2,1
2021/06/27,9,2,8,城崎特別(1勝クラス),202109030408,9,8,8,5.0,4,8,1014,52.0,1800,1,1:49.4,3.5,1-2,36.0-34.9,38.4,436,2018104881.0,2018105081,1,+6,1
2021/02/06,7,0,10,エルフィンS(L),202107011110,12,4,4,5.7,2,10,1102,54.0,1600,1,1:36.6,0.6,11-11-12,36.5-34.3,33.8,430,2018105285.0,2018105081,0,+2,1
2020/12/13,9,1,11,阪神ジュベナイルF(G1),202009060411,18,2,3,30.7,8,7,5203,54.0,1600,1,1:33.6,0.5,18-17,34.9-34.4,33.7,428,2018105233.0,2018105081,3,-4,1
2020/11/23,9,0,3,2歳未勝利,202009050703,16,5,9,3.4,2,1,1102,54.0,1800,1,1:46.7,0.0,9-5,34.9-36.0,35.7,432,2018104092.0,2018105081,0,0,1
2020/10/03,7,1,2,2歳未勝利,202007020802,10,7,8,3.7,2,2,5203,54.0,1600,1,1:34.5,0.2,2-3-3,35.4-35.7,35.6,432,2018104875.0,2018105081,0,-8,1
2020/09/12,7,0,4,2歳新馬,202007020104,16,1,1,4.4,3,3,5203,54.0,1600,3,1:35.8,0.3,12-9-7,36.5-34.9,34.5,440,2018104621.0,2018105081,0,0,1
2023/02/26,6,0,11,中山記念(G2),202306020211,14,8,13,19.9,8,2,1179,56.0,1800,1,1:47.2,0.1,11-11-8-8,36.4-35.4,34.7,504,2016104877.0,2019101782,2,+4,1
2023/01/05,6,0,11,日刊スポ賞中山金杯(G3),202306010111,17,2,3,4.5,1,1,5386,56.0,2000,1,2:00.2,0.0,7-7-5-5,36.2-35.9,35.4,500,2017103201.0,2019101782,1,+8,1
2022/10/23,5,0,10,甲斐路S(3勝クラス),202205040710,10,3,3,1.6,1,1,5386,55.0,2000,1,1:58.0,-0.3,5-5-5,35.6-36.6,34.2,492,2018104955.0,2019101782,3,+4,1
2022/09/19,6,1,11,朝日セントライト記念(G2),202206040511,13,4,4,14.2,6,5,5386,56.0,2200,3,2:12.8,1.0,9-8-8-8,35.4-35.3,35.4,488,2019104476.0,2019101782,2,0,1
2022/08/07,4,0,10,月岡温泉特別(2勝クラス),202204020410,9,2,2,3.3,2,1,5386,54.0,2000,1,1:58.5,-0.1,6-6,35.7-34.2,33.7,488,2019105040.0,2019101782,2,0,1
2022/04/17,6,1,11,皐月賞(G1),202206030811,18,7,15,162.7,16,8,1117,57.0,2000,1,2:00.3,0.6,14-13-14-14,35.2-34.9,34.3,488,2019105056.0,2019101782,3,+2,1
2022/03/06,6,1,11,報知弥生ディープ記念(G2),202206020411,11,7,8,19.2,7,11,1117,56.0,2000,1,2:01.6,1.1,7-6-6-9,36.2-35.2,35.9,486,2019104706.0,2019101782,2,-10,1
2021/12/28,6,0,11,ホープフルS(G1),202106050911,15,2,3,29.8,8,3,1117,55.0,2000,1,2:01.0,0.4,7-5-5-3,35.9-36.3,36.0,496,2019105155.0,2019101782,3,+14,1
2021/10/02,6,0,9,芙蓉S(OP),202106040809,10,7,8,11.3,4,1,1117,55.0,2000,1,2:00.9,0.0,7-7-7-5,34.8-35.6,35.1,482,2019100861.0,2019101782,0,-2,1
2021/08/14,4,4,2,2歳未勝利,202104040102,11,2,2,16.7,4,1,1117,54.0,1800,3,1:50.0,-0.2,4-4,37.6-33.9,33.6,484,2019104976.0,2019101782,0,-4,1
2021/07/25,4,0,5,2歳新馬,202104030205,13,6,9,103.0,12,9,1117,54.0,1800,1,1:49.2,0.8,11-10,35.7-33.7,33.5,488,2019105463.0,2019101782,0,0,1
2023/02/12,9,0,11,京都記念(G2),202309010211,13,1,1,15.2,6,2,660,56.0,2200,1,2:11.5,0.6,5-5-8-9,34.6-34.5,34.5,476,2019105283.0,2019102879,2,-2,1
2023/01/05,6,0,11,日刊スポ賞中山金杯(G3),202306010111,17,1,1,6.0,3,5,1140,57.5,2000,1,2:00.3,0.1,10-10-8-9,36.2-35.9,35.2,478,2019101782.0,2019102879,1,+2,1
2022/12/10,7,0,11,中日新聞杯(G3),202207060311,18,8,16,7.5,4,2,660,56.0,2000,1,1:59.4,0.0,5-5-5-4,37.2-35.1,34.6,476,2019105155.0,2019102879,1,+4,1
2022/11/19,9,0,11,アンドロメダS(L),202209050511,11,4,4,10.1,5,1,660,54.0,2000,1,1:59.3,-0.2,3-3-4-3,36.4-35.3,34.9,472,2018104475.0,2019102879,0,-4,1
2022/05/29,5,0,11,東京優駿(G1),202205021211,18,2,4,198.7,18,13,1140,57.0,2400,1,2:24.0,2.1,13-10-8-8,35.1-35.2,36.2,476,2019105283.0,2019102879,3,-6,1
2022/04/17,6,1,11,皐月賞(G1),202206030811,18,8,17,84.7,14,12,660,57.0,2000,1,2:00.5,0.8,18-18-18-18,35.2-34.9,33.9,482,2019105056.0,2019102879,3,+4,1
2022/03/06,6,1,11,報知弥生ディープ記念(G2),202206020411,11,5,5,10.6,5,10,660,56.0,2000,1,2:01.4,0.9,5-6-9-9,36.2-35.2,35.4,478,2019104706.0,2019102879,2,+2,1
2022/02/06,7,0,11,きさらぎ賞(G3),202207011211,11,2,2,4.0,2,1,660,56.0,2000,3,2:00.5,0.0,8-8-7-7,36.2-35.9,35.0,476,2019106933.0,2019102879,1,-2,1
2021/12/28,6,0,11,ホープフルS(G1),202106050911,15,6,10,34.4,9,6,660,55.0,2000,1,2:01.1,0.5,9-10-10-9,35.9-36.3,35.6,478,2019105155.0,2019102879,3,+4,1
2021/10/30,9,0,5,2歳新馬,202109040705,12,1,1,4.8,2,1,660,55.0,2000,1,2:02.8,-0.1,7-7-7-7,37.5-35.8,35.1,474,2019105301.0,2019102879,0,0,1
2022/10/16,9,0,11,秋華賞(G1),202209040511,16,5,9,3.0,1,3,5339,55.0,2000,1,1:58.7,0.1,14-13-14-14,35.7-34.8,33.5,472,2019105565.0,2019104740,3,+8,1
2022/05/22,5,0,11,優駿牝馬(G1),202205021011,17,8,18,6.5,3,1,5339,55.0,2400,1,2:23.9,-0.2,8-7-8-8,35.3-34.8,33.7,464,2019105565.0,2019104740,3,-6,1
2022/04/10,9,0,11,桜花賞(G1),202209020611,18,4,8,14.5,7,1,1088,55.0,1600,1,1:32.9,0.0,10-9,34.6-34.1,33.5,470,2019102788.0,2019104740,3,-4,1
2022/02/12,5,0,11,デイリー杯クイーンC(G3),202205010511,16,5,9,3.4,1,2,1170,54.0,1600,1,1:34.2,0.1,5-3,35.3-34.4,34.2,474,2019105226.0,2019104740,1,0,1
2022/01/10,6,1,11,フェアリーS(G3),202206010411,16,2,3,4.3,1,2,1077,54.0,1600,1,1:35.3,0.1,5-5-4,35.5-35.3,35.1,474,2019103588.0,2019104740,1,+6,1
2021/11/21,5,1,9,赤松賞(1勝クラス),202105050609,9,8,9,2.3,1,3,1077,54.0,1600,1,1:34.3,0.5,3-3,35.9-34.1,33.8,468,2019105213.0,2019104740,1,+6,1
2021/10/09,5,1,2,2歳未勝利,202105040102,12,5,5,2.6,1,1,1077,54.0,1800,1,1:47.3,-0.3,5-5-7,35.8-34.5,33.9,462,2019100585.0,2019104740,0,-2,1
2021/08/01,4,4,5,2歳新馬,202104030405,10,8,9,4.9,2,2,1077,54.0,1800,1,1:51.3,0.1,8-7,39.0-32.9,32.6,464,2019104982.0,2019104740,0,0,1
2023/02/12,9,0,11,京都記念(G2),202309010211,13,6,9,6.8,3,5,5627,56.0,2200,1,2:11.8,0.9,4-4-5-6,34.6-34.5,35.0,474,2019105283.0,2019105155,2,+4,1
2022/12/10,7,0,11,中日新聞杯(G3),202207060311,18,1,1,7.6,5,1,1180,56.0,2000,1,1:59.4,0.0,12-13-12-13,37.2-35.1,34.0,470,2019102879.0,2019105155,1,0,1
2022/11/06,5,0,11,アルゼンチン共和国杯(G2),202205050211,18,3,6,3.8,2,8,5473,55.0,2500,1,2:31.6,0.5,13-13-13-13,29.5-34.9,33.8,470,2018106273.0,2019105155,2,+10,1
2022/05/29,5,0,11,東京優駿(G1),202205021211,18,8,16,33.4,8,6,1170,57.0,2400,1,2:22.9,1.0,13-15-15-16,35.1-35.2,34.5,460,2019105283.0,2019105155,3,-8,1
2022/04/17,6,1,11,皐月賞(G1),202206030811,18,2,4,7.6,4,13,1170,57.0,2000,1,2:00.6,0.9,7-8-8-8,35.2-34.9,35.0,468,2019105056.0,2019105155,3,0,1
2021/12/28,6,0,11,ホープフルS(G1),202106050911,15,3,5,3.1,2,1,1170,55.0,2000,1,2:00.6,-0.2,3-3-3-3,35.9-36.3,35.8,468,2019105346.0,2019105155,3,-2,1
2021/10/30,9,0,9,萩S(L),202109040709,6,4,4,1.5,1,2,1174,55.0,1800,1,1:48.5,0.0,4-2,36.5-33.7,33.6,470,2019103034.0,2019105155,0,+4,1
2021/08/28,10,0,2,2歳未勝利,202110040502,9,7,7,1.5,1,1,1174,54.0,2000,1,1:59.5,-1.1,7-7-7-7,35.4-34.8,34.2,466,2019104483.0,2019105155,0,0,1
2021/06/27,9,1,5,2歳新馬,202109030405,11,8,10,3.9,2,5,5339,54.0,1800,1,1:48.4,0.5,6-7,35.7-35.7,35.6,466,2019105544.0,2019105155,0,0,1
