race_id,race_round,race_title,race_course,weather,ground_status,time,date,where_racecourse,total_horse_number,frame_number_first,horse_number_first,frame_number_second,horse_number_second,frame_number_third,horse_number_third,tansyo,hukusyo_first,hukusyo_second,hukusyo_third,wakuren,umaren,wide_1_2,wide_1_3,wide_2_3,umatan,renhuku3,rentan3
201903010101,1 R,3歳未勝利,ダ右1700m,天候 : 晴,ダート : 良,発走 : 09:50,2019年4月6日,1回福島1日目,15,1,1,7,12,8,14,190,110,150,300,570,590,260,760,"1,190",870,"2,930","8,200"
201903010102,2 R,3歳未勝利,ダ右1150m,天候 : 晴,ダート : 良,発走 : 10:20,2019年4月6日,1回福島1日目,16,1,1,6,12,5,10,620,190,800,150,"3,270","9,830","2,580",390,"1,830","17,680","9,270","81,260"
201903010103,3 R,3歳未勝利,ダ右1700m,天候 : 晴,ダート : 良,発走 : 10:50,2019年4月6日,1回福島1日目,15,2,2,5,8,4,6,"1,020",270,140,160,530,"1,850",710,900,420,"4,220","2,440","19,460"
201903010104,4 R,障害4歳以上未勝利,障芝2750m,天候 : 晴,芝 : 良,発走 : 11:20,2019年4月6日,1回福島1日目,14,8,13,3,3,2,2,"1,870",320,340,210,"7,380","11,140","2,300","1,030","1,640","19,730","18,670","132,820"
201903010105,5 R,障害4歳以上オープン,障芝2750m,天候 : 晴,芝 : 良,発走 : 12:10,2019年4月6日,1回福島1日目,14,2,2,4,6,8,14,"1,350",380,160,260,"1,920","3,520","1,130","1,940",600,"7,220","7,690","63,370"
201903010106,6 R,4歳以上500万下,ダ右1700m,天候 : 晴,ダート : 良,発走 : 12:45,2019年4月6日,1回福島1日目,15,6,10,2,2,5,8,490,190,170,200,670,900,460,610,560,"1,880","1,790","8,950"
201903010107,7 R,3歳未勝利,芝右1200m,天候 : 晴,芝 : 良,発走 : 13:15,2019年4月6日,1回福島1日目,16,2,3,8,15,5,9,570,260,240,"3,330","2,170","2,240",650,"9,770","10,860","4,650","72,710","244,260"
201903010108,8 R,3歳未勝利,芝右2600m,天候 : 晴,芝 : 良,発走 : 13:45,2019年4月6日,1回福島1日目,16,7,13,5,9,6,12,380,170,340,"1,140","1,330","2,020",730,"3,050","4,910","3,560","27,650","81,160"
201903010109,9 R,4歳以上500万下,ダ右1150m,天候 : 晴,ダート : 良,発走 : 14:15,2019年4月6日,1回福島1日目,16,6,11,3,6,3,5,"1,010",280,530,180,870,"8,030","2,280",650,"1,410","12,480","7,850","62,040"
201903010110,10 R,ひめさゆり賞 ,芝右2000m,天候 : 晴,芝 : 良,"発走 : 14:50

過去のひめさゆり賞",2019年4月6日,1回福島1日目,11,7,9,5,5,6,7,250,120,140,200,510,490,240,410,620,890,"1,270","4,660"
