race_id,race_round,race_title,race_course,weather,ground_status,time,date,where_racecourse,total_horse_number,frame_number_first,horse_number_first,frame_number_second,horse_number_second,frame_number_third,horse_number_third,tansyo,hukusyo_first,hukusyo_second,hukusyo_third,wakuren,umaren,wide_1_2,wide_1_3,wide_2_3,umatan,renhuku3,rentan3
202203030101,1 R,2歳未勝利,ダ右1150m,天候 : 晴,ダート : 良,発走 : 09:50,2022年11月5日,3回福島1日目,16,4,8,5,10,3,6,550,220,210,320,850,"1,370",570,"1,150","1,030","3,130","5,030","32,700"
202203030102,2 R,2歳未勝利,芝右1200m,天候 : 晴,芝 : 良,発走 : 10:20,2022年11月5日,3回福島1日目,16,3,6,6,12,1,2,510,190,380,800,"2,330","2,500",920,"2,600","4,610","4,370","22,490","92,790"
202203030103,3 R,3歳以上1勝クラス,ダ右1700m,天候 : 晴,ダート : 良,発走 : 10:50,2022年11月5日,3回福島1日目,15,7,13,6,11,1,1,"3,040",610,340,160,"12,850","21,060","5,950","1,290",830,"45,080","18,420","273,130"
202203030104,4 R,障害3歳以上オープン,障芝3350m,天候 : 晴,芝 : 良,発走 : 11:20,2022年11月5日,3回福島1日目,14,4,6,6,9,4,5,"1,660",440,180,470,"1,520","3,070","1,050","3,080","1,510","8,180","17,020","114,320"
202203030105,5 R,障害3歳以上未勝利,障芝2750m,天候 : 晴,芝 : 良,発走 : 12:10,2022年11月5日,3回福島1日目,8,6,6,2,2,4,4,430,120,310,110,"5,510",0,"1,150",180,760,"7,750","2,330","23,670"
202203030106,6 R,3歳以上1勝クラス,ダ右2400m,天候 : 晴,ダート : 良,発走 : 12:45,2022年11月5日,3回福島1日目,11,8,11,6,6,3,3,"2,730",550,190,320,"1,900","5,730","1,670","3,120","1,080","13,700","16,890","147,760"
202203030107,7 R,3歳以上1勝クラス,ダ右1150m,天候 : 晴,ダート : 良,発走 : 13:15,2022年11月5日,3回福島1日目,16,8,15,8,16,3,5,780,250,170,160,"1,930","1,480",590,800,460,"3,540","2,710","20,560"
202203030108,8 R,3歳以上1勝クラス,芝右2600m,天候 : 晴,芝 : 良,発走 : 13:45,2022年11月5日,3回福島1日目,16,8,15,6,11,5,10,350,160,170,190,750,"1,040",390,610,690,"1,900","2,570","12,630"
202203030109,9 R,土湯温泉特別 ,芝右2000m,天候 : 晴,芝 : 良,"発走 : 14:15

過去の土湯温泉特別",2022年11月5日,3回福島1日目,15,5,9,3,5,7,13,400,190,140,580,500,650,310,"2,350","1,200","1,490","5,520","22,110"
202203030110,10 R,飯坂温泉特別 ,芝右1200m,天候 : 晴,芝 : 良,"発走 : 14:50

過去の飯坂温泉特別",2022年11月5日,3回福島1日目,16,5,10,8,16,1,2,360,170,320,"1,100","2,190","2,520",970,"3,200","10,310","4,000","54,590","197,430"
202203030111,11 R,河北新報杯 ,ダ右1700m,天候 : 晴,ダート : 良,"発走 : 15:25

過去の河北新報杯",2022年11月5日,3回福島1日目,15,2,2,2,3,8,14,440,200,280,170,"2,110","2,210",890,630,960,"3,900","4,320","25,960"
202203030112,12 R,3歳以上1勝クラス,芝右1200m,天候 : 晴,芝 : 良,発走 : 16:01,2022年11月5日,3回福島1日目,16,2,4,4,7,6,11,280,140,290,160,"1,510","2,550",900,310,800,"3,680","2,960","14,040"
202203030201,1 R,2歳未勝利,ダ右1700m,天候 : 晴,ダート : 良,発走 : 09:50,2022年11月6日,3回福島2日目,11,5,5,8,10,6,6,210,110,150,190,320,430,220,310,580,720,"1,280","3,450"
202203030202,2 R,2歳未勝利,芝右1200m,天候 : 晴,芝 : 良,発走 : 10:20,2022年11月6日,3回福島2日目,16,2,3,2,4,6,11,190,110,120,170,330,220,160,320,390,380,590,"1,510"
202203030203,3 R,3歳以上1勝クラス,ダ右1700m,天候 : 晴,ダート : 良,発走 : 10:50,2022年11月6日,3回福島2日目,15,6,11,2,2,2,3,470,190,480,330,"1,540","3,280","1,140",940,"2,070","5,470","10,560","53,920"
202203030204,4 R,障害3歳以上未勝利,障芝2750m,天候 : 晴,芝 : 良,発走 : 11:20,2022年11月6日,3回福島2日目,12,8,11,1,1,3,3,370,140,110,220,510,520,230,650,380,"1,030","1,340","5,110"
202203030205,5 R,2歳新馬,芝右1200m,天候 : 晴,芝 : 良,発走 : 12:10,2022年11月6日,3回福島2日目,16,7,13,3,5,4,7,270,130,270,200,"1,210","1,740",690,480,"1,160","2,840","4,040","16,520"
202203030206,6 R,2歳未勝利,芝右1800m,天候 : 晴,芝 : 良,発走 : 12:40,2022年11月6日,3回福島2日目,16,4,7,5,10,5,9,390,140,130,220,390,410,240,630,510,940,"1,020","5,100"
202203030207,7 R,3歳以上1勝クラス,ダ右1150m,天候 : 晴,ダート : 良,発走 : 13:10,2022年11月6日,3回福島2日目,15,3,4,1,1,6,10,580,240,230,950,780,"1,240",650,"3,070","3,010","3,410","16,440","61,530"
202203030208,8 R,3歳以上1勝クラス,芝右2000m,天候 : 晴,芝 : 良,発走 : 13:40,2022年11月6日,3回福島2日目,16,7,13,8,16,5,9,680,230,180,280,"1,470","2,400",900,"1,300","1,000","4,400","6,660","35,420"
202203030209,9 R,高湯温泉特別 ,芝右1800m,天候 : 晴,芝 : 良,"発走 : 14:15

過去の高湯温泉特別",2022年11月6日,3回福島2日目,15,2,3,3,5,6,10,470,210,"1,050",750,"6,700","7,810","1,970","1,660","7,580","11,760","42,540","206,140"
202203030210,10 R,三陸特別 ,芝右2600m,天候 : 晴,芝 : 良,"発走 : 14:50

過去の三陸特別",2022年11月6日,3回福島2日目,15,7,13,3,4,5,8,990,300,260,150,"2,410","5,050","1,590",600,590,"9,580","4,540","35,820"
202203030211,11 R,フルーツラインカップ ,ダ右1150m,天候 : 晴,ダート : 良,"発走 : 15:25

過去のフルーツラインカップ",2022年11月6日,3回福島2日目,13,2,2,6,9,8,12,460,170,520,140,"1,420","8,780","2,240",370,"1,770","13,090","8,580","59,150"
202203030212,12 R,3歳以上1勝クラス,芝右1200m,天候 : 晴,芝 : 良,発走 : 16:01,2022年11月6日,3回福島2日目,16,2,4,1,1,6,12,450,220,280,850,890,"1,600",650,"2,100","2,720","3,120","13,550","49,680"
202203030301,1 R,2歳未勝利,ダ右1150m,天候 : 晴,ダート : 良,発走 : 09:50,2022年11月12日,3回福島3日目,16,8,16,6,11,7,13,920,540,"1,670",660,"4,610","11,900","2,500","1,110","2,370","21,630","21,220","119,750"
202203030302,2 R,2歳未勝利,ダ右1700m,天候 : 晴,ダート : 良,発走 : 10:15,2022年11月12日,3回福島3日目,14,8,14,1,1,3,3,"1,090",350,160,570,"1,460","2,000",730,"3,850",950,"4,470","14,640","54,830"
202203030303,3 R,2歳未勝利,芝右1200m,天候 : 晴,芝 : 良,発走 : 10:45,2022年11月12日,3回福島3日目,16,1,2,8,15,7,14,570,200,390,290,"2,460","3,240","1,100",820,"1,630","4,830","8,560","37,590"
202203030304,4 R,3歳以上1勝クラス,ダ右1150m,天候 : 晴,ダート : 良,発走 : 11:15,2022年11月12日,3回福島3日目,16,4,7,4,8,6,12,400,180,290,"1,100","1,510","1,660",650,"3,950","6,010","3,120","29,220","113,220"
202203030305,5 R,2歳新馬,芝右2000m,天候 : 晴,芝 : 良,発走 : 12:05,2022年11月12日,3回福島3日目,14,6,9,6,10,4,6,"1,190",360,230,440,"3,350","3,270","1,040","1,960","1,430","6,790","12,080","70,230"
202203030306,6 R,3歳以上1勝クラス,芝右1200m,天候 : 晴,芝 : 良,発走 : 12:35,2022年11月12日,3回福島3日目,16,1,1,1,2,2,4,200,140,460,420,"2,930","2,570","1,230",920,"3,040","4,660","11,960","50,690"
202203030307,7 R,3歳以上1勝クラス,ダ右1700m,天候 : 晴,ダート : 良,発走 : 13:05,2022年11月12日,3回福島3日目,15,3,4,6,11,4,6,500,190,130,130,370,"1,090",390,430,220,"2,260",970,"6,470"
202203030308,8 R,3歳以上1勝クラス,芝右2600m,天候 : 晴,芝 : 良,発走 : 13:35,2022年11月12日,3回福島3日目,16,1,1,8,16,8,15,"2,370",840,210,390,"1,930","7,870","2,290","6,030","1,230","17,470","42,260","251,040"
202203030309,9 R,二本松特別 ,芝右2000m,天候 : 晴,芝 : 良,"発走 : 14:10

過去の二本松特別",2022年11月12日,3回福島3日目,15,2,2,4,6,5,9,"1,200",290,170,130,"1,840","2,110",600,490,280,"5,000","1,830","17,800"
202203030310,10 R,会津特別 ,芝右1200m,天候 : 晴,芝 : 良,"発走 : 14:45

過去の会津特別",2022年11月12日,3回福島3日目,16,4,7,8,15,5,9,"1,440",420,"1,380","1,480","14,770","29,470","8,270","5,630","19,460","49,790","221,290","1,036,040"
202203030311,11 R,奥羽ステークス ,ダ右1700m,天候 : 晴,ダート : 良,"発走 : 15:20

過去の奥羽ステークス",2022年11月12日,3回福島3日目,15,5,8,5,9,8,15,340,180,290,830,"2,130","2,020",740,"3,130","4,530","3,070","25,870","100,830"
202203030312,12 R,3歳以上1勝クラス,芝右1200m,天候 : 晴,芝 : 良,発走 : 15:55,2022年11月12日,3回福島3日目,16,8,15,2,3,6,12,"3,080",670,230,390,"5,200","15,340","4,410","4,530",910,"34,900","44,060","300,150"
202203030401,1 R,2歳未勝利,ダ右1700m,天候 : 晴,ダート : 良,発走 : 09:50,2022年11月13日,3回福島4日目,15,3,4,4,7,7,12,440,160,110,430,530,340,200,"1,890",880,930,"2,640","12,730"
202203030402,2 R,2歳未勝利,芝右2000m,天候 : 晴,芝 : 良,発走 : 10:20,2022年11月13日,3回福島4日目,16,6,12,8,16,8,15,240,130,560,270,920,"3,520","1,370",570,"2,600","4,320","7,200","29,990"
202203030403,3 R,3歳以上1勝クラス,ダ右1700m,天候 : 晴,ダート : 良,発走 : 10:45,2022年11月13日,3回福島4日目,15,4,6,8,14,3,4,"1,650",580,270,"1,240","1,740","5,820","2,080","8,430","3,010","13,610","57,860","319,180"
202203030404,4 R,障害3歳以上未勝利,障芝2750m,天候 : 晴,芝 : 良,発走 : 11:15,2022年11月13日,3回福島4日目,8,4,4,6,6,3,3,490,280,230,310,"1,350",0,470,560,580,"3,090","3,240","16,060"
202203030405,5 R,障害3歳以上未勝利,障芝2750m,天候 : 曇,芝 : 良,発走 : 12:00,2022年11月13日,3回福島4日目,8,3,3,5,5,4,4,540,120,280,110,"4,790",0,700,150,510,"7,750","1,630","15,800"
202203030406,6 R,3歳以上1勝クラス,ダ右1700m,天候 : 曇,ダート : 良,発走 : 12:35,2022年11月13日,3回福島4日目,15,6,11,3,4,2,2,360,150,330,220,"1,640","1,870",650,500,"1,440","2,970","3,640","13,380"
202203030407,7 R,3歳以上1勝クラス,芝右1200m,天候 : 曇,芝 : 良,発走 : 13:05,2022年11月13日,3回福島4日目,16,5,9,7,14,8,15,430,170,180,680,720,990,420,"2,870","2,370","1,940","11,460","38,390"
202203030408,8 R,3歳以上1勝クラス,芝右1800m,天候 : 曇,芝 : 良,発走 : 13:35,2022年11月13日,3回福島4日目,16,2,3,7,14,5,10,"1,950",390,250,150,"2,480","9,060","2,640","1,100",650,"19,780","9,190","93,740"
