race_id,race_round,race_title,race_course,weather,ground_status,time,date,where_racecourse,total_horse_number,frame_number_first,horse_number_first,frame_number_second,horse_number_second,frame_number_third,horse_number_third,tansyo,hukusyo_first,hukusyo_second,hukusyo_third,wakuren,umaren,wide_1_2,wide_1_3,wide_2_3,umatan,renhuku3,rentan3
202206050101,1 R,2歳未勝利,ダ右1200m,天候 : 曇,ダート : 稍重,発走 : 09:50,2022年12月3日,5回中山1日目,16,4,7,2,3,1,1,340,140,260,520,700,"1,480",570,"1,070","2,770","2,380","8,070","27,930"
202206050102,2 R,2歳未勝利,ダ右1800m,天候 : 晴,ダート : 稍重,発走 : 10:15,2022年12月3日,5回中山1日目,16,8,16,8,15,3,6,"2,960",480,580,210,"16,910","17,490","4,260","1,580","1,710","36,770","42,560","348,320"
202206050103,3 R,2歳未勝利,芝右 外1600m,天候 : 晴,芝 : 良,発走 : 10:45,2022年12月3日,5回中山1日目,15,8,14,8,15,5,9,"2,160",580,190,"1,230","3,690","2,960","1,210","9,970","3,390","8,440","37,280","202,350"
202206050104,4 R,2歳未勝利,ダ右1800m,天候 : 晴,ダート : 稍重,発走 : 11:15,2022年12月3日,5回中山1日目,16,6,11,3,5,6,12,"4,690",770,180,220,920,"5,400","1,680","4,160",610,"15,940","12,930","133,910"
202206050105,5 R,2歳新馬,芝右 外1200m,天候 : 曇,芝 : 良,発走 : 12:05,2022年12月3日,5回中山1日目,16,7,13,1,2,2,3,280,130,170,220,530,910,430,540,690,"1,540","2,490","8,500"
202206050106,6 R,2歳新馬,ダ右1200m,天候 : 曇,ダート : 良,発走 : 12:35,2022年12月3日,5回中山1日目,16,6,12,8,15,4,7,430,210,320,490,"1,260","2,150",820,"2,400","1,670","3,570","18,280","69,080"
202206050107,7 R,3歳以上1勝クラス,ダ右1800m,天候 : 曇,ダート : 良,発走 : 13:05,2022年12月3日,5回中山1日目,11,6,7,3,3,5,5,690,200,520,310,"2,370","6,330","2,160",800,"1,820","11,160","9,710","52,490"
202206050108,8 R,イルミネーションJS ,障芝3570m,天候 : 曇,芝 : 良,"発走 : 13:40

過去のイルミネーションJS",2022年12月3日,5回中山1日目,14,3,3,5,8,2,2,"1,000",300,150,190,"1,380","1,870",760,"1,280",390,"4,450","3,860","28,770"
202206050109,9 R,葉牡丹賞 ,芝右2000m,天候 : 曇,芝 : 良,"発走 : 14:15

過去の葉牡丹賞",2022年12月3日,5回中山1日目,18,3,5,1,1,2,3,280,150,390,"1,110",600,"2,710",990,"2,870","10,950","3,540","50,220","167,470"
202206050110,10 R,鹿島特別 ,ダ右1200m,天候 : 曇,ダート : 良,"発走 : 14:50

過去の鹿島特別",2022年12月3日,5回中山1日目,16,7,13,2,4,3,5,130,110,810,130,"1,690","3,670","1,320",180,"2,130","3,440","4,160","16,100"
202206050111,11 R,第56回ステイヤーズS(G2),芝右 内2周3600m,天候 : 曇,芝 : 良,"発走 : 15:25

過去のステイヤーズS",2022年12月3日,5回中山1日目,14,5,7,7,12,6,9,540,200,300,210,"2,400","2,720",870,640,"1,160","4,630","5,770","30,240"
202206050112,12 R,3歳以上2勝クラス,芝右 外1200m,天候 : 曇,芝 : 良,発走 : 16:01,2022年12月3日,5回中山1日目,16,5,9,6,12,4,7,240,140,280,200,"1,720","1,970",740,400,"1,620","2,490","4,180","16,580"
202206050201,1 R,2歳未勝利,ダ右1200m,天候 : 晴,ダート : 良,発走 : 09:50,2022年12月4日,5回中山2日目,16,1,1,3,6,8,16,340,150,460,420,"3,770","3,050",940,860,"2,010","4,290","13,370","57,090"
202206050202,2 R,2歳未勝利,ダ右1800m,天候 : 晴,ダート : 良,発走 : 10:15,2022年12月4日,5回中山2日目,16,6,12,5,10,3,5,260,140,200,240,680,840,410,650,"1,090","1,430","3,850","10,990"
202206050203,3 R,2歳未勝利,芝右2000m,天候 : 晴,芝 : 良,発走 : 10:45,2022年12月4日,5回中山2日目,16,7,13,5,10,1,1,140,110,290,170,700,"1,130",450,270,"1,180","1,440","1,970","6,910"
202206050204,4 R,2歳新馬,ダ右1800m,天候 : 晴,ダート : 良,発走 : 11:15,2022年12月4日,5回中山2日目,15,1,1,5,9,8,14,240,150,690,180,870,"5,930","1,950",440,"1,960","7,380","6,460","34,520"
202206050205,5 R,2歳新馬,芝右2000m,天候 : 晴,芝 : 良,発走 : 12:05,2022年12月4日,5回中山2日目,14,8,14,8,13,4,5,320,150,210,390,790,850,400,"1,120","2,260","1,340","5,570","19,370"
202206050206,6 R,2歳1勝クラス,ダ右1200m,天候 : 晴,ダート : 良,発走 : 12:35,2022年12月4日,5回中山2日目,12,6,7,5,6,7,9,530,150,170,110,"1,560","2,640",640,230,300,"5,090","1,030","10,750"
