race_id,race_title,date,race_round,time,race_course,weather,ground_status,where_racecourse,total_horse_number
202307020611,高松宮記念(G1) 出馬表,2023年3月26日 中京11R レース情報(JRA) - netkeiba.com,"

11R
","
15:40発走 "," 芝1200m (左)
"," 天候:小雨
"," 馬場:不
",中京,18頭
