date,whereracecourse,weather,race_round,race_title,race_id,total_horse_number,frame_number,horse_number,odds,popular,rank,rider_id,horse_wight,distance,groud_status,goal_time,goal_time_dif,half_way_rank,pace,last_time,horse_weight,runner-up-horse-id,prize,horse_id,race_type,surface
2014-03-02,1阪神2,曇,11,阪急杯(G3),201409010211,16,3,6,15.3,8,2,00733,56,1400,良,81.4,0.7,12-12,33.8-35.8,35.4,510(+4),2010106552,"1,617.8",2006102822,G3,芝
2013-12-23,5阪神9,晴,11,阪神C(G2),201309050911,18,3,6,12.5,6,4,00733,57,1400,良,81.8,0.4,12-13,35.0-34.8,34.4,506(+14),2008103244,980.0,2006102822,G2,芝
2013-10-26,4京都8,晴,11,毎日放送賞スワンS(G2),201308040811,13,8,12,36.0,11,8,00733,57,1400,稍,81.6,0.8,11-11,35.3-34.0,34.0,492(-8),2010106552, ,2006102822,G2,芝
2013-09-29,4中山9,晴,11,スプリンターズS(G1),201306040911,16,2,4,68.4,9,8,00733,57,1200,良,67.7,0.5,14-14,32.9-34.3,33.6,500(-4),2008103552, ,2006102822,G1,芝
2013-08-25,4函館4,晴,11,キーンランドC(G3),201302040411,16,8,16,20.8,7,7,00733,59,1200,稍,72.6,0.9,8-8,34.9-36.8,37.1,504(-6),2008103048, ,2006102822,G3,芝
2013-05-11,2東京7,雨,11,京王杯スプリングC(G2),201305020711,18,5,9,14.0,7,11,00733,57,1400,稍,81.2,0.6,10-10,33.9-34.9,34.5,510(+4),2009105925, ,2006102822,G2,芝
2013-03-24,2中京6,晴,11,高松宮記念(G1),201307020611,17,5,9,10.4,3,9,00733,57,1200,良,68.7,0.6,15-17,34.3-33.8,33.2,506(-10),2008103552, ,2006102822,G1,芝
2013-02-24,1阪神2,晴,11,阪急杯(G3),201309010211,16,1,1,8.8,3,4,00733,57,1400,良,81.2,0.2,10-10,34.4-35.4,34.2,516(+10),2008103552,570.0,2006102822,G3,芝
2012-12-24,5阪神9,晴,11,阪神C(G2),201209050911,18,7,13,7.9,3,1,00733,57,1400,良,81.0,-0.2,14-13,34.3-35.5,34.4,506(+8),2007101163,"6,633.0",2006102822,G2,芝
2012-11-18,5京都6,晴,11,マイルチャンピオンS(G1),201208050611,18,1,2,74.1,17,7,00733,57,1600,稍,93.4,0.5,11-10,35.0-34.7,34.4,498(+2),2008102652, ,2006102822,G1,芝
2012-10-27,4京都8,晴,11,毎日放送賞スワンS(G2),201208040811,16,5,10,9.1,4,8,00733,57,1400,良,80.9,0.4,12-13,35.2-33.8,33.4,496(-4),2008103388, ,2006102822,G2,芝
2012-09-30,4中山9,晴,11,スプリンターズS(G1),201206040911,16,2,4,36.2,11,6,00733,57,1200,良,67.0,0.3,13-13,32.7-34.0,33.3,500(+4),2008103552, ,2006102822,G1,芝
2012-09-09,4阪神2,晴,11,セントウルS(G2),201209040211,16,1,2,19.4,7,14,00733,57,1200,良,68.2,0.9,8-9,33.2-34.1,33.9,496(-2),2009106383, ,2006102822,G2,芝
2012-05-12,2東京7,晴,11,京王杯スプリングC(G2),201205020711,15,2,2,4.0,1,10,00733,57,1400,良,80.8,0.7,4-4,34.2-34.2,34.5,498(-6),2008102652, ,2006102822,G2,芝
2012-03-25,1中京8,晴,11,高松宮記念(G1),201207010811,18,8,17,6.5,3,2,00733,57,1200,良,70.3,0.0,10-12,34.5-35.8,34.7,504(-6),2007102807,"3,911.6",2006102822,G1,芝
2012-02-26,1阪神2,曇,11,阪急杯(G3),201209010211,16,8,16,2.9,1,3,00733,57,1400,良,82.3,0.3,10-11,33.7-36.2,35.7,510(+10),2007104807,958.7,2006102822,G3,芝
2011-12-17,6阪神5,晴,11,阪神C(G2),201109060511,18,7,13,9.8,4,1,00733,57,1400,良,80.5,0.0,10-9,34.0-35.1,34.4,500(+8),2008103388,"7,149.8",2006102822,G2,芝
2011-10-29,5京都7,晴,11,毎日放送賞スワンS(G2),201108050711,18,7,15,8.9,5,4,00733,57,1400,良,80.0,0.6,15-15,34.4-34.1,33.3,492(-10),2007104749,870.0,2006102822,G2,芝
2011-10-02,4中山8,曇,11,スプリンターズS(G1),201106040811,15,3,6,16.6,5,7,00733,57,1200,良,68.0,0.6,12-12,33.0-34.4,33.9,502(+8),2007102807, ,2006102822,G1,芝
2011-09-11,5阪神2,晴,11,セントウルS(G2),201109050211,15,4,7,10.9,4,4,00733,57,1200,良,68.7,0.2,13-12,34.1-34.4,33.5,494(-6),2007101300,870.0,2006102822,G2,芝
2011-06-05,3東京6,曇,11,安田記念(G1),201105030611,18,3,5,33.9,11,13,00660,58,1600,良,93.1,1.1,14-11,33.9-35.0,34.9,500(-4),2008103244, ,2006102822,G1,芝
2011-05-14,2東京7,晴,11,京王杯スプリングC(G2),201105020711,17,3,6,3.8,1,9,00733,57,1400,良,80.8,0.6,15-15,35.0-33.8,33.2,504(+10),2006102934, ,2006102822,G2,芝
2011-03-27,2阪神2,晴,11,高松宮記念(G1),201109020211,16,4,8,10.5,4,2,00733,57,1200,良,68.1,0.2,11-10,33.6-34.3,33.3,494(-2),2003110212,"3,897.2",2006102822,G1,芝
2011-02-27,1阪神2,晴,11,阪急杯(G3),201109010211,16,8,15,8.4,4,1,00733,57,1400,良,80.1,-0.2,8-7,33.2-35.3,34.7,496(+2),2007101163,"4,067.2",2006102822,G3,芝
2010-12-18,5阪神5,晴,11,阪神C(G2),201009050511,17,6,12,20.2,7,6,00733,57,1400,良,80.7,0.4,12-13,34.6-34.5,33.7,494(0),2003110212, ,2006102822,G2,芝
2010-11-21,5東京6,曇,11,霜月S(OP),201005050611,16,4,7,5.9,2,11,00733,57,1400,良,85.2,2.1,12-13,34.7-36.4,37.1,494(+2),2006100106, ,2006102822,OP,ダ
2010-10-23,4東京5,晴,11,富士S(G3),201005040511,17,8,16,9.8,4,8,00733,57,1600,良,93.2,0.4,3-4,35.0-34.5,34.5,492(+2),2006103340, ,2006102822,G3,芝
2010-10-03,4中山8,晴,11,スプリンターズS(G1),201006040811,16,2,3,15.9,7,3,00733,57,1200,良,67.7,0.3,15-12,33.3-34.1,33.6,490(0),2002190009,"2,448.6",2006102822,G1,芝
2010-09-12,4中山2,晴,11,京成杯オータムH(G3),201006040211,14,4,6,7.1,3,5,00733,57,1600,良,93.0,0.2,12-12-8,35.4-34.3,33.7,490(-6),2006103312,400.0,2006102822,G3,芝
2010-06-06,3東京6,晴,11,安田記念(G1),201005030611,18,8,16,39.9,14,13,00733,58,1600,良,92.8,1.1,12-11,33.6-35.4,35.4,496(0),2004103318, ,2006102822,G1,芝
2010-05-15,2東京7,晴,11,京王杯スプリングC(G2),201005020711,17,3,6,5.1,2,10,00733,57,1400,良,80.7,0.9,13-13,34.6-33.9,33.1,496(+6),2005103146, ,2006102822,G2,芝
2010-03-28,2中京8,曇,11,高松宮記念(G1),201007020811,18,7,13,9.3,4,4,00733,57,1200,良,68.7,0.1,15-16,33.5-35.1,34.1,490(+2),2003110212,"1,400.0",2006102822,G1,芝
2010-02-28,1阪神2,曇,11,阪急杯(G3),201009010211,16,3,6,20.4,7,3,00733,58,1400,良,81.6,0.2,9-9,35.0-35.2,34.5,488(-2),2005110172,"1,009.6",2006102822,G3,芝
2009-12-20,5阪神6,晴,11,阪神C(G2),200909050611,18,8,17,19.9,11,2,00733,56,1400,良,80.6,0.2,15-15,33.7-35.3,34.7,490(-2),2003110212,"2,329.7",2006102822,G2,芝
2009-11-22,5京都6,小雨,11,マイルチャンピオンS(G1),200908050611,18,8,16,43.9,15,12,00733,56,1600,良,93.8,0.6,14-14,34.8-34.5,33.6,492(-4),2001103435, ,2006102822,G1,芝
2009-10-24,4東京5,曇,11,富士S(G3),200905040511,18,8,18,13.4,8,11,00733,56,1600,良,93.7,0.4,9-10,34.4-35.0,34.4,496(+6),2004103282, ,2006102822,G3,芝
2009-04-11,3中山5,晴,11,ニュージーランドT(G2),200906030511,16,3,5,2.6,1,1,00733,56,1600,良,93.8,-0.3,12-6-6,34.9-35.4,34.9,488(-4),2006100130,"5,519.0",2006102822,G2,芝
2009-03-22,2中山8,雨,11,フジTVスプリングS(G2),200906020811,16,7,14,14.4,4,4,00733,56,1800,良,111.0,0.2,10-10-8-10,36.6-35.2,34.7,492(+6),2006103308,810.0,2006102822,G2,芝
2009-01-31,1東京1,曇,9,クロッカスS(OP),200905010109,13,5,7,3.3,1,1,00733,56,1400,不,85.0,-0.2,6-5,35.7-37.0,36.5,486(+2),2006103696,"1,932.2",2006102822,OP,芝
2009-01-05,1中山2,晴,9,ジュニアC(OP),200906010209,8,4,4,1.8,1,3,00733,56,1600,良,94.8,0.2,7-6-6,34.0-36.5,35.5,484(-6),2006104413,483.3,2006102822,OP,芝
2008-12-20,5中山5,晴,9,ひいらぎ賞(500万下),200806050509,16,8,15,2.0,1,3,00733,55,1600,良,95.7,0.4,14-8-7,35.8-35.4,35.3,490(+8),2006102663,256.4,2006102822,500万下,芝
2008-11-22,5東京5,晴,11,東京スポーツ杯2歳S(G3),200805050511,14,4,6,12.1,4,3,00733,55,1800,良,107.9,0.2,8-7-7,35.0-34.3,33.7,482(-4),2006102424,807.4,2006102822,G3,芝
2008-10-19,4東京4,晴,4,2歳新馬,200805040404,16,1,2,5.0,3,1,00733,55,1600,良,95.4,0.0,6-6,35.9-35.0,34.5,486(0),2006102934,700.0,2006102822,,芝
2014-02-23,1東京8,晴,11,フェブラリーS(G1),201405010811,16,8,16,48.9,9,15,00660,57,1600,良,97.2,1.2,12-13,35.5-35.4,35.8,470(-2),2010106548, ,2006104625,G1,ダ
2014-02-02,1東京2,晴,11,根岸S(G3),201405010211,16,7,14,14.0,5,3,00660,56,1400,良,83.5,0.1,16-16,35.3-36.1,34.9,472(0),2007102676,938.2,2006104625,G3,ダ
2013-12-08,5中山4,晴,11,カペラS(G3),201306050411,16,2,4,4.2,2,3,00660,57,1200,良,70.8,0.1,15-13,34.3-36.4,35.0,472(+6),2008103212,889.5,2006104625,G3,ダ
2013-11-10,5東京4,曇,11,東京中日S杯武蔵野S(G3),201305050411,16,8,15,10.0,5,11,00660,57,1600,良,96.2,0.9,16-15,34.7-36.4,36.0,466(+2),2008103004, ,2006104625,G3,ダ
2013-09-29,4中山9,晴,11,スプリンターズS(G1),201306040911,16,8,16,124.8,13,9,05386,57,1200,良,67.8,0.6,16-15,32.9-34.3,33.4,464(-6),2008103552, ,2006104625,G1,芝
2013-07-07,3中京4,晴,11,プロキオンS(G3),201307030411,16,1,2,6.3,3,5,01116,57,1400,良,82.1,0.2,11-9,34.1-36.3,35.0,470(0),2007103350,350.0,2006104625,G3,ダ
