race_id,race_round,race_title,race_course,weather,ground_status,time,date,where_racecourse,total_horse_number,frame_number_first,horse_number_first,frame_number_second,horse_number_second,frame_number_third,horse_number_third,tansyo,hukusyo_first,hukusyo_second,hukusyo_third,wakuren,umaren,wide_1_2,wide_1_3,wide_2_3,umatan,renhuku3,rentan3
201905010101,1 R,3歳未勝利,ダ左1300m,天候 : 晴,ダート : 良,発走 : 10:10,2019年1月26日,1回東京1日目,16,8,16,2,3,5,10,"1,880",280,110,120,640,"2,110",700,650,200,"6,360","1,560","18,190"
201905010102,2 R,3歳新馬,ダ左1400m,天候 : 晴,ダート : 良,発走 : 10:40,2019年1月26日,1回東京1日目,16,6,11,5,9,2,4,530,210,520,330,"4,710","8,480","2,070","1,080","2,640","13,790","25,530","171,140"
201905010103,3 R,3歳未勝利,ダ左1600m,天候 : 晴,ダート : 良,発走 : 11:10,2019年1月26日,1回東京1日目,16,4,7,1,1,6,12,620,230,160,370,"1,050","1,420",620,"1,480","1,070","2,420","5,650","27,650"
201905010104,4 R,3歳500万下,ダ左1600m,天候 : 晴,ダート : 良,発走 : 11:40,2019年1月26日,1回東京1日目,14,8,13,3,4,6,10,340,170,170,480,550,760,380,"1,130","1,600","1,480","3,870","16,710"
201905010107,7 R,4歳以上500万下,ダ左1400m,天候 : 晴,ダート : 良,発走 : 13:30,2019年1月26日,1回東京1日目,16,7,14,5,10,7,13,640,220,190,460,"1,070","1,250",500,"1,300","1,340","2,380","5,420","25,790"
201905010108,8 R,4歳以上1000万下,ダ左2100m,天候 : 晴,ダート : 良,発走 : 14:01,2019年1月26日,1回東京1日目,11,7,8,7,9,6,6,160,110,180,310,520,500,290,610,"1,280",670,"2,760","5,750"
201905010109,9 R,白嶺ステークス ,ダ左1600m,天候 : 曇,ダート : 良,"発走 : 14:35

過去の白嶺ステークス",2019年1月26日,1回東京1日目,10,6,6,8,10,5,5,"1,490",320,160,150,"2,680","3,250",860,900,350,"8,410","3,490","30,170"
201905010201,1 R,3歳未勝利,ダ左1400m,天候 : 晴,ダート : 良,発走 : 10:10,2019年1月27日,1回東京2日目,16,8,16,6,12,5,9,330,170,"1,000",320,"2,180","10,100","3,700",880,"6,050","13,550","33,170","159,190"
201905010202,2 R,3歳未勝利,ダ左2100m,天候 : 晴,ダート : 良,発走 : 10:40,2019年1月27日,1回東京2日目,15,3,5,7,12,4,6,470,190,160,"1,080",590,690,350,"2,470","2,280","1,390","8,830","34,670"
201905010203,3 R,3歳新馬,ダ左1600m,天候 : 晴,ダート : 良,発走 : 11:10,2019年1月27日,1回東京2日目,16,6,12,7,13,8,16,120,110,210,210,620,680,290,310,"1,360",770,"2,310","5,120"
201905010204,4 R,4歳以上500万下,ダ左1600m,天候 : 晴,ダート : 良,発走 : 11:40,2019年1月27日,1回東京2日目,16,3,6,7,13,4,8,670,220,500,150,"2,430","5,490","1,580",480,"1,220","8,820","5,850","40,470"
