race_id,race_round,race_title,race_course,weather,ground_status,time,date,where_racecourse,total_horse_number,frame_number_first,horse_number_first,frame_number_second,horse_number_second,frame_number_third,horse_number_third,tansyo,hukusyo_first,hukusyo_second,hukusyo_third,wakuren,umaren,wide_1_2,wide_1_3,wide_2_3,umatan,renhuku3,rentan3
202105010101,1 R,3歳未勝利,ダ左1400m,天候 : 晴,ダート : 重,発走 : 10:10,2021年1月30日,1回東京1日目,16,1,2,2,4,2,3,"1,020",270,150,220,"1,180","1,920",630,980,530,"4,140","3,650","24,570"
202105010102,2 R,3歳新馬,ダ左1400m,天候 : 晴,ダート : 重,発走 : 10:40,2021年1月30日,1回東京1日目,16,4,8,6,11,2,3,"1,030",260,210,150,"1,620","3,110","1,120",680,570,"6,470","3,980","27,040"
202105010103,3 R,3歳未勝利,ダ左1600m,天候 : 晴,ダート : 重,発走 : 11:10,2021年1月30日,1回東京1日目,16,4,7,6,11,5,10,690,190,130,140,720,"1,240",440,520,260,"2,190","1,470","9,110"
202105010104,4 R,3歳1勝クラス,ダ左1600m,天候 : 晴,ダート : 重,発走 : 11:40,2021年1月30日,1回東京1日目,13,6,9,7,11,6,8,"3,200",370,110,470,700,"1,300",620,"4,300",950,"5,290","8,860","101,930"
202105010107,7 R,4歳以上1勝クラス,ダ左1400m,天候 : 晴,ダート : 重,発走 : 13:30,2021年1月30日,1回東京1日目,16,4,8,2,4,5,9,"10,400","2,150",130,210,"4,130","17,830","5,080","11,110",450,"43,380","43,960","528,370"
202105010108,8 R,4歳以上2勝クラス,ダ左2100m,天候 : 晴,ダート : 重,発走 : 14:01,2021年1月30日,1回東京1日目,15,2,3,3,5,5,8,"2,570",430,140,500,"2,160","3,210","1,090","4,480","1,150","9,820","14,790","129,350"
202105010109,9 R,銀蹄ステークス ,ダ左1400m,天候 : 晴,ダート : 重,"発走 : 14:35

過去の銀蹄ステークス",2021年1月30日,1回東京1日目,16,4,7,8,16,5,9,370,170,440,750,810,"2,520",920,"1,430","5,560","4,200","18,230","58,270"
202105010201,1 R,3歳未勝利,ダ左1400m,天候 : 晴,ダート : 重,発走 : 10:10,2021年1月31日,1回東京2日目,16,6,11,6,12,2,4,340,120,130,110,"1,310","1,190",380,210,230,"1,840",690,"4,740"
202105010202,2 R,3歳未勝利,ダ左2100m,天候 : 晴,ダート : 重,発走 : 10:40,2021年1月31日,1回東京2日目,16,7,14,7,13,8,16,580,250,710,460,"6,590","6,760","2,010","1,470","5,780","10,110","36,120","157,150"
202105010203,3 R,3歳未勝利,ダ左1600m,天候 : 晴,ダート : 重,発走 : 11:10,2021年1月31日,1回東京2日目,16,5,10,6,12,8,16,470,170,350,140,"2,310","3,700","1,000",350,"1,000","6,180","3,710","29,310"
202105010204,4 R,4歳以上1勝クラス,ダ左1600m,天候 : 晴,ダート : 重,発走 : 11:40,2021年1月31日,1回東京2日目,16,7,13,5,10,1,2,440,140,120,380,500,440,280,840,860,"1,280","2,370","13,140"
202105010207,7 R,4歳以上1勝クラス,ダ左2100m,天候 : 晴,ダート : 稍重,発走 : 13:30,2021年1月31日,1回東京2日目,8,4,4,8,8,2,2,180,110,230,290,560,0,270,430,900,920,"2,550","8,020"
202105010208,8 R,4歳以上2勝クラス,ダ左1400m,天候 : 晴,ダート : 稍重,発走 : 14:01,2021年1月31日,1回東京2日目,16,7,13,8,15,1,2,590,230,320,300,"2,330","3,310",930,"1,320","1,750","6,070","13,080","66,110"
202105010211,11 R,第35回根岸ステークス(G3),ダ左1400m,天候 : 晴,ダート : 稍重,"発走 : 15:45

過去の根岸ステークス",2021年1月31日,1回東京2日目,16,2,3,1,1,3,6,250,130,600,190,"2,490","5,370","1,540",360,"2,530","7,030","8,110","44,160"
202105010301,1 R,3歳未勝利,ダ左1400m,天候 : 晴,ダート : 良,発走 : 10:10,2021年2月6日,1回東京3日目,16,6,12,4,8,6,11,680,230,180,190,890,"2,460",860,700,530,"5,240","3,870","24,220"
202105010302,2 R,3歳未勝利,ダ左1300m,天候 : 晴,ダート : 良,発走 : 10:40,2021年2月6日,1回東京3日目,16,5,10,4,8,7,14,590,140,180,110,"2,060","2,310",700,270,340,"4,710","1,440","13,600"
202105010303,3 R,3歳未勝利,ダ左1600m,天候 : 晴,ダート : 良,発走 : 11:10,2021年2月6日,1回東京3日目,16,8,16,3,5,7,13,310,140,110,150,320,380,200,380,300,760,740,"3,080"
202105010304,4 R,3歳新馬,ダ左1600m,天候 : 晴,ダート : 良,発走 : 11:40,2021年2月6日,1回東京3日目,16,6,12,4,7,8,15,400,190,440,"1,480","1,300","5,360","1,660","3,290","5,900","8,780","60,430","285,130"
202105010308,8 R,4歳以上1勝クラス,ダ左1300m,天候 : 晴,ダート : 良,発走 : 14:05,2021年2月6日,1回東京3日目,16,3,6,2,3,4,7,230,140,870,470,"1,510","6,020","2,130",990,"8,800","8,250","28,840","111,720"
202105010312,12 R,4歳以上2勝クラス,ダ左1600m,天候 : 晴,ダート : 良,発走 : 16:25,2021年2月6日,1回東京3日目,14,8,14,4,5,7,12,"7,670","1,220",160,160,540,"10,730","2,980","4,690",410,"35,940","18,850","240,240"
202105010401,1 R,3歳未勝利,ダ左1400m,天候 : 晴,ダート : 良,発走 : 10:10,2021年2月7日,1回東京4日目,16,7,14,1,1,4,7,170,110,150,290,580,500,280,630,980,680,"1,890","4,860"
202105010402,2 R,3歳未勝利,ダ左2100m,天候 : 晴,ダート : 良,発走 : 10:40,2021年2月7日,1回東京4日目,16,2,4,8,16,1,1,"1,320",270,140,190,870,"1,810",570,"1,000",350,"4,740","3,290","27,720"
202105010403,3 R,3歳未勝利,ダ左1600m,天候 : 晴,ダート : 良,発走 : 11:10,2021年2月7日,1回東京4日目,15,4,6,1,1,6,11,760,210,270,500,"3,770","3,330",890,"3,840","3,640","6,550","36,950","186,740"
202105010404,4 R,3歳1勝クラス,ダ左1400m,天候 : 晴,ダート : 良,発走 : 11:40,2021年2月7日,1回東京4日目,16,3,6,2,3,1,2,150,110,570,400,410,"2,410",890,520,"5,100","2,880","9,380","27,550"
