date,whereracecourse,weather,race_round,race_title,race_id,total_horse_number,frame_number,horse_number,odds,popular,rank,rider_id,horse_wight,distance,groud_status,goal_time,goal_time_dif,half_way_rank,pace,last_time,horse_weight,runner-up-horse-id,prize,horse_id,race_type,surface
2015-10-04,4中山9,晴,11,スプリンターズS(G1),201506040911,15,2,4,28.8,11,2,00660,57,1200,良,68.2,0.1,5-6,34.1-34.0,33.4,482(-10),2009100301,"3,897.2",2008101031,G1,芝
2015-06-07,3東京2,晴,11,安田記念(G1),201505030211,17,4,7,46.6,13,17,00660,58,1600,良,93.1,1.1,16-16,34.3-34.7,34.2,492(+2),2011100655, ,2008101031,G1,芝
2015-05-16,2東京7,曇,11,京王杯スプリングC(G2),201505020711,18,6,11,8.7,5,1,05386,56,1400,良,81.6,0.0,6-7,36.0-33.7,33.3,490(+2),2009106525,"5,837.2",2008101031,G2,芝
2015-03-29,2中京6,小雨,11,高松宮記念(G1),201507020611,18,6,12,23.4,12,8,01116,57,1200,稍,69.6,1.1,8-9,34.0-34.5,34.8,488(-6),2008190007, ,2008101031,G1,芝
2015-03-07,2中山3,曇,11,夕刊フジオーシャンS(G3),201506020311,16,6,12,13.3,7,1,05386,56,1200,稍,68.7,-0.1,8-10,34.0-34.7,34.2,494(+10),2009102527,"4,060.2",2008101031,G3,芝
2014-12-13,4中山3,晴,11,ラピスラズリS(OP),201406040311,16,5,9,16.6,8,2,00660,58,1200,良,68.3,0.0,3-3,33.9-34.4,34.2,484(0),2007102972,850.4,2008101031,OP,芝
2014-11-16,5東京4,晴,11,オーロC(OP),201405050411,17,1,2,21.6,7,8,01140,57,1400,良,80.5,0.3,1-1,34.2-34.7,35.0,484(-4),2006102741, ,2008101031,OP,芝
2014-08-31,2札幌4,晴,11,キーンランドC(G3),201401020411,16,2,4,51.6,12,11,01116,56,1200,良,69.5,0.5,12-13,34.1-34.9,34.5,488(+8),2010104278, ,2008101031,G3,芝
2014-08-17,1札幌8,晴,11,UHB賞(OP),201401010811,16,5,9,8.2,3,13,01014,57,1200,良,69.6,0.6,3-3,34.3-34.7,35.0,480(0),2007103884, ,2008101031,OP,芝
2014-03-30,2中京6,曇,11,高松宮記念(G1),201407020611,18,1,2,91.4,17,12,01126,57,1200,不,73.5,1.3,11-11,34.5-37.7,37.1,480(-4),2010106552, ,2008101031,G1,芝
2014-02-17,1東京4,晴,11,東京新聞杯(G3),201405010411,14,5,9,22.4,10,7,00660,57,1600,重,93.6,0.4,4-5,34.2-35.1,35.1,484(+8),2008100544, ,2008101031,G3,芝
2013-11-17,5京都6,晴,11,マイルチャンピオンS(G1),201308050611,18,6,11,70.6,15,17,00660,57,1600,良,94.2,1.8,10-9,35.1-34.1,35.4,476(0),2008102985, ,2008101031,G1,芝
2013-09-29,4中山9,晴,11,スプリンターズS(G1),201306040911,16,7,13,17.2,4,11,00660,57,1200,良,67.8,0.6,2-2,32.9-34.3,34.8,476(-12),2008103552, ,2008101031,G1,芝
2013-08-24,2新潟9,晴,11,朱鷺S(OP),201304020911,13,1,1,1.7,1,2,00660,58,1400,良,81.0,0.0,1-2,35.0-34.4,34.4,488(+4),2007106743,849.0,2008101031,OP,芝
2013-06-02,3東京2,晴,11,安田記念(G1),201305030211,18,2,3,83.0,16,5,00660,58,1600,良,91.9,0.4,8-8,33.9-34.5,33.7,484(+4),2008103552,"1,000.0",2008101031,G1,芝
2013-03-24,2中京6,晴,11,高松宮記念(G1),201307020611,17,8,15,12.9,4,4,00660,57,1200,良,68.4,0.3,4-4,34.3-33.8,33.8,480(-4),2008103552,"1,400.0",2008101031,G1,芝
2013-03-02,2中山3,晴,11,夕刊フジオーシャンS(G3),201306020311,16,4,8,4.3,2,1,00660,56,1200,良,68.5,-0.1,3-3,33.1-35.4,35.2,484(-2),2007105543,"3,862.3",2008101031,G3,芝
2012-12-22,5中山7,曇,11,ラピスラズリS(OP),201206050711,14,6,10,4.8,1,1,00660,56,1200,稍,68.7,-0.4,2-2,33.7-35.0,34.9,486(-2),2007102972,"2,130.8",2008101031,OP,芝
2012-11-03,5東京1,晴,10,奥多摩S(1600万下),201205050110,12,5,5,6.0,2,1,00660,57.5,1400,良,80.6,-0.4,1-1,35.5-33.4,33.4,488(+4),2007102972,"1,728.0",2008101031,1600万下,芝
2012-10-13,4東京4,晴,10,白秋S(1600万下),201205040410,14,4,6,9.1,4,12,00660,57,1400,良,82.5,0.9,3-3,36.0-33.5,34.2,484(+12),2008103077, ,2008101031,1600万下,芝
2012-05-12,2東京7,晴,11,京王杯スプリングC(G2),201205020711,15,8,15,14.6,9,15,00660,56,1400,良,81.3,1.2,4-4,34.2-34.2,35.0,472(-4),2008102652, ,2008101031,G2,芝
2012-03-25,1中京8,晴,11,高松宮記念(G1),201207010811,18,6,11,30.5,10,9,05475,57,1200,良,70.8,0.5,7-7,34.5-35.8,35.6,476(0),2007102807, ,2008101031,G1,芝
2012-02-12,1東京6,晴,10,雲雀S(1600万下),201205010610,14,3,4,3.1,1,1,05203,57,1400,良,81.7,-0.1,7-6,35.9-34.0,33.4,476(0),2007105035,"1,735.0",2008101031,1600万下,芝
2012-01-29,1東京2,晴,9,立春賞(1000万下),201205010209,16,5,9,5.8,3,1,00660,55,1400,良,82.5,-0.4,5-5,35.7-34.4,33.9,476(-4),2007103697,"1,437.1",2008101031,1000万下,芝
2011-11-27,5東京8,晴,9,アプローズ賞(1000万下),201105050809,17,4,7,35.8,10,6,01122,56,1600,良,94.0,0.5,4-4,36.1-34.3,34.4,480(-4),2008103077, ,2008101031,1000万下,芝
2011-11-06,5新潟8,雨,12,紫雲寺特別(500万下),201104050812,17,6,12,9.8,6,1,01109,56,1600,重,95.0,0.0,5-4,35.8-34.6,34.1,484(+4),2007102504,"1,020.4",2008101031,500万下,芝
2011-06-18,1函館1,晴,12,基坂特別(500万下),201102010112,13,6,9,3.3,1,2,01122,54,1200,良,69.0,0.0,6-5,34.2-34.8,34.3,480(+10),2006100245,430.8,2008101031,500万下,芝
2011-05-21,3東京1,晴,9,ガーベラ賞(500万下),201105030109,13,2,2,5.1,3,4,00660,56,1400,良,81.3,0.4,10-10,34.8-34.4,33.8,470(-10),2008105572,150.0,2008101031,500万下,芝
2011-05-08,2東京6,晴,5,3歳500万下,201105020605,11,7,9,3.7,2,4,00660,56,1400,良,82.7,0.5,4-3,36.2-34.0,34.2,480(-2),2008110004,110.0,2008101031,,芝
2011-03-05,2中山3,晴,9,黄梅賞(500万下),201106020309,16,5,10,5.9,2,10,01088,56,1600,良,95.1,1.0,3-3-3,34.9-35.8,36.6,482(-6),2008102810, ,2008101031,500万下,芝
