race_id,race_round,race_title,weather,ground_status,where_racecourse,total_horse_number,frame_number_first,horse_number_first,frame_number_second,horse_number_second,frame_number_third,horse_number_third,tansyo,hukusyo_first,hukusyo_second,hukusyo_third,wakuren,umaren,wide_1_2,wide_1_3,wide_2_3,umatan,renhuku3,rentan3,is_obstacle,ground_type,is_left_right_straight,distance,weather_rain,weather_snow,datetime
202310020303,3,3歳未勝利,曇,4,小倉,14,3,3,7,11,6,9,390,160,130,370,500,600,260,900,880,1340,3020,11050,0.0,ダ,右,1000,0,0,2023-02-18 10:50:00
202310020304,4,障害4歳以上未勝利,小雨,4,小倉,12,3,3,6,7,4,4,180,110,260,190,1310,1260,410,300,1130,1610,2300,7070,1.0,芝,直進,2860,1,0,2023-02-18 11:20:00
202310020305,5,障害4歳以上オープン,小雨,4,小倉,12,7,9,8,11,4,4,1450,320,210,640,1130,3430,1210,4120,2780,7470,19210,100830,1.0,芝,直進,3390,1,0,2023-02-18 12:10:00
202310020306,6,3歳未勝利,小雨,4,小倉,18,7,15,5,10,6,11,670,280,410,180,980,6570,2060,900,1450,12210,10760,58710,0.0,芝,右,1200,1,0,2023-02-18 12:45:00
202310020307,7,4歳以上1勝クラス,曇,4,小倉,12,6,8,1,1,2,2,580,220,180,530,990,1350,630,1270,1510,2930,5800,22900,0.0,ダ,右,2400,0,0,2023-02-18 13:15:00
202310020308,8,4歳以上1勝クラス,曇,4,小倉,16,5,10,6,12,6,11,330,160,410,420,1410,2450,880,1490,3110,3680,13190,57930,0.0,芝,右,1800,0,0,2023-02-18 13:45:00
202310020309,9,秋吉台特別 ,小雨,4,小倉,12,8,12,6,7,3,3,200,120,380,300,1330,1580,680,440,2730,2590,5070,18000,0.0,ダ,右,1700,1,0,2023-02-18 14:15:00
202310020310,10,皿倉山特別 ,小雨,4,小倉,11,8,11,7,9,4,4,1290,350,160,190,1070,2790,1010,1000,510,7090,4670,40790,0.0,芝,右,2600,1,0,2023-02-18 14:50:00
202310020311,11,紫川特別 ,小雨,4,小倉,18,5,10,7,13,6,11,2290,690,380,320,5170,16210,4470,2040,1450,34800,36430,287170,0.0,芝,右,1200,1,0,2023-02-18 15:25:00
202310020312,12,4歳以上1勝クラス,小雨,4,小倉,16,6,12,8,16,5,9,1470,510,300,830,1210,9340,3450,8070,6070,18820,96980,481100,0.0,芝,右,1800,1,0,2023-02-18 16:01:00
202310020401,1,3歳未勝利,小雨,2,小倉,16,8,16,2,4,3,6,550,200,180,300,980,1660,550,910,830,2560,4330,19870,0.0,ダ,右,1700,1,0,2023-02-19 09:50:00
202310020402,2,3歳未勝利,小雨,3,小倉,18,5,9,7,15,4,8,1080,370,620,210,1020,14130,4680,1230,2260,31690,22300,178710,0.0,芝,右,1200,1,0,2023-02-19 10:15:00
202310020403,3,4歳以上1勝クラス,小雨,2,小倉,14,2,2,8,14,1,1,420,170,220,430,660,1430,590,930,2100,2440,7970,32060,0.0,ダ,右,1000,1,0,2023-02-19 10:45:00
202310020404,4,障害4歳以上未勝利,曇,3,小倉,12,4,4,7,10,6,8,840,400,310,240,4870,3360,1340,680,740,9290,3430,34570,1.0,芝,直進,2860,0,0,2023-02-19 11:15:00
202310020405,5,3歳未勝利,曇,3,小倉,18,5,10,8,16,1,1,380,230,930,2170,1850,10000,3380,10550,40750,14600,326060,812600,0.0,芝,右,2000,0,0,2023-02-19 12:05:00
202310020406,6,3歳未勝利,曇,3,小倉,16,1,2,8,15,4,7,380,170,220,420,1310,1570,790,950,2240,3060,10950,43630,0.0,芝,右,1800,0,0,2023-02-19 12:35:00
202310020407,7,4歳以上1勝クラス,曇,2,小倉,9,1,1,4,4,5,5,200,120,230,610,620,570,310,1140,3870,1060,4640,13970,0.0,ダ,右,1700,0,0,2023-02-19 13:05:00
202310020408,8,4歳以上1勝クラス,晴,3,小倉,18,3,6,7,14,3,5,1110,280,930,260,670,28530,6790,1150,5790,50630,66440,448360,0.0,芝,右,1200,0,0,2023-02-19 13:35:00
202310020409,9,国東特別 ,晴,3,小倉,11,6,6,6,7,3,3,350,150,340,150,3310,2990,1050,320,1060,5280,4130,23160,0.0,芝,右,2000,0,0,2023-02-19 14:05:00
202310020410,10,伊万里特別 ,晴,2,小倉,14,7,12,2,2,1,1,1410,370,210,310,1600,4120,1370,2970,960,10340,15250,104940,0.0,ダ,右,1000,0,0,2023-02-19 14:40:00
202310020411,11,第57回小倉大賞典(G3),晴,3,小倉,16,3,6,1,1,4,7,490,220,480,470,1060,3750,1280,1600,4240,6560,23680,101440,0.0,芝,右,1800,0,0,2023-02-19 15:20:00
202310020412,12,4歳以上1勝クラス,晴,3,小倉,18,5,9,8,17,7,14,1190,380,2160,190,1150,57320,18220,1210,7630,120500,111650,919530,0.0,芝,右,1200,0,0,2023-02-19 16:01:00
202310020501,1,3歳未勝利,曇,4,小倉,15,4,7,6,11,7,13,21500,2620,170,110,18170,43970,6950,4840,240,133610,25250,330270,0.0,ダ,右,1700,0,0,2023-02-25 09:50:00
202310020502,2,3歳未勝利,曇,4,小倉,18,7,14,5,10,3,5,380,180,2560,400,5910,23890,6990,1410,15910,37350,97070,473700,0.0,芝,右,1200,0,0,2023-02-25 10:15:00
202310020503,3,4歳以上1勝クラス,曇,4,小倉,14,6,9,3,3,4,6,190,110,270,310,570,1160,450,740,3160,1560,6070,21030,0.0,ダ,右,1000,0,0,2023-02-25 10:45:00
202310020504,4,障害4歳以上未勝利,曇,4,小倉,12,5,6,8,12,3,3,1340,440,150,270,550,3790,1480,1880,800,8660,10510,66260,1.0,芝,直進,2860,0,0,2023-02-25 11:15:00
202310020505,5,3歳未勝利,曇,4,小倉,16,1,1,4,7,7,13,4300,830,210,170,4960,8870,1990,2020,600,22430,11290,126880,0.0,芝,右,1800,0,0,2023-02-25 12:05:00
202310020506,6,3歳未勝利,曇,4,小倉,13,6,9,8,13,7,10,400,140,150,150,430,700,320,300,370,1320,1300,5710,0.0,芝,右,2000,0,0,2023-02-25 12:35:00
202310020507,7,4歳以上1勝クラス,曇,4,小倉,12,5,6,5,5,4,4,200,120,560,240,2520,2360,930,340,2460,3790,4050,17070,0.0,ダ,右,1700,0,0,2023-02-25 13:05:00
202310020508,8,春麗ジャンプS ,曇,4,小倉,14,5,7,1,1,6,9,450,160,300,330,1870,1570,690,760,2140,2860,5480,20450,1.0,芝,直進,3390,0,0,2023-02-25 13:40:00
202310020509,9,あざみ賞 ,曇,4,小倉,15,6,10,7,12,8,15,540,180,210,280,1280,1470,560,890,700,2790,3660,21200,0.0,芝,右,1200,0,0,2023-02-25 14:15:00
202310020510,10,脊振山特別 ,曇,4,小倉,12,8,12,6,7,3,3,1400,320,170,1220,440,2840,1000,7120,4250,6480,40020,270250,0.0,芝,右,2600,0,0,2023-02-25 14:50:00
202310020511,11,早鞆特別 ,曇,4,小倉,16,3,6,2,4,4,7,1300,480,970,840,3250,9410,2780,6110,13240,19540,179760,953920,0.0,ダ,右,1700,0,0,2023-02-25 15:25:00
202310020512,12,4歳以上1勝クラス,曇,4,小倉,18,6,11,3,6,8,16,570,200,370,240,4270,4720,1620,670,1480,7990,6810,42870,0.0,芝,右,1200,0,0,2023-02-25 16:01:00
202310020601,1,3歳未勝利,晴,4,小倉,16,8,16,6,12,4,8,1050,270,120,140,1470,1800,750,920,280,3540,2410,14830,0.0,ダ,右,1700,0,0,2023-02-26 09:50:00
202310020602,2,3歳未勝利,晴,4,小倉,18,3,6,4,8,6,12,1180,390,190,190,1750,5900,2010,1280,660,9790,6670,47820,0.0,芝,右,1200,0,0,2023-02-26 10:20:00
202310020603,3,3歳未勝利,晴,4,小倉,14,7,12,7,11,8,13,1590,320,150,250,1910,2070,670,1500,480,5380,4070,30390,0.0,ダ,右,1000,0,0,2023-02-26 10:50:00
202310020604,4,障害4歳以上未勝利,晴,4,小倉,12,1,1,4,4,5,6,720,220,170,260,1280,1410,570,1320,810,3200,5680,33500,1.0,芝,直進,2860,0,0,2023-02-26 11:20:00
202310020605,5,3歳未勝利,晴,1,小倉,16,5,10,8,16,6,11,530,180,210,250,1050,1600,540,710,760,2980,4120,19940,0.0,芝,右,1800,0,0,2023-02-26 12:10:00
202310020606,6,4歳以上1勝クラス,晴,1,小倉,18,7,15,8,18,3,6,270,140,360,290,940,1760,710,710,2310,2670,5830,20150,0.0,芝,右,1200,0,0,2023-02-26 12:40:00
202310020607,7,4歳以上1勝クラス,晴,1,小倉,13,8,12,8,13,6,9,1650,380,160,1800,2330,2580,770,18110,4870,5680,51760,354640,0.0,芝,右,2000,0,0,2023-02-26 13:10:00
202310020608,8,3歳1勝クラス,晴,4,小倉,16,2,4,6,12,4,7,5140,1100,260,630,2610,20210,4830,7030,2310,57120,85710,715040,0.0,ダ,右,1700,0,0,2023-02-26 13:40:00
202310020609,9,高千穂特別 ,晴,1,小倉,15,6,11,6,10,7,12,450,190,550,320,3210,3830,1250,800,2520,5800,10590,37150,0.0,芝,右,1800,0,0,2023-02-26 14:15:00
202310020610,10,八代特別 ,晴,1,小倉,18,5,10,5,9,4,8,770,190,110,790,590,700,340,3680,1670,1850,8310,50510,0.0,芝,右,2000,0,0,2023-02-26 14:50:00
202310020611,11,下関ステークス ,晴,1,小倉,17,6,11,4,8,6,12,490,190,250,350,1620,2180,850,1180,1720,3580,7530,35660,0.0,芝,右,1200,0,0,2023-02-26 15:25:00
202310020612,12,4歳以上1勝クラス,晴,4,小倉,16,2,3,1,2,8,16,230,130,170,250,780,940,370,590,1370,1270,3700,11950,0.0,ダ,右,1700,0,0,2023-02-26 16:01:00
