date,whereracecourse,weather,race_round,race_title,race_id,total_horse_number,frame_number,horse_number,odds,popular,rank,rider_id,horse_wight,distance,groud_status,goal_time,goal_time_dif,half_way_rank,pace,last_time,horse_weight,runner-up-horse-id,prize,horse_id,race_type,surface
2009-02-28,2中山1,曇,11,千葉S(OP),200906020111,16,5,10,25.2,9,16,00660,59,1200,不,71.8,3.1,1-2,33.0-35.7,38.8,502(+2),2002110227, ,2001103454,OP,ダ
2008-09-06,3新潟7,曇,11,BSN賞(OP),200804030711,15,2,2,13.5,7,6,00635,59,1200,良,70.8,0.7,1-1,33.7-36.4,37.1,500(0),2003104100, ,2001103454,OP,ダ
2008-08-03,2新潟6,晴,11,北陸S(OP),200804020611,13,6,9,3.5,1,5,00635,58,1200,良,70.3,0.4,1-1,33.1-36.8,37.2,500(-4),2003104100,240.0,2001103454,OP,ダ
2008-06-19,旭川,雨,11,北海道スプリントカッ(G3),200834061911,13,5,6,2.2,1,1,00666,56,1000,稍,59.4,-0.5,1-1, ,36.5,504(+4),2001104650,"3,000.0",2001103454,G3,ダ
2008-05-18,3京都8,晴,11,栗東S(OP),200808030811,16,2,4,11.3,4,2,00685,57,1200,良,70.8,0.1,1-1,35.0-35.7,35.8,500(-8),2004103021,973.8,2001103454,OP,ダ
2007-12-09,5阪神4,晴,11,ギャラクシーS(OP),200709050411,16,8,15,8.1,5,16,00698,57,1400,良,85.8,3.4,1-2,33.8-37.0,40.4,508(+6),2003103635, ,2001103454,OP,ダ
2007-11-18,5東京6,晴,11,霜月S(OP),200705050611,16,2,3,12.1,8,6,00698,57,1400,良,83.3,0.5,1-1,35.0-36.0,36.5,502(+4),2003102080, ,2001103454,OP,ダ
2007-07-15,2新潟2,晴,11,アイビスサマーD(G3),200704020211,18,7,15,4.1,2,14,00666,56,1000,重,56.2,1.1,1,32.5-33.3,34.4,498(-16),2002105980, ,2001103454,G3,芝
2007-01-07,1中山2,晴,11,ガーネットS(G3),200706010211,16,8,16,2.8,1,13,00635,59,1200,不,72.0,2.0,1-1,32.7-37.3,39.3,514(+6),2002102876, ,2001103454,G3,ダ
2006-10-14,5京都3,晴,10,エニフS(OP),200608050310,15,4,7,1.6,1,1,00666,58,1400,良,82.8,-0.1,1-1,34.8-36.8,36.8,508(-4),2000100965,"2,437.1",2001103454,OP,ダ
2006-09-02,3新潟7,晴,11,BSN賞(OP),200604030711,15,3,5,1.6,1,1,00666,56,1200,良,70.1,-0.7,1-1,33.9-36.2,36.2,512(+12),2002100728,"2,432.9",2001103454,OP,ダ
2006-06-17,4京都1,雨,11,安芸S(1600万下),200608040111,16,6,11,1.5,1,1,00666,57,1200,稍,69.2,-0.9,1-1,34.3-34.9,34.9,500(-18),2001106103,"1,865.0",2001103454,1600万下,ダ
2006-01-07,1京都2,晴,10,羅生門S(1600万下),200608010210,16,3,5,1.3,1,2,00666,57,1200,良,70.7,0.2,1-1,34.6-35.9,36.1,518(+4),2000100965,741.2,2001103454,1600万下,ダ
2005-10-22,4京都5,曇,9,天王山特別(1000万下),200508040509,13,6,9,1.2,1,1,00666,57,1200,良,70.2,-1.2,1-1,33.7-36.5,36.5,514(+4),2002107326,"1,488.5",2001103454,1000万下,ダ
2005-09-17,2札幌3,曇,11,サロマ湖特別(1000万下),200501020311,16,5,10,2.0,1,1,00666,57,1200,良,69.2,-0.6,1-1,34.0-35.2,35.2,510(0),1999107154,"1,491.3",2001103454,1000万下,芝
2005-09-03,1札幌7,曇,7,3歳以上500万下,200501010707,12,6,8,1.5,1,1,00666,57,1000,良,58.3,-1.6,1-1,34.4-35.1,35.1,510(0),2002105377,750.0,2001103454,,ダ
2005-08-07,2函館8,曇,5,3歳以上500万下,200502020805,12,7,10,1.6,1,2,00600,57,1700,良,107.0,0.3,1-1-1-1,30.2-37.6,37.9,510(+6),2000105654,300.0,2001103454,,ダ
2005-03-19,1阪神7,晴,8,4歳以上500万下,200509010708,16,7,14,1.7,1,1,00666,57,1400,重,83.7,-0.2,1-1,34.4-37.4,37.4,504(-4),2001100757,750.0,2001103454,,ダ
