race_id,race_title,date,race_round,time,weather,ground_status,where_racecourse,total_horse_number,is_obstacle,ground_type,is_left_right_straight,distance,weather_rain,weather_snow
202307020611,高松宮記念(G1) 出馬表,2023年3月26日 中京11R レース情報(JRA) - netkeiba.com,11,"
15:40発走 ","小雨
",3,中京,18頭,0,芝,左,1200,1,0
