race_id,race_round,race_title,weather,ground_status,time,date,where_racecourse,total_horse_number,frame_number_first,horse_number_first,frame_number_second,horse_number_second,frame_number_third,horse_number_third,tansyo,hukusyo_first,hukusyo_second,hukusyo_third,wakuren,umaren,wide_1_2,wide_1_3,wide_2_3,umatan,renhuku3,rentan3,is_obstacle,ground_type,is_left_right_straight,distance,weather_rain,weather_snow,datetime
202207020611,11,第52回高松宮記念(G1),晴,3,15時40分,2022年3月27日,中京,18,1,2,5,9,5,10,2780,660,420,4500,4150,13560,3490,40170,28390,34720,525080,2784560,0,芝,左,1200,0,0,2022-03-27 15:40:00
