date,whereracecourse,weather,race_round,race_title,race_id,total_horse_number,frame_number,horse_number,odds,popular,rank,rider_id,horse_wight,distance,groud_status,goal_time,goal_time_dif,half_way_rank,pace,last_time,horse_weight,runner-up-horse-id,prize,horse_id,race_type,surface
2008-02-24,1東京8,晴,11,フェブラリーS(G1),200805010811,16,6,12,128.6,14,5,00663,57,1600,良,96.2,0.9,8-7,34.8-36.2,36.6,516(0),2002100877,940.0,1999106730,G1,ダ
2008-02-04,1東京2,晴,11,根岸S(G3),200805010211,16,1,1,20.9,10,13,00663,58,1400,不,84.2,1.5,8-6,34.3-36.4,37.3,516(-1),2002104665, ,1999106730,G3,ダ
2007-12-26,園田,晴,10,兵庫ゴールドトロフィ(G3),200750122610,11,6,6,4.9,3,1,05203,59.5,1400,稍,86.3,-0.1,6-6-4-3, ,37.5,517(+15),1999106907,"3,000.0",1999106730,G3,ダ
2007-10-31,大井,曇,10,JBCスプリント競走(G1),200744103110,16,6,11,2.5,2,4,00422,57,1200,良,71.3,0.3,5-5,34.3-36.7,36.4,502(+3),2002102938,800.0,1999106730,G1,ダ
2007-10-03,大井,曇,11,東京盃競走(G2),200744100311,16,2,3,4.2,2,1,00422,57,1200,重,71.3,-0.1,8-6,34.3-37.0,36.7,499(-3),2000102811,"4,000.0",1999106730,G2,ダ
2007-07-08,3阪神8,晴,11,プロキオンS(G3),200709030811,16,8,15,6.8,2,2,00666,58,1400,良,82.9,0.2,8-8,33.4-37.4,36.8,502(+12),2002104665,"1,616.6",1999106730,G3,ダ
2007-05-30,浦和,雨,10,さきたま杯(G3),200742053010,12,6,7,3.4,2,5,05203,58,1400,稍,86.6,0.5,5-5-6-5,35.3-38.0,38.2,490(-14),2000102811,150.0,1999106730,G3,ダ
2007-05-03,名古屋,晴,10,かきつばた記念(G3),200748050310,11,5,5,1.4,1,3,05203,58,1400,良,88.1,0.3,2-2-2, ,39.3,504(+4),2000102811,300.0,1999106730,G3,ダ
2007-03-21,高知,晴,10,黒船賞(G3),200754032110,12,7,9,2.1,2,1,05203,58,1400,良,88.9,-0.6,3-5-5-1, ,37.9,500(-10),1998103689,"3,000.0",1999106730,G3,ダ
2007-02-18,1東京8,晴,11,フェブラリーS(G1),200705010811,16,5,9,43.3,11,8,00663,57,1600,不,95.6,0.8,6-7,34.6-35.9,36.2,510(+8),2002106896, ,1999106730,G1,ダ
2007-01-28,1東京2,晴,11,根岸S(G3),200705010211,16,5,9,5.2,2,4,00663,58,1400,良,83.7,0.2,6-6,34.2-37.6,36.4,502(-2),2001104731,590.0,1999106730,G3,ダ
2007-01-07,1中山2,晴,11,ガーネットS(G3),200706010211,16,4,7,7.4,4,2,00663,59,1200,不,70.1,0.1,7-6,32.7-37.3,36.7,504(-10),2002102876,"1,616.8",1999106730,G3,ダ
2006-12-28,園田,晴,10,兵庫ゴールドトロフィ(G3),200650122810,12,3,3,3.2,2,1,05203,58,1400,重,87.2,-0.5,3-3-3-1, , ,514(+6),1998103689,"3,000.0",1999106730,G3,ダ
2006-11-25,6京都7,曇,11,京阪杯(G3),200608060711,16,3,5,7.2,5,4,01018,57,1200,良,68.8,0.5,3-3,34.2-34.1,34.4,508(+11),2003102167,620.0,1999106730,G3,芝
2006-11-02,川崎,曇,10,JBCマイル(G1),200645110210,14,1,1,7.4,4,3,05203,57,1600,良,100.4,0.8,8-7-6-6,35.0-39.0,39.2,497(+2),2000107570,"1,600.0",1999106730,G1,ダ
2006-10-04,大井,曇,10,東京盃競走(G2),200644100410,15,2,3,4.7,3,1,05203,56,1200,重,71.1,-0.1,7-6,34.0-37.1,36.3,495(+1),2001110014,"4,000.0",1999106730,G2,ダ
2006-09-10,3中京2,雨,11,セントウルS(G2),200607030211,18,4,8,14.2,7,4,05203,57,1200,稍,69.3,0.7,4-4,33.3-35.3,35.6,494(+4),2000102386,900.0,1999106730,G2,芝
2006-08-13,3小倉2,晴,10,TV西日本北九州記念(G3),200610030210,14,4,5,8.8,5,5,01088,58,1200,良,68.4,0.4,4-4,32.9-35.1,34.9,490(-4),2002105598,410.0,1999106730,G3,芝
2006-07-09,4京都8,晴,11,プロキオンS(G3),200608040811,16,6,11,3.5,2,6,01088,57,1400,良,82.8,0.8,7-7,34.5-35.8,35.8,494(+4),2000102811, ,1999106730,G3,ダ
2006-06-11,2中京8,曇,11,CBC賞(G3),200607020811,17,6,12,8.8,5,3,00666,58,1200,稍,69.2,0.2,6-6,33.3-35.7,35.3,490(-10),2000102386,"1,108.8",1999106730,G3,芝
2006-03-26,1中京8,晴,11,高松宮記念(G1),200607010811,18,4,7,14.1,5,7,00684,57,1200,良,68.4,0.4,9-8,33.7-34.3,34.0,500(+2),2000101550, ,1999106730,G1,芝
2006-02-19,1東京8,曇,11,フェブラリーS(G1),200605010811,16,1,1,13.1,7,11,05336,57,1600,良,96.5,1.6,10-11,33.9-37.5,37.1,498(-6),2002100978, ,1999106730,G1,ダ
2006-01-29,1東京2,晴,11,根岸S(G3),200605010211,16,4,7,11.0,6,1,00422,57,1400,良,83.7,-0.3,7-6,34.6-37.0,36.4,504(0),2001110059,"3,960.9",1999106730,G3,ダ
