race_id,race_title,date,race_round,time,race_course,weather,ground_status,where_racecourse,total_horse_number
202309020411,大阪杯(G1) 出馬表,2023年4月2日 阪神11R レース情報(JRA) - netkeiba.com,"

11R
","
15:40発走 "," 芝2000m (右)



",,,阪神,16頭
